Unnamed: 0,Song_ID,Artist,Artist_diskografija,Song_tekstovinet,Views_tekstovinet,Lyrics_tekstovinet,Url_tekstovinet,Writer_lyricstranslate,Song_lyricstranslate,EngTitle_lyricstranslate,Album_lyricstranslate,Lyrics_lyricstranslate,EngLyrics_lyricstranslate,Url_lyricstranslate,Izvedba_diskografija,Url_diskografija,Song_diskografija,Skladba_diskografija,Stihovi_diskografija,Aranžman_diskografija,Album_1_diskografija,Album_2_diskografija,Album_3_diskografija,Album_4_diskografija,Album_5_diskografija,Lyrics_cuspajz,Song_cuspajz,Url_cuspajz
61,CWc8m1qi_1_61,Vanna,Vanna,Suze na kisi,433,"Sreco, duga je bila noc
a sad osjecam da si tu
vjecno, kao rijeci u kamenu

Sreco, tuga gleda u nas
preko visokih zidova
sve si sto nema imena
 
Moj odraz iza ogledala
sve rijeci izmedju redova
i sada, napokon, sada znam

Ref.
Da smo nerazdvojni mi
kao suze na kisi, moja ljubavi dobrodosao
nema te sile da nas rastavi

Jer smo nerazdvojni mi
niti su Zemlja i Sunce vezani
kao ja i ti

Nema te sile da nas rastavi
nema te sile da nas rastavi

Sreco, nitko ne vidi svijet
kao zena  u ljubavi
sve si sto znas da treba mi

Moj odraz iza ogledala
sve rijeci izmedju redova
i sada, napokon, sada znam

Ref.

Kao suze na kisi, moja ljubavi 

Jer smo nerazdvojni mi
kao suze na kisi, moja ljubavi
 kao suze na kisi, moja ljubavi 
nema te sile da nas rastavi

Jer smo nerazdvojni mi
niti su Zemlja i Sunce vezani
 kao suze na kisi, moja ljubavi 
nema te sile da nas rastavi","https://tekstovi.net/2,459,63109.html",,,,,,,,['Vanna'],https://diskografija.com/pjesma/suze-na-kisi-26467.htm,Suze na kiši,,,,,,,,,,,
62,CWc8m1qi_1_62,Vanna,Vanna,Svakodnevna zena,2355,"Ovaj grad
kojim hodam, nista posebno, zar ne
ulice su sive i jednolicne
k'o sto su nekad moje oci bile

Novi dan
novo ime svaki put kad budim se
necujno k'o kisa koja pocinje
k'o i svi dani prije tebe
 
Ref. 2x
Ja sam samo svakodnevna zena
svakodnevno drukcija od svih
ti me pitas, odgovora nema
gledam te i znam da ne vidis

Jedino sto sada zelim
zivot koji s tobom dijelim
da nema kraj

Kakva noc
zvijezda tamo gore umire
mladost koja sretna mi odmahuje
jer zna da bila je uz tebe

Sklopi oci neka prodje
neostvaren san
spasi ovaj tren
spasi barem dan, ovaj dan

Ref. 2x","https://tekstovi.net/2,459,55393.html",,,,,,,,['Vanna'],https://diskografija.com/pjesma/svakodnevna-zena-15184.htm,Svakodnevna žena,,,,,,,,,,,
63,CWc8m1qi_1_63,Vanna,Vanna,Sve mi ovo ne mirise na dobro,11315,"Ponovo u zivot mi se vracas
kao ruzan san
a nakon svega nisi vrijedan
ni da te pogledam

Ponovo mi kazes da me volis
al' nije dovoljno
ma i da me na koljenima molis
ne bi pomoglo
 
Jer sto puta si me tako prevario vec
sad ne vjerujem vise
u ljubav sto nas spaja
i borim se do kraja

Ref.
Al' sve mi ovo ne mirise se na dobro
izgleda uzalud je sav ovaj trud
kad sve sto je bilo da gore nije moglo
ja ti oprastam po ko znaj koji put

Ponovo me trazis kao prije
da ti vjerujem
al' kunem ti se nikad vise necu
i ne pretjerujem

Jer sto puta si me tako prevario vec
sad ne vjerujem vise
u ljubav sto nas spaja
i borim se do kraja

Ref. 3x","https://tekstovi.net/2,459,16580.html",,,,,,,,['Vanna'],https://diskografija.com/pjesma/sve-mi-ovo-ne-mirise-na-dobro-1422.htm,Sve mi ovo ne miriše na dobro,['Ante Pecotić'],['Ante Pecotić'],['Ante Pecotić'],,,,,,"Ponovo u život mi se vraćaš kao ružan san
a nakon svega nisi vrijedan
ni da te pogledam
ponovo mi kažeš da me voliš
al nije dovoljno
ma i da me na koljenima moliš 
ne bi moglo
jer 100 puta si me tako prevario već
sad ne vjerujem više 
u ljubav što nas spaja i borim se do kraja

al sve mi ovo ne miriše se na dobro
izgleda uzalud je sav ovaj trud
kad sve što je bilo
da gore nije moglo
ja ti opraštam po ko znaj koji put

ponovo me tražiš kao prije
da ti vjerujem
al kunem ti se nikad više neću 
i ne pretjerujem
jer 100 puta si me tako prevario već
sad ne vjerujem više 
u ljubav što nas spaja i borim se do kraja",Sve mi ovo ne miriše na dobro,https://cuspajz.com//tekstovi-pjesama/pjesma/vanna/sve-mi-ovo-ne-mirise-na-dobro.html
64,CWc8m1qi_1_64,Vanna,Vanna,Svoju rijec ti dajem,14513,"Ti znas dodirom tvojim noc me pokrila
tvojim me glasom jutrom doziva
nemam sna od kad ti si tu
da me ne bi sreca zatekla u snu

Ref.
Svoju rijec ti dajem dio srca svog
zivot nosi tajne al' srecu daje Bog
ako ljubav tu ne nadje dom
ja onda necu i ne znam dalje
zivjeti po svom
 
Znaj zivot je moj u tvojim rukama
tajne sam svoje tebi otkrila
nemam sna od kad ti si tu
da me ne bi sreca zatekla u snu

Ref. 4x","https://tekstovi.net/2,459,16581.html",,,,,,,https://lyricstranslate.com/en/language/english-artists,['Vanna'],https://diskografija.com/pjesma/svoju-rijec-ti-dajem-1385.htm,Svoju riječ ti dajem,['Miro Buljan'],['Ivana Ranilović Vrdoljak Vanna'],['Miro Buljan'],,,,,,"Ti znaš 
dodir tvojim noć me pokrila ..mmmmm 
tvojim me glasom jutrom doziva 
nemam sna od kad ti si tu 
da me ne bi sreća zatekla u snu 

Svoju riječ ti dajem 
dio srca svog 
život nosi tajne 
al sreću daje Bog 
ako ljubav tu ne nađe dom 
ja onda ne mogu dalje 
živjeti po svom. 

Onaj život je moj u tvojim rukama 
tajne sam svoje tebi otkrila 
nemam sna od kad ti si tu 
da me ne bi sreća zatekla u snu 

Svoju riječ ti dajem 
dio srca svog 
život nosi tajne 
al sreću daje Bog
ako ljubav tu ne nađe dom 
ja onda ne mogu dalje 
živijeti po svom.",Svoju riječ ti dajem,https://cuspajz.com//tekstovi-pjesama/pjesma/vanna/svoju-rijec-ti-dajem.html
65,CWc8m1qi_1_65,Vanna,Vanna,"Tako njezno, tako lazno",12974,"Grijesim li dusu kada mislim na to
da li sjecas se rijeci dobro i zlo
i znam da su ljubav i ljubomora par
tebe nema, uvijek sama sa svojim sumnjama

A ti uvijek dodjes bas tad
i pruzas mi ruku na dar
a ja znam
 
Ref.
Tako njezno, tako lazno
ljubiti znas samo ti
i sve dok bude tako njezno
laz cu zaboraviti

Jutro se sulja i kvari mi san
ti si sjena sto dise i dira mi dlan
ti sto me ljubis ili ljubio si
sad me gledas i pitas se jesam li kriv

A ja nisam to sto si ti
ti zivis za tren ljubavi
kao svi

Ref. 3x","https://tekstovi.net/2,459,16582.html",,,,,,,,['Vanna'],https://diskografija.com/pjesma/tako-njezno-tako-lazno-1394.htm,"Tako njezno, tako lažno",['Bruno Kovačić'],['Bruno Kovačić'],['Bruno Kovačić'],,,,,,,,
66,CWc8m1qi_1_66,Vanna,Vanna,Ti se varas,15613,"Ti se varas ako mislis
da mi srce stane kad te vidim
da ne mogu ti odoljeti
mozda me i citas al' s pogresne strane
ja te stvarno nikad necu voljeti

Ti se varas ako mislis
da me srce vuce, ja sam tu
samo da mi vrijeme proleti
bolje da me ne znas jer sve i da me muce
ja te stvarno nikad necu voljeti
 
Ref.
I da se srusi nebo na planetu
i preko noci da nestanu svi
ti da si jedini covjek na svijetu
ne, ja te cak ni tada necu voljeti
ma ja te stvarno nikada 
necu voljeti, necu voljeti, necu voljeti

ti se varas ako mislis
da me srce vuce, ja sam tu 
samo da mi vrijeme proleti
bolje da me ne znas jer sve i da me muce
ja te stvarno nikad necu voljeti

Ref.

Ref.","https://tekstovi.net/2,459,16583.html",,Ti se varaš,I Will Never Love You,24 sata,"Ti se varaš ako misliš
Da mi srce stane kad te vidim
Da ne mogu ti odoljeti
Možda me i čitaš, al' s pogrešne strane
Ja te stvarno nikad neću voljeti. Ti se varaš ako misliš
Da me srce vuče, ja sam tu
Samo da mi vrijeme proleti
Bolje da me ne znaš jer sve i da me muče
Ja te stvarno nikad neću voljeti. Ref.
I da se sruši nebo na planetu
I preko noći da nestanu svi
Ti da si jedini čovjek na svijetu
Ne, ja te čak ni tada neću voljeti
Ma ja te stvarno nikada
Neću voljeti, neću voljeti, neću voljeti. Ti se varaš ako misliš
Da me srce vuče, ja sam tu
Samo da mi vrijeme proleti
Bolje da me ne znaš jer sve i da me muče
Ja te stvarno nikad neću voljeti. Ref.","You're wrong if you think
That my heart stops when I see you
That I can't resist you
Maybe you do see through me, but in the wrong light
I will really never love you.. You're wrong if you think
That my heart puts me up to it, I'm here
Just so my time would fly by
it's better you don't know me because even if I'd undergo torture
I would really never love you.. (Chorus)
And if the sky would fall on the planet
And if everyone would disappear over night
If you were the only man on the world
No, even then I won't love you
I, really never will
Love you, never love, never love. You're wrong if you think
That my heart puts me up to it, I'm here
Just so my time would fly by
it's better you don't know me because even if I'd undergo torture
I would really never love you.. (Chorus)",https://lyricstranslate.com/en/ja-te-nikad-necu-voljeti-i-will-never-love-you.html,['Vanna'],https://diskografija.com/pjesma/ti-se-varas-1408.htm,Ti se varaš,['Ante Pecotić'],['Ante Pecotić'],['Ante Pecotić'],2000 - 24 sata,2001 - Vanna u Lisinskom - uživo,,,,,,
67,CWc8m1qi_1_67,Vanna,Vanna,Tiha snaga (feat. Jacques Houdek),891,"Zivot ne radi planove
mi se ponovo radjamo
stavi lice u dlanove
i od srece zaplaci

Moje oci ne biraju
jer moje oci daleko ne vide
ove duse se diraju
dok tijelo umire
 
Ref.
Tiha snaga
ispod koze da mi udje
zavjet Bogu dan
da ne pozelim sto je tudje

Tako snazna
k'o da lijepi se za prste
ljubav sveta
sad po nama nek' je krste

Jedno lice na prozoru
jedan zivot bez ljubavi
da li strpljive pozovu
ili sreca vuce nit

Oci zelju ne skrivaju
dok tuga uzima kofere
nase duse se diraju
a tijelo umire

Ref.

Sad neka te cuju do neba
placi na rukama mojim
zar toliko cekati treba
ljubav

Ref. 2x","https://tekstovi.net/2,459,60689.html",,,,,,,,"['Vanna', 'Jacques']",https://diskografija.com/pjesma/tiha-snaga-26465.htm,Tiha snaga,,,,,,,,,,,
68,CWc8m1qi_1_68,Vanna,Vanna,U novi dan (bez imena),331,"I dok cekam iskre jutra
u svojoj sobi sjedim sama
moje misli nekud plove
traze put u novi dan
(u novi dan)

Ref. 2x
U novi dan bez imena
(bez imena)
 
Oko mene tama
teska kao godina
samo jedna dusa mala
trazi put iz vremena

Ref. 2x

Daj mi, Boze, snage
da dozivim novi dan
i da gledam iskre jutra
kako bude se iz sna

I da ova dusa mala
nadje mir na putu tom
da se vine u visine
kao ptica jatu svom

Ref. 4x

Daj mi, Boze, snage
da dozivim novi dan
i da gledam iskre jutra
kako bude se iz sna

I da ova dusa mala
nadje mir na putu tom
da se vine u visine
kao ptica jatu svom

Ref. 4x

Daj mi snage
daj da dozivim novi dan 
bez imena","https://tekstovi.net/2,459,63894.html",,,,,,,,,,,,,,,,,,,,,
69,CWc8m1qi_1_69,Vanna,Vanna,U tebi,1659,"Osmijeh mi ne silazi sa lica otkad tebe znam
ali mi jedna nevazna sitnica kvari svaki dan
ali bas svaki dan

Nije lako voljeti, a lagati se
zasto tako, kad bolje moglo je
 
Ref.
Sanjala bih danima, a nocima u sebi
vjerovala lazima da volio me ne bi
ne znam kada ni gdje, al' daj pronadji me
ne trazi me u zvijezdama, ja zivim tu u tebi

Tamne sjene izlaze na svjetlo
traze stari sjaj
ova ljubav nema novo mjesto
i nema sretan kraj
al' kome treba kraj

Nije lako lagati, a voljeti se
ja znam kako uz mene bolje je

Ref.

Sanjala bih danima, a nocima u sebi
vjerovala lazima da volio me ne bi","https://tekstovi.net/2,459,57849.html",,U tebi,,,"Osmijeh mi ne silazi sa lica otkad tebe znam
Al' mi jedna nevažna sitnica kvari svaki dan
Al' baš svaki dan. Nije lako voljeti, a lagati se
Zašto tako, kad bolje moglo je?. Sanjala bih danima, a noćima u sebi
Vjerovala lažima da volio me ne bi
I ne znam kada ni gdje, al' daj pronađi me
Ne traži me u zvjezdama, ja živim tu u tebi. Sanjala bih danima, a noćima u sebi
Vjerovala lažima da volio me ne bi. Sanjala bih danima, a noćima u sebi
Vjerovala lažima da volio me ne bi. Tamne sjene izlaze na svjetlo
Traže stari sjaj
Nova ljubav nema novo mjesto
I nema sretan kraj
Al' kome treba kraj?. Nije lako voljeti, a lagati se
Ja znam kako, uz mene bolje je. Sanjala bih danima, a noćima u sebi
Vjerovala lažima da volio me ne bi
I ne znam kada ni gdje, al' daj pronađi me
Ne traži me u zvjezdama, ja živim tu u tebi. Sanjala bih danima, a noćima u sebi
Vjerovala lažima da volio me ne bi. Sanjala bih danima, a noćima u sebi
Vjerovala lažima da volio me ne bi. Sanjala bih danima, a noćima u sebi
Vjerovala lažima da volio me ne bi. Sanjala bih danima, a noćima u sebi
Vjerovala lažima da volio me ne bi",,https://lyricstranslate.com/en/vanna-u-tebi-lyrics.html,,,,,,,,,,,,,,
70,CWc8m1qi_1_70,Vanna,Vanna,Vec vidjeno,13830,"Na svijetu postoje samo istina i laz
i zato ne uci me kakva morem biti
i ovo malo sto nas drzi ako mislis da
me znas, jos nece dugo to su tanke niti

Moja zelja svakim danom sve je manja
ja sam umorna od cekanja i praznih obecanja
 
Ref.
Jer sve je to vec vidjeno
kada odes jos zadrhtim kao sjena
i prastam ti kao djete
ali pamtim kao zena
a svaki sat je korak od sebe
tuga, radost, dobro i zlo
sve je to vec vidjeno
po ko zna koji put

I nakon bezbroj sitnih lazi jos gore boli istina
sad molim te idi, vec sam tako prazna
ova noc je bila duga kao losa godina
a sve tvoje rijeci kao smrtna kazna

Ref. 3x","https://tekstovi.net/2,459,12593.html",,,,,,,,,,,,,,,,,,,"Na svijetu postoje
samo istina i laž
i zato ne uči me-kakva moram biti.
I ovo malo što nas drži,
ako misliš da ne znaš...
To neće dugo...to su tanke niti.
Moja želja svakim danom sve je manja
jer sam umorna od čekanja
i praznih obećanja.

Jer sve je to već viđeno
Kada odeš još zadrhtim kao sjena.
I praštam ti kao dijete
ali pamtim kao žena.
I svaki sat je korak od sebe
tuga...radost...dobro i zlo.

Sve je to već viđeno
po tko zna koji put...

Nakon bezbroj sitnih laži
još gore boli istina.
Sad molim te idi, 
več sam tako prazna.
Ova noć je bila duga kao loša godina.
A sve tvoje riječi kao smrtna kazna.
Moja želja svakim danom sve je manja.
ja sam umorna od čekanja
i praznih obećanja.",Već viđeno,https://cuspajz.com//tekstovi-pjesama/pjesma/vanna/vec-vidjeno.html
71,CWc8m1qi_1_71,Vanna,Vanna,Visine,3585,"Prije sna u moje molitve svratis
tvoje ime pored ljubavi pise
ja biram pravo da se nikad ne vratis
ako druga daje ti vise

Iznad nas je nocas crveno nebo
gola zemlja nam pod ledjima dise
i sada znam kada gledam u visine
da ne ostaje mi zelja vise

Ref. 2x
Jer zvijezde sa neba bjeze, padaju svud
oluja u tami reze srebrni put
al' prstima sklopi oci, barem na cas
neka visine gledaju u nas","https://tekstovi.net/2,459,38465.html",,Visine,,Sjaj,"Prije sna u moje molitve svratiš
tvoje ime pored ljubavi piše
ja biram pravo da se nikad više
ne vratiš ako druga daje ti više. Iznad nas je noćas crveno nebo
gola zemlja nam pod leđima diše
i sada znam kada gledam u visine
da ne ostaje ni želja više. Refren 2x: jer zvijezde sa neba
bježe, padaju svud
oluja u tami reže srebrni put
al prstima sklopi oči
barem na čas
neka visine gledaju u nas",,https://lyricstranslate.com/en/vanna-visine-lyrics.html,['Vanna'],https://diskografija.com/pjesma/visine-15186.htm,Visine,,,,,,,,,,,
72,CWc8m1qi_1_72,Vanna,Vanna,Zasto bas ja,19890,"Rekla sam nikad vise
ali bolje da sutim
jer tek sad me pogledaj
opet sam luda za tobom
i s pravom se ljutim
jer uvijek izvucem deblji kraj
i reci mi sad da li se veselis
znam da uvijek dobijes sto zelis
 
Ref.
Al' zasto bas ja
od svih drugih na svijetu
ma, zasto bas ja
ti mozes slomiti srce bilo kome
ima i boljih od mene ali reci tko zna
zasto bas ja
od svih drugih na svijetu
ma, zasto bas ja

Rekla sam mogu sama
ma neka svi uce
kako drzi se rijec, o da 
to mi je jaca strana bila do jucer
al' sada mi tako nedostajes
i reci mi sad da li se veselis
znam da uvijek dobijes sto zelis

Ref. 2x","https://tekstovi.net/2,459,16584.html",,,,,,,,['Vanna'],https://diskografija.com/pjesma/zasto-bas-ja-1424.htm,Zašto baš ja,['Ante Pecotić'],['Ante Pecotić'],['Ante Pecotić'],,,,,,,,
73,CWc8m1qi_1_73,Vanna,Vanna,Zelja,707,"Jos jednu tuznu godinu, bez mene
to ti zelim, valjda znas
i da nista dobro ti ne krene
mada, sve od sebe das

I da svoje poraze slavis kao pobjede
i da nemas nikog da se s tobom raduje
evo, nije bogzna sto
al' ni ja nisam bogzna sto, zar ne
 
Ref.
Oprosti mi, ako ti to ista znaci
jer, zelim ti, ono sto ne mozes naci
pa, uspori vrijeme, pobjegni sjeni
prevari srce i dijete u meni
nasmijesi se i kreni

Jos jednu vecer, bas, po tvojoj volji
sve ti zvijezde blistaju
i kad se srce, od ceznje, umori
dragi ljudi bit' ce tu

I kad me netko spomene
slucajno ili ne
ti odmahni rukom, ne daj im da pomisle
da sam tebi bila sve
bas se svega ljudi zasite, zar ne

Ref. 2x","https://tekstovi.net/2,459,64989.html",,,,,,,,,,,,,,,,,,,,,
74,CWc8m1qi_1_74,Vanna,Vanna,Zivi kako znas,13738,"Kada odem i za mnom se
izgubi svaki trag i glas
ti budi covjek i brani me
ako te pitaju za nas

Jer dugo nisi bio vjeran
mozda jednom ti nadjes mir
ma budi sretan sto te volim
za sve drugo sam si kriv
 
Ref.
Od danas zivi kako znas
sve sto vrijedi srusi
i za svaku svoju laz
nosi me na dusi

Znam da nisi bio sretan
sada slagat ces
al' kunem se to je zadnja bol
koju mi zadajes

Sve sto dajem iz ljubavi
ti uvijek vratis mi za zlo
a ja nisam od kamena
pa da se naviknem na to 

Jer dugo nisi bio vjeran
mozda jednom ti nadjes mir
ma budi sretan sto te volim
za sve drugo sam si kriv

Ref.

Ref.

To je zadnja bol
koju mi zadajes","https://tekstovi.net/2,459,20030.html",,Živi kako znaš,Live As You Know,,"Kada odem i za mnom se
Izgubi svaki trag i glas
Ti budi čovjek i brani me
Ako te pitaju za nas. Jer dugo nisi bio vjeran
Možda jednom ti nađeš mir
Ma budi sretan što te volim
Za sve drugo sam si kriv. (Refren)
Od danas živi kako znaš
Sve što vrijedi - sruši
I za svaku svoju laž
Nosi me na duši. Znam da nisi bio sretan
Sada slagat ćeš
Al' kunem se, to je zadnja bol
Koju mi zadaješ. Sve što dajem iz ljubavi
Ti uvijek vratiš mi za zlo
A ja nisam od kamena
Pa da se naviknem na to. Jer dugo nisi bio vjeran
Možda jednom ti nađeš mir
Ma budi sretan što te volim
Za sve drugo sam si kriv. (Refren). To je zadnja bol
Koju mi zadaješ","When I'm gone and after me
Is left no trail nor voice
Be a man and defend me
If they ask you about us. Because you haven't been faithful for a long time
Maybe one day you find peace
So be happy I love you
For everything else is your fault. From today, live as you know
Everything that's worth it, knock it down
And for every one of your lies
Carry me on your soul. I know you weren't happy
Now you'll lie
But I swear, that's the last bit of pain
You're giving me. Everything I give out of love
You always return the other way
And I'm not out of stone
To get used to it. Because you haven't been faithful for a long time
Maybe one day you find peace
So be happy I love you
For everything else is your fault. That's the last bit of pain
You're giving me",https://lyricstranslate.com/en/%C5%BEivi-kako-zna%C5%A1-live-you-know.html,['Vanna'],https://diskografija.com/pjesma/zivi-kako-znas-21778.htm,Živi kako znaš,,,,,,,,,"Kada odem i za mnom se
izgubi svaki trag i glas
ti budi čovjek i brani me

Ako te pitaju za nas
jer dugo nisi bio vjeran
možda jednom ti nađeš mir
Ma budi sretan što te volim
za sve drugo sam si kriv

Od danas živi kako znaš
sve što vrijedi sruši
i za svaku svoju laž
nosi me na duši
Znam da nisi bio sretan
sada slagat ćeš
al kunem se to je zadnja bol
koju mi zadaješ.

Sve što dajem iz ljubavi
ti uvijek vratiš mi za zlo
a ja nisam od kamena
pa da se naviknem na to.",Živi kako znaš,https://cuspajz.com//tekstovi-pjesama/pjesma/vanna/zivi-kako-znas.html
