Unnamed: 0,Song_ID,Artist,Artist_diskografija,Song_tekstovinet,Views_tekstovinet,Lyrics_tekstovinet,Url_tekstovinet,Writer_lyricstranslate,Song_lyricstranslate,EngTitle_lyricstranslate,Album_lyricstranslate,Lyrics_lyricstranslate,EngLyrics_lyricstranslate,Url_lyricstranslate,Skladba_diskografija,Stihovi_diskografija,Aranžman_diskografija,Izvedba_diskografija,Album_1_diskografija,Album_2_diskografija,Album_3_diskografija,Url_diskografija,Song_diskografija,Album_4_diskografija,Lyrics_cuspajz,Song_cuspajz,Url_cuspajz
40,nDEq9hkG_1_40,Jacques Houdek,Jacques,"Sama si ti, a sam sam ja (feat. Rockoko Orchestra)",308,"Sama si ti, a sam sam ja
sama je svaka zvijezda sto sja

Da drugog ljubis, sigurno znam
i drugom blista tvog oka plam

Osjecam ja, a znas i ti
zivot je prazan bez ljubavi
 
Ponesi sobom mog srca plam
nek' bude s nama zauvijek kralj

Sama si ti, a sam sam ja
sama je svaka zvijezda sto sja

Uzalud stezem ja ruke svoje
u njima uvijek jos trazim tvoje","https://tekstovi.net/2,474,63038.html",,,,,,,,,,,,,,,,,,,,
41,nDEq9hkG_1_41,Jacques Houdek,Jacques,Srce,448,"Ovdje mi je mjesto
ako imam njeno srce
imam mir, imam mir

Ja je nekad pogledam
samo da se podsjetim
da imam mir, imam mir
 
Tu, gdje sanjam
tu, gdje ljubim
njene usne
tu je dom

I ne dam nikom
da mi dira
ovaj komad srece
mali dio svemira

Ref.
Znaju ceste
dok putujem
njima dugujem
svoj sjaj u tami
znaju rijeke
da mirujem

Sad razumijem 
kako kuca
srce, srce, srce
samo slusaj
srce, srce, srce

Tu gdje sanjam
tu gdje ljubim
njene usne
tu je dom

I ne dam nikom 
da mi dira
ovaj komad srece
mali dio svemira

Ref. 2x","https://tekstovi.net/2,474,63040.html",,,,,,,,,,,,,,,,,,,,
42,nDEq9hkG_1_42,Jacques Houdek,Jacques,Srce od zlata,307,"Jos jedna noc iza mene
u ovoj boli ja sam sam
uvijek se dajem do kraja
za cijenu nikad ne pitam

Kucam na tvoja vrata
ti sve razumijes
tvoje je srce od zlata
ljepotom kupi me
 
Ref.
I da se rusi sve oko nas
kraj tebe bih stao
kao vitez sa srebrnim macem
zivot bih dao

Prepusti se, udahni me
dok nasa tijela miluje tama
stisni mi ruku
ti nisi sama, ti nisi sama

Jos jedna noc iza mene
korak je tezak, dug je put
kad probas dobro i lose
ne gubis vrijeme uzalud

Ref.

Jer ti nisi sama
ti nisi sama, ti nisi sama","https://tekstovi.net/2,474,63211.html",,,,,,,,,,,['Jacques'],,,,https://diskografija.com/pjesma/srce-od-zlata-22618.htm,Srce od zlata,,,,
43,nDEq9hkG_1_43,Jacques Houdek,Jacques,Srce pamti zauvijek,1377,"Toliko rijeci gori u meni
al' ne idu van
leden je pogled sto nekada je
palio mi dan

Da umires nocas ja bih da mene
uzmu ´mjesto tebe
ali, nisam ni ja neki andjeo, bas
kriv sam za sve
 
Ref.
Nek' se nocas 
nebo srusi na grad
nek' se zvijezde
zapale k'o vatra sad

Ako izgorim da me ne bude
nek' me tvoje srce
pamti zauvijek

Da umires nocas
ja bih da mene
uzmu 'mjesto tebe

Ali, nisam ni ja
neki andjeo, bas
kriv sam za sve

Ref.

Pokusavam doprijet' do tebe
al' sve ti je ravno, ravno je sve
stogod da kazem
ne, ne mogu ispravit' ovo
kasno je

Samo sam s tobom
ja vidio raj
al' sada nastavljam za kraj

Ref. 2x","https://tekstovi.net/2,474,61915.html",,,,,,,,,,,,,,,,,,,,
44,nDEq9hkG_1_44,Jacques Houdek,Jacques,Srecom imam tebe,31658,"Sto bi ja bez tog njeznog pogleda
sto bi ja bez tog blagog dodira
sto bi ja bez tog dragog kamena
ne bi bio covjek

Sto bi noc da joj jutro ne svane 
sto bi dan da u sumrak nestane
sto bi ja da nema te 
kud bih, gdje
 
Ref.
Spreman sam ja na sve 
svaki je novi dan
bitka za sebe 
ali srecom imam tebe
srecom imam tebe, srecom imam tebe

Sto sam ja bez tog zlatnog osmjeha
sto sam ja bez tog vjernog ramena
sto sam ja bez tog dragog kamena
 tek tu i tamo, covjek

Sto bi noc da joj jutro ne svane 
sto bi dan da u sumrak nestane
sto bi ja da nema te 
kud bih, gdje

Ref.

Ne brojim otkad stojim uz nju
niceg se ne bojim u zlu
to zna i srce cim je ugledam

Ref. 2x","https://tekstovi.net/2,474,32305.html",,Srećom imam tebe,Luckily I have you,,"Što bih ja bez tog nježnog pogleda?
1
Što bih ja bez tog blagog dodira?
Što bih ja bez tog dragog kamena?
Ne bih bio čovjek...hej!. Što bi noć da joj jutro ne svane?
Što bi dan da u sumrak ne stane?
Što bih ja da nema te,
kud bih, gdje?. (Refren)
Spreman sam ja na sve,
Svaki je novi dan bitka za sebe.
Al' srećom imam tebe,
Srećom imam tebe,
Srećom imam tebe, ouuu...hej!. Što sam ja bez tog zlatnog osmijeha?
Što sam ja bez tog vjernog ramena?
Što sam ja bez tog dragog kamena?
Tek tu i tamo, čovjek.. Što bi noć da joj jutro ne svane?
Što bi dan da u sumrak ne stane?
Što bih ja da nema te,
kud bih, gdje?. (Refren). Ne brojim otkad stojim (uz nju),
Ničeg se ne bojim (uz nju),
To zna i srce čim je ugledam.. Spreman sam ja na sve,
Svaki je novi dan (bitka za sebe).
Al' srećom imam, ouuu...
(srećom imam) ouuu...
(srećom imam) ouuu...hej!. (Refren)","What would I do without the her gentle gaze,
What would I do without this her light touch,
What would I do without this precious stone,
I wouldn't be a man ... hey!. What would be the night that her morning no dawns,
What would day if no fits in twilight
What would I do without you,
Where would i,where?. Chr.
I am ready for all,
Each new day is a battle for me.
But luckily I have you,
Luckily I have you,
Luckily I have you,oouuu...hey!. What am I without that golden smile,
What am i without this faithfully shoulder
What would I do without my precious stone
Only here and there, man.. What would be the night that her morning no dawns,
What would day if no fits in twilight
What would I do without you,
Where would i,where?. Chr.. I do not count since I'm standing
There's nothing i'm afraid of
Knows the heart as soon as I saw her
I am ready for all,
Each new day (Battle for yourself).
But luckily I have, ouuu ...
(luckily I have) ouuu ...
(luckily I have) ouuu ... hey!. Chr.",https://lyricstranslate.com/en/srecom-imam-tebe-luckily-i-have-you.html,,,,['Jacques'],,,,https://diskografija.com/pjesma/srecom-imam-tebe-15894.htm,Srećom imam tebe,,"Što bih ja bez tog nježnog pogleda,
Što bih ja bez tog blagog dodira,
Što bih ja bez tog dragog kamena,
Ne bih bio čovjek...hey!

Što bi noć da joj jutro ne svane,
Što bi dan da u sumrak ne stane,
Što bih ja da nema te,
Kud bih, gdje?

Spreman sam ja na sve,
Svaki je novi dan bitka za sebe.
Al' srećom imam tebe,
Srećom imam tebe,
Srećom imam tebe, ouuu...hej!

Što sam ja bez tog zlatnog osmijeha,
Što sam ja bez tog vjernog ramena,
Što sam ja bez tog dragog kamena,
Tek tu i tamo, čovjek.

Što bi noć da joj jutro ne svane,
Što bi dan da u sumrak ne stane,
Što bi ja da nema te,
Kud bih, gdje?

Ne brojim otkad stojim,
Ničeg se ne bojim,
To zna i srce čim je ugledam.

Spreman sam ja na sve,
Svaki je novi dan (bitka za sebe).
Al' srećom imam, ouuu...
(srećom imam) ouuu...
(srećom imam) ouuu...hej!",Srećom imam tebe,https://cuspajz.com//tekstovi-pjesama/pjesma/jacques-houdek/srecom-imam-tebe.html
45,nDEq9hkG_1_45,Jacques Houdek,Jacques,Stotinama godina,123555,"Znaj ti si jedina od svih
cije lice Bog je dirao
znaj da te savrseni stih
medju andjelima birao

Htio sam da budes ti
moje svjetlo ljubavi
 
Ref.
Da te volim
ako nebo da
stotinama godina
da ti lice ljubim

Zagrli me prije sna
stotinama godina
da te sretnu budim
ja, sreco beskrajna

Znaj da si jedina od svih
svojim usnama ozivi me
znaj da je samo nebo kraj
kada volim al ne krivi me

Ref. 2x

Kuni me, rani me
slomi me, ubij me
al' ne daj me
i ljubi me, zauvijek

Ref.","https://tekstovi.net/2,474,29837.html",,Stotinama godina,For hundreds of years,,"Znaj, ti si jedina od svih
1
čije lice Bog je dirao
znaj da te savršeni stih
medu anđelima birao. Htio sam da budeš ti
moje svjetlo ljubavi. Ref.
Da te volim
ako nebo da
stotinama godina
da ti lice ljubim. Zagrli me prije sna
stotinama godina
da te sretnu budim
ja, srećo beskrajna. Znaj da si jedina od svih
svojim usnama oživi me
znaj da je samo nebo kraj
kada volim, al' ne krivi me. Ref. 2x. Kuni me, rani me
slomi me, ubij me
al' ne daj me
i ljubi me, zauvijek. Ref.","You know, you're the only one
Whose face was touched by God
You know, the perfect verse
Chose you between all the angels. I've wanted you to be
My light of love. Chorus:
So I could love you,
If heaven lets me,
For hundreds of years
So I could kiss your face. Hug me before the dream
For hundreds of years
So I can wake you happy,
My endless happiness. You know, you're the only one
Revive me with your lips
You know, the sky is my limit
When I love, but don't blame me. Chorus 2x. Curse me, wound me
Break me, kill me
But never give me up
And love me forever. Chorus",https://lyricstranslate.com/en/stotinama-godina-hundreds-years.html-0,,,,['Jacques'],,,,https://diskografija.com/pjesma/stotinama-godina-15895.htm,Stotinama godina,,"Znaj ti si jedina od svih
Čije lice Bog je dirao
Znaj da te savršeni stih
Među anđelima birao

Htio sam da budeš ti
Moje svjetlo ljubavi

Da te volim
Ako nebo da
Stotinama godina
Da ti lice ljubim

Zagrli me prije sna
Stotinama godina
Da te sretnu budim
Ja, srećo beskrajna

Znaj da si jedina od svih
Svojim usnama oživi me
Znaj da je samo nebo kraj
Kada volim al ne krivi me

Kuni me, rani me
Slomi me, ubij me
Al' ne daj me
I ljubi me, zauvijek",Stotinama godina,https://cuspajz.com//tekstovi-pjesama/pjesma/jacques-houdek/stotinama-godina.html
46,nDEq9hkG_1_46,Jacques Houdek,Jacques,Stvorena samo za mene,32897,"Stvorena samo za mene
(2x)

Ponovo me na nju podsjeca
pjena valova, sol na usnama
ponovo me vraca u taj san
godinu i dan naseg susreta
 
Predamnom je stajala
suncem kupana sjajna bakrena
cinila se nestvarna
kao vizija mokra putena

Ref. 2x
Stvorena samo za mene
nosena valovima
stigla je s ljetom i poput sirene
u trenu me zavela

Ponovo me na nju podsjeca
miris borova i pijesak pod prstima
ponovo me vraca u taj san
godinu i dan naseg susreta

Predamnom je stajala
suncem kupana sjajna bakrena
cinila se nestvarna
kao vizija mokra putena

Ref. 2x 

Predamnom je stajala
kao vizija mokra putena
stvorena samo za mene
nosena valovima

Ref. 2x","https://tekstovi.net/2,474,20156.html",,,,,,,,,,,['Jacques'],,,,https://diskografija.com/pjesma/stvorena-samo-za-mene-9469.htm,Stvorena samo za mene,,"Stvorena samo za mene

Ponovno me na nju podsjeca
Pjena valova, sol na usnama
Ponovo me vraca u taj san
Godinu i dan naseg susreta

Preda mnom je stajala
Suncem kupana sjajna bakrena
Cinila se nestvarna
Kao vizija mokra putena

Stvorena samo za mene
Nosena valovima
Stigla je s ljetom i poput sirene
U trenu me zavela

Ponovno me na nju podsjeca
Miris borova i pijesak pod prstima
Ponovo me vraca u taj san
Godinu i dan naseg susreta

Preda mnom je stajala
Suncem kupana sjajna bakrena
Cinila se nestvarna
Kao vizija mokra putena

Preda mnom je stajala
Kao vizija mokra putena
Stvorena samo za mene
Nosena valovima",Stvorena samo za mene,https://cuspajz.com//tekstovi-pjesama/pjesma/jacques-houdek/stvorena-samo-za-mene.html
47,nDEq9hkG_1_47,Jacques Houdek,Jacques,Sve bih dao da sam njen,22368,"Toliko puta kazem 
i svaki put si slazem 
da mi ne nedostaje 
malo i bude lakse 
govorim sto mi pase 
samo se zavaravam 
sve bih dao da
 
Ref.
Sve bih dao da sam njen 
bas kao nekad 
dok je ljubav ta u nama trajala 
sve bih dao da sam njen ovaj tren 
i da obrise sve 
sto ne valja mekim usnama 

Cekam na bolje dane 
da mi na licu svane 
neko novo proljece 
malo i bude lakse 
govorim sto mi pase 
samo se zavaravam 
sve bi dao da

Ref. ","https://tekstovi.net/2,474,9065.html",,,,,,,,['Boris Đurđević'],['Boris Đurđević'],['Boris Đurđević'],['Jacques'],2004 - Čarolija,2004 - Hrvatski Radijski Festival 2004,,https://diskografija.com/pjesma/sve-bih-dao-da-sam-njen-1836.htm,Sve bih dao da sam njen,,"Toliko puta kažem i svaki put si slažem
Da mi nedostaje
Malo mi bude lakše, govori mi što mi paše
Malo se zavaravam

Sve bih dao sa sam njen baš kao nekad
Dok je ljubav ta u nama trajala
Sve bih dao da sam njen ovaj tren
I da obrišem sve što ne valja
Mekim usnama

Čekam na bolje dane da mi na licu svane
Neko novo proljeće
Malo i bude lakše govori mi što mi paše
Malo se zavaravam

Sve bih dao sa sam njen baš kao nekad
Dok je ljubav ta u nama trajala
Sve bih dao da sam njen ovaj tren
I da obrišem sve što ne valja
Mekim usnama

Sve bih dao da sam njen
Sve bih dao da sam njen",Sve bih dao sam njen,https://cuspajz.com//tekstovi-pjesama/pjesma/jacques-houdek/sve-bih-dao-sam-njen.html
48,nDEq9hkG_1_48,Jacques Houdek,Jacques,Teret,547,"Mislis da ja nemam pravo na suzu
samo zato sto sam musko
sto sam musko, da nemam pravo

Mislis da ja nemam pravo na zivot
samo zato sto sam umro
sto sam umro, da nemam pravo
 
Ref.
Mogu podnijet´ tisinu
mogu podnijet´ tezinu
ali, ako odes, ja ne mogu
nositi taj teret

Ja sam starac i more
jedan od onih sto se bore
ali ne mogu nositi
taj teret, taj teret, taj teret
ako mi odes, ako mi odes, ako mi odes

Mislis da ja nemam pravo na ljubav
samo zato sto sam ratnik
sto sam ratnik, da nemam pravo

Ti mislis da ja nemam pravo na strah
samo zato sto sam vojnik
sto sam vojnik, da nemam pravo

Ref. 2x

Mislis da ja nemam pravo na srecu
samo zato sto sam kockar
sto sam kockar, da nemam pravo","https://tekstovi.net/2,474,63213.html",,Teret,Burden,,"Misliš da ja nemam pravo na suzu,
samo zato što sam muško,
što sam muško...
da nemam pravo?. Misliš da ja nemam pravo na život,
samo zato što sam umro,
što sam umro...
da nemam pravo?. Mogu podnijet tišinu,
Mogu ponijet težinu,
Ali ako odeš, ja ne mogu
Nositi taj teret
Ja sam Starac i more,1
Jedan od onih što se bore, ali ne mogu
Nositi taj teret
Taj teret... taj teret...
Ako mi odeš... ako mi odeš.... Misliš da ja nemam pravo na ljubav,
samo zato što sam ratnik,
što sam ratnik...
da nemam pravo?. Misliš da ja nemam pravo na strah,
samo zato što sam vojnik,
što sam vojnik...
da nemam pravo?. Mogu podnijet tišinu,
Mogu ponijet težinu,
Ali ako odeš, ja ne mogu
Nositi taj teret
Ja sam Starac i more,
Jedan od onih što se bore, ali ne mogu
Nositi taj teret
Taj teret... taj teret...
Ako mi odeš... ako mi odeš.... Misliš da ja nemam pravo na sreću,
samo zato što sam kockar,
što sam kockar...
da nemam pravo?","You think I don't have the right to tears,
Just because I'm a man,
Cause I'm a man...
I'm not right?. You think I don't have the right to live,
Just because I died,
Cause I died...
I don't have the right?. I can stand the silence
I can bear the weight
But if you leave, I can't
Carry that burden
I an The Old Man and the Sea1
One of those who fight, but I can't
Carry that burden
That burden... that burden...
If you leave from me... if you leave from me.... You think I don't have a right to love
Just because I'm a warrior,
Cause I'm a warrior...
I don't have the right?. You think I don't have the right to fear,
Just because I'm a soldier,
Cause I'm a soldier...
I don't have the right?. I can stand the silence
I can bear the weight
But if you leave, I can't
Carry that burden
I an The Old Man and the Sea
One of those who fight, but I can't
Carry that burden
That burden... that burden...
If you leave from me... if you leave from me.... You think I don't have the right to happiness
Just because I'm a gambler
Cause I'm a gambler...
I don't have the right?",https://lyricstranslate.com/en/teret-burden.html,,,,,,,,,,,,,
49,nDEq9hkG_1_49,Jacques Houdek,Jacques,Umrijeti s osmijehom,24852,"Jednom si otisla sama
onda sam dusu predao bogu
da spoji niti nad nama
sretan sto ponovo mogu

Grliti nebo i smijati strah
i slusati nekog, a gubiti dah
i kriviti sebe sto drugcije ne znam uzalud
 
Ref
Jer samo tebi vjerujem
al' ova me bol preduboko takla
a tebi prodje kao da
ispijes krv na rani od stakla

Svejedno je sve drugo je laz
preostaje mi prejako te zavoljeti
koracati snom
pa umrijeti s osmjehom, ponovo

Kao za inat se krije
i otrov i melem u zeni
a vrag se ponovo smije
dok sreca raste u meni

Sve pocinje opet i nije me strah
slusati nekog, a gubiti dah
i kriviti sebe sto drugcije ne znam uzalud

Ref.","https://tekstovi.net/2,474,18084.html",,Umrijeti s osmijehom,To Die With A Smile,,"Jednom si otišla sama
1
Onda sam dušu predao bogu
Da spoji niti nad nama
Sretan što ponovo mogu. Grliti nebo, i smijati strah
I slušati nekog, a gubiti dah
I kriviti sebe, što drukčije ne znam
Uzalud. Jer samo tebi vjerujem
Al´ ova me bol preduboko takla
A tebi prođe kao da
Ispiješ krv na rani od stakla, svejedno je. Sve drugo je laž
Preostaje mi prejako te zavoljeti
Koračati snom
Pa umrijeti s osmijehom ponovo. Kao za inat se krije
I otrov i melem u ženi
A vrag se ponovo smije
Dok sreća raste u meni. Sve počinje opet, i nije me strah
Slušati nekog, a gubiti dah
I kriviti sebe, što drukcije ne znam
Uzalud. Jer samo tebi vjerujem
Al´ ova me bol preduboko takla
A tebi prođe kao da
Ispiješ krv na rani od stakla, svejedno je. Sve drugo je laž
Preostaje mi prejako te zavoljeti
Koračati snom
Pa umrijeti s osmijehom ponovo. Samo tebi vjerujem
Al´ ova me bol preduboko takla
A tebi prođe kao da
Ispiješ krv na rani od stakla, svejedno je. Sve drugo je laž
Preostaje mi prejako te zavoljeti
Koračati snom
Pa umrijeti s osmijehom ponovo. Sve drugo je laž
Preostaje mi prejako te zavoljeti
Koračati snom
Pa umrijeti s osmijehom. Koračati snom
Pa umrijeti s osmijehom","Once you left by yourself
I then surrendered my soul to God
To connect the threads above us
Happy that I can again. Hug the sky, and laugh out fear
And listen to someone while losing my breath
And to blame myself for not knowing any better
In vain. Because you're the only one I trust
But this pain touched me somewhere too deep
And on you it goes away like you
Drink up blood on a glass wound, doesn't matter. Everything else is a lie
The only thing left for me is to love you too much
Walk through a dream
And die with a smile again. Like in spite, venom
And cure hide themselves inside a woman
And the devil laughs again
Whle happiness grows inside me. Everything starts over and I'm not afraid
To listen to someone while losing my breath
And to blame myself for not knowing any better
In vain. Because you're the only one I trust
But this pain touched me somewhere too deep
And on you it goes away like you
Drink up blood on a glass wound, doesn't matter. Everything else is a lie
The only thing left for me is to love you too much
Walk through a dream
And die with a smile again. You're the only one I trust
But this pain touched me somewhere too deep
And on you it goes away like you
Drink up blood on a glass wound, doesn't matter. Everything else is a lie
The only thing left for me is to love you too much
Walk through a dream
And die with a smile again. Everything else is a lie
The only thing left for me is to love you too much
Walk through a dream
And die with a smile. To walk through a dream
Then die with a smile",https://lyricstranslate.com/en/umrijeti-s-osmjehom-die-smile.html,,,,,,,,,,,"Jednom si otisla sama
Onda sam dusu predao bogu
Da spoji niti nad nama
Sretan sto ponovo mogu

Grliti nebo i smijati strah
I slusati nekog a gubiti dah
I kriviti sebe sto drugcije ne znam uzalud

Jer samo tebi vjerujem
Al' ova me bol preduboko takla
A tebi prodje kao da
Ispijes krv na rani od stakla

Svejedno je sve drugo je laz
Preostaje mi prejako te zavoljeti
Koracati s nom
Pa umrijeti s osmjehom, ponovo

Kao za inat se krije
I otrov i melem u zeni
A vrag se ponovo smije
Dok sreca raste u meni

Sve pocinje opet i nije me strah
Slusati nekog a gubiti dah
I kriviti sebe sto drugcije ne znam uzalud",Umrijeti s osmijehom,https://cuspajz.com//tekstovi-pjesama/pjesma/jacques-houdek/umrijeti-s-osmijehom.html
50,nDEq9hkG_1_50,Jacques Houdek,Jacques,Uspavanka,2217,"Spavaj, spavaj zlato moje
ja sad cuvam snove tvoje
sve ce zvijezde za te sjati
sve dok sunce jutro vrati

Spavaj, spavaj zlato moje
straha nema, sigurno je
tebe cuva dobra vila
svim te srcem zakrilila

Sanjaj, sanjaj zlato moje
nitko ne da snove tvoje
sve ce zvijezde za te sjati
sve dok sunce jutro vrati","https://tekstovi.net/2,474,59034.html",,,,,,,https://lyricstranslate.com/en/translations/0/718?page=29,,,,,,,,,,,,,
51,nDEq9hkG_1_51,Jacques Houdek,Jacques,Vise od zavjeta,417,"Reci mi ime njegovo
koliko dugo traje to
otvori se, i priznaj
tko je covjek taj
i zar je s nama stvarno kraj

Kazi mi kako izgleda
taj sto te svojom naziva
s njim si mi, iza ledja,
dok si voljela
vjeru u ljubav slomila
 
Ref.
Sad pustam te da poletis
ljubavi novoj odletis
sad pustam te, iako znam
znam da smo ti i ja
vise od zavjeta


Jednom cu mozda shvatiti
sve zelim znati, pricaj mi
obrisi suze, nek potece istina
ljubav je to zasluzila

Ref.

Volio sam
ljubav je veca od gorcine, tuge, zla
jaca od svijeta
i od neba, i od tla
i od nas

Dao bih sve
da nase vrijeme vratim, znaj
dao bih sve
da nije kraj

Ref.","https://tekstovi.net/2,474,62720.html",,,,,,,,,,,,,,,,,,,,
52,nDEq9hkG_1_52,Jacques Houdek,Jacques,Voli do boli,655,"Kada pogledam u nju
to je kao 
da mi voda lice umije

K´o da nitko prije nje
nije znao
da me voli i razumije
 
Kada pogledam u nju
ja se divim
i ne vjerujem svojim ocima

Sto su druge prema njoj
sada vidim
da je ona moje bolje ja

Ponekad kao da
je hladnu gledam, gledam
ali je ne poznam
bas takvu trebam, trebam

Ref.

Nekada me voli do boli
a nekada je ledena kao led
nekada u ljubavi gori
a svaka njena rijec je zapovijed

Gledam je u snu
i tada valovi pocinju
suze ljubavi
neka teku iz ociju


Kada pogledam u nju
to je kao
da mi voda lice umije

K´o da nitko prije nje
nije znao
da me voli i razumije

Ponekad kao da
je hladnu gledam, gledam
ali je ne poznam
bas takvu trebam, trebam

Ref. 2x

Nekada me voli do boli
a nekada je ledena kao led
nekada u ljubavi gori
a svaka njena rijec je zapovijed

Ref. 2x

Nekada me voli do boli

nekada me voli do boli","https://tekstovi.net/2,474,62719.html",,,,,,,,,,,,,,,,,,,,
53,nDEq9hkG_1_53,Jacques Houdek,Jacques,Zauvijek tvoj,82870,"Ti, ti si ta
koja svaku moju tajnu zna
tebi vjerujem
ti si ta koja voli me bez uvjeta

I siguran sam ti si sve sto mi treba
ti sunca si sjaj i plavo od neba
tebi poklanjam sve bas sve svoje dane
ti mi otvaras ruke
 
Ref.
Zauvijek tvoj, ljubav zrtvu trazi 
ja to dobro znam
zauvijek tvoj, lice mi pokazi 
tebi pripadam

Zauvijek tvoj, ne boj se zivota
svice novi dan
zauvijek tvoj, nama je ljepota
utkana u dlan

Ti, ti si ta
koja svaku bol izlijecit zna
tebi vjerujem
ti si ta koja uz mene je do kraja

I siguran sam ti si sve sto mi treba
ti sunca si sjaj i plavo od neba
tebi poklanjam sve bas sve svoje dane
ti mi otvaras ruke

Ref. 2x","https://tekstovi.net/2,474,18370.html",,Zauvijek tvoj,Forever yours,Živim za to (2006),"Ti, ti si ta
1
koja svaku moju tajnu zna
tebi vjerujem
ti si ta koja voli me bez uvjeta. I siguran sam ti si sve što mi treba
ti sunca si sjaj i plavo od neba
tebi poklanjam sve baš sve svoje dane
ti mi otvaraš ruke. Ref.
Zauvijek tvoj, ljubav žrtvu traži
ja to dobro znam
zauvijek tvoj, lice mi pokaži
tebi pripadam. Zauvijek tvoj, ne boj se života
sviće novi dan
zauvijek tvoj, nama je ljepota
utkana u dlan. Ti, ti si ta
koja svaku bol izliječit zna
tebi vjerujem
ti si ta koja uz mene je do kraja. I siguran sam ti si sve čto mi treba
ti sunca si sjaj i plavo od neba
tebi poklanjam sve baš sve svoje dane
ti mi otvaraš ruke. Ref. 2x","You, you are the one
who knows my every secret
I believe in you
You are the one who loves me unconditionally. And I am sure that you are everything I need
You are the sunshine and blue color of the sky
I'm giving to you every single of my days
You're opening your arms to me. Chorus:
Forever yours, love requires sacrifices
I know it very well
Forever yours, show me your face
I belong to you. Forever yours, don't be afraid of life
The new day is coming
Forever yours, beauty is inwrought
in our palms. You, you are the one
Who knows how to cure every pain
I believe in you
You are the one who is with me
until the end. And I am sure that you are everything I need
You are the sunshine and blue color of the sky
I'm giving to you every single of my days
You're opening your arms to me",https://lyricstranslate.com/en/zauvijek-tvoj-forever-yours.html-2,['Željko Houdek Jacques'],['Željko Houdek Jacques'],"['Robert Vrbančić', 'G. Kovačić']",['Jacques'],2006 - Hrvatski Radijski Festival 2006,2006 - Živim za to,2006 - Hrvatski Radijski Festival 2006 - 24 najbolja,https://diskografija.com/pjesma/zauvijek-tvoj-9175.htm,Zauvijek tvoj,2008 - Porin 08,"Ti, ti si ta koja svaku moju tajnu zna, 
Tebi vjerujem, ti si ta koja voli me bez uvjeta. 
I siguran sam; ti si sve što mi treba, 
Ti sunca si sjaj i plavo od neba, tebi poklanjam sve, 
Baš sve svoje dane, ti mi otvaraš ruke

Zauvijek tvoj, ljubav žrtvu traži, ja to dobro znam
Zauvijek tvoj, lice mi pokaži, tebi pripadam
Zauvijek tvoj, i ne boj se života, sviće novi dan
Zauvijek tvoj, nama je ljepota utkana u dlan",Zauvijek tvoj,https://cuspajz.com//tekstovi-pjesama/pjesma/jacques-houdek/zauvijek-tvoj.html
54,nDEq9hkG_1_54,Jacques Houdek,Jacques,Zid,15475,"Ko vjetrovi ladju kad slome
bas tako su drugi slomili nas
al' vise ne pricam o tome
drzim se mraka tu mi je spas

Jer moja sreca se bijeli
ko biser i ostavlja trag
kao plijen sa strahom u grudima 
 
Prate je zvijeri
al' nije u zvijerima vrag 
tako crn kao u ljudima

Ref.
I sada znas kada drugi ti zavide
  i krene laz kao voda sto navire
tisuce snova ti razbije negdje o hrid 
to visok podigne zid pred tobom 

Mjesec je svijetlo na vodi
dusi u bijegu jedina luc
ma kud bas se najljepsa rodi 
tamo gdje zelju bacam pod kljuc 

Ref. 2x

Tisuce snova ti razbije negdje o hrid
 to visok podigne zid 

Ref.","https://tekstovi.net/2,474,34725.html",,Zid,Wall,,"Ko vjetrovi lađu kad slome
1
baš tako su drugi slomili nas
al' više ne pričam o tome
držim se mraka, tu mi je spas. Jer moja sreća se bijeli
ko biser i ostavlja trag
kao plijen sa strahom u grudima. Prate je zvijeri
al' nije u zvijerima vrag
tako crn kao u ljudima. (Refren)
I sada znaš kada drugi ti zavide
i krene laž kao voda što navire
tisuće snova ti razbije negdje o hrid
to visok podigne zid pred tobom. Mjesec je svjetlo na vodi
duši u bijegu jedina luč
ma kud baš se najljepša rodi
tamo gdje želju bacam pod ključ. (Refren). Tisuće snova ti razbije negdje o hrid
to visok podigne zid. (Refren)","Like the winds break ships:
that's how others broke us,
but I will not talk about that anymore
I keep myself in the dark, here is my salvation.. Because my happiness gets white
like a pearl, and leaves a trace
like a prey with fear in his chest.. She is being followed by beasts,
but the Devil is not as black in beasts
as in people.. Chorus:
And now you know when others envy you
and send lies as water flowing out
a thousand dreams they throw you off a cliff
and elect a high wall right in front of you.. The moon was shining on the water
souls on the run, the only light
but how the most beautiful is born
where I lock away my wishes.. Chorus 2x. A thousand dreams they throw you off a cliff
and elect a high wall.. Chorus",https://lyricstranslate.com/en/zid-wall.html-0,,,,['Jacques'],,,,https://diskografija.com/pjesma/zid-15896.htm,Zid,,"K'o vjetrovi ladu kad slome
Bas tako su drugi slomili nas
Al' više ne pricam o tome
Drzim se mraka, tu mi je spas

Jer moja sreca se bijeli
K'o biser i ostavlja trag
Kao plijen sa strahom u grudima
Prate ju zvijeri,
Al' nije u zvijerima vrag
Tako crn kao u ljudima

I sada znas, kada drugi ti zavide
I krene laz, kao voda sto navire
Tisuce snova ti razbije negdje o hrid
To visok podigne zid pred tobom

Mjesec je svjetlo na vodi
Dusi u bijegu jedina luc
Ma kud' bas se najljepsa rodi
Tamo gdje zelju bacam pod kljuc",Zid,https://cuspajz.com//tekstovi-pjesama/pjesma/jacques-houdek/zid.html
