,Song_ID,Artist,Artist_diskografija,Song_tekstovinet,Views_tekstovinet,Lyrics_tekstovinet,Url_tekstovinet,Writer_lyricstranslate,Song_lyricstranslate,EngTitle_lyricstranslate,Album_lyricstranslate,Lyrics_lyricstranslate,EngLyrics_lyricstranslate,Url_lyricstranslate,Izvedba_diskografija,Album_1_diskografija,Album_2_diskografija,Url_diskografija,Song_diskografija,Skladba_diskografija,Stihovi_diskografija,Aranžman_diskografija,Album_3_diskografija,Album_4_diskografija,Album_5_diskografija
77,rLIJvpNx_1_77,Tony Cetinski,Tony Cetinski,Ti (Svaki je dan),44684,"Ti, gledas zivot sretnim ocima
a on, za tebe je lijepa stanica
vidis, vatru, u hrpi crnog pepela
zivis, dises zivot punim plucima

Ref. 2x
Svaki je dan dar za mene
kad ti si tu, kad ti si tu 
lako je sve ispuniti sne
bez tebe ne ide, bez tebe ne ide 
 
Ti, ti si svijetlo koje ubija
sve zle, tamne sjenke ljudskog ludila
ti si, duga u hrpi ovog sivila
vrisak, zelja, za novi svijet bez nemira

Ref. 2x","https://tekstovi.net/2,135,22350.html",,,,,,,,['Tony Cetinski'],,,https://diskografija.com/pjesma/ti-3873.htm,Ti,['Gordan Radić'],['Inca'],"[""Predrag Martinjak P'eggy"", ""Darko Juranović D'Knock""]",,,
78,rLIJvpNx_1_78,Tony Cetinski,Tony Cetinski,Ti moja si desna ruka,49183,"Da li mislis ti na mene
kao i ja na tebe
ne dam nikom da te dira
da te povrijede

Sve sto hoces, sve sto zelis
sve ces imati
jer ti si leptir na mom srcu
leptir ljubavi
 
Ref.
Ti moja si desna ruka
ne znam sto bih bez tebe
ti moja si desna ruka
budi uvijek kraj mene

Zbog tebe cu zlatno sunce
skinuti sa oblaka
zbog tebe cu sve na svijetu
ti moja si kraljica
(2x)","https://tekstovi.net/2,135,20248.html",,,,,,,,,,,,,,,,,,
79,rLIJvpNx_1_79,Tony Cetinski,Tony Cetinski,Ti si najbolje,282652,"Tebi je rodjendan 
a ja praznih dzepova
al' Boze moj
nismo svi djeca finih kvartova

A pahulje, k'o proklete
na tvoj kaput lijepe se
i ne znam gdje povesti te
da nas maknem s ulice
 
Ref.
Jer ti si najbolje, najbolje
moj dobri andjele
od svega sto su mi donijele
sve ove sive godine
ti si najbolje 
moj dobri andjele
za mene najbolje

Nekada plasim se
sto u meni vidis ti
a onda me umire
oci pune ljubavi

I bogat sam 
k'o da sam kralj 
i gospodar oblaka

I ne znam gdje
al' povest' ce me 
ritam tvojih koraka

Ref. 2x
","https://tekstovi.net/2,135,13920.html",,Ti si najbolje,You are the best,Budi Uz Mene (2005),"Tebi je rođendan,
1
A ja praznih džepova
Al' Bože moj
Nismo svi djeca finih kvartova. A pahulje, ko' proklete
Na tvoj kaput lijepe se
I ne znam gdje povesti te
Da nas maknem s ulice. (Refren)
Jer ti si najbolje, najbolje
Moj dobri anđele
Od svega što su mi donijele
Sve ove sive godine
Ti si najbolje
Moj dobri anđele
Za mene najbolje. Nekada plašim se
Što u meni vidiš ti
A onda me umire
Oči pune ljubavi. I bogat sam
Ko' da sam kralj
I gospodar oblaka. I ne znam gdje
Al' povest će me
Ritam tvojih koraka. (Refren)","You have your birthday
and I am with empty pockets
But, my God,
not all of us are the children from nice wards. And snowflakes, like they're damned,
are gluing to your coat
and I don't know where to take you
to remove us from the street. Refrain
Because you are the best, the best,
my good angel,
from everything that I was given
by these grey years
You are the best,
my good angel,
the best for me. Sometimes I am scared
of what you see in me
But then I am calmed
by the eyes filled with love. And I am rich
like the king
and master of clouds. And I don't know where
but I will be led
by the rhythm of your steps. Refrain 2x",https://lyricstranslate.com/en/ti-si-najbolje-you-are-best.html,['Tony Cetinski'],,,https://diskografija.com/pjesma/ti-si-najbolje-7663.htm,Ti si najbolje,['Miro Buljan'],['Nenad Ninčević'],['Miro Buljan'],,,
80,rLIJvpNx_1_80,Tony Cetinski,Tony Cetinski,Ti si znala,31966,"Ti si znala
kada drugi znali nisu
kroz daljinu
da mi uvijek budes blizu

Sve si dala
kad ja nisam puno dao
ti si znala
kad ja nisam nista znao
 
Za svu njeznost tebi hvala
ti si znala, ti si znala

Ref.
Od kad tvoja ljubav zivi
sve u meni zivi dise
prije tebe pamtim samo
hladne noci nista vise
od zivota sve sto zelim to si ti
samo tebe moja ceznjo ljubavi

Od kad tvoje oci ljubim
sve u meni ljubi vise
prije tebe pamtim samo
puste noci hladne kise
od zivota sve sto zelim to si ti
samo tebe moja ceznjo ljubavi

Kad se dvoje
kao rosa u kap spoje
tad se tuge same brisu
a srece broje

Sve te rijeci
sve sto tebi zelim dati
umjesto slova
u moje poljupce ce stati

Za svu njeznost tebi hvala
ti si znala, ti si znala

Ref.","https://tekstovi.net/2,135,35238.html","Inconnu Compositeur Auteur, Miro Buljan, Sonja Buljan",Ti Si Znala,You Knew,,"Ti si znala
1
Kada drugi znali nisu
Kroz daljinu
Da mi uvijek budeš blizu. Sve si dala
Kad ja nisam puno dao
Ti si znala
Kad ja nisam ništa znao. Za svu nježnost tebi hvala
Ti si znala ti si znala. Refren
Od kad tvoja ljubav živi sve u meni živi, diše
Prije tebe pamtim samo hladne noći, ništa više
Od života sve što želim to si ti
Samo tebe moja čežnjo, ljubavi. Od kad tvoje oči ljubim sve u meni ljubi više
Prije tebe pamtim samo puste noći, hladne kiše
Od života sve što želim to si ti
Samo tebe moja čežnjo, ljubavi. Kad se dvoje
Kao rosa u kap spoje
Tad se tuge same brišu
A sreće broje. Sve te riječi
Sve što tebi želim dati
Umjesto slova
U moje poljupce će stati. Za svu nježnost tebi hvala
Ti si znala ti si znala","You knew
When others didn't
Across the distance
So that you are always close to me. You gave everything
When I didn't get much
You knew
When I didn't know anything. Thank you for all of the tenderness
You knew, you knew. Ever since your love lives, everything living inside of me is breathing
Before you, I only remember cold nights, nothing more
Everything I want from life is you
Only you, my longing love. Ever since I kiss your eyes, everything inside of me kisses more
Before you, I only remember the nights that poured cold rain
Everything I want from life is you
Only you, my longing love. When a couple
Like a rose in a drop split up
Then is when the sadness is erased
And happiness is counted. All of those words
Everything that I want to give
Instead of letters
It will stand on my kisses. Thank you for all of the tenderness
You knew, you knew",https://lyricstranslate.com/en/ti-si-znala-you-knew.html,['Tony Cetinski'],,,https://diskografija.com/pjesma/ti-si-znala-16109.htm,Ti si znala,['Miro Buljan'],['Sonja Buljan'],['Nikša Bratoš'],,,
81,rLIJvpNx_1_81,Tony Cetinski,Tony Cetinski,Tlo pod njenim nogama,32713,"Sve suze i stid 
moje su oci izdrzale sve do sad
ali najdeblji zid
kap vode probije kad - tad

Kao knjiga na jednom listu
moja je sudbina prazan dlan
u svim drugima trazim istu
kako umijem i znam
 
Ref.
A to je premalo za srecu
Boze, zauvijek sam njen 
i na koljenima necu
drugoj da se radujem

Jer to je premalo za srecu
samo korak blize dna
tko me tjerao da ljubim
tlo pod njenim nogama

Na pijesku bi sam vukao kamen
zaboravljao glad 
i zedan bi tad gutao plamen
a pogledaj me sad

Ref.

Bez tebe sam nista
tek lice u gomili
isti kao svi
napola covjek, bez ljubavi

Ref.","https://tekstovi.net/2,135,13921.html",,Tlo Pod Njenim Nogama,The Ground under her feet,Budi Uz Mene (2005),"Sve suze i stid
1
moje su oči izdržale sve do sad
ali najdeblji zid
kap vode prolije kad - tad. Kao knjiga na jednom listu
moja je sudbina prazan dlan
u svim drugima tražim istu
kako umijem i znam. Ref.
A to je premalo za sreću
Bože, zauvijek sam njen
i na koljenima neću
drugoj da se radujem. Jer to je premalo za sreću
samo korak bliže dna
tko me tjerao da ljubim
tlo pod njenim nogama. Na pijesku bi sam vukao kamen
zaboravljao glad
i žedan bi tad gutao plamen
a pogledaj me sad. Kao knjiga na jednom listu
moja je sudbina prazan dlan
u svim drugima tražim istu
kako umijem i znam. Ref.. Bez tebe sam ništa
tek lice u gomili
isti kao svi
napola čovjek, bez ljubavi. Ref.","All the tears and the shame
My eyes suffered 'till now
But even the thickest wall
Sheds a drop of water eventually. Like a book on a single page
My fate is an empty palm
In all the others I seek another her
The best I know. Chorus:
But that's too little for happiness
O God, I am forever hers
And on my knees, I shan't
Be happy for another. 'Cause it's too little for happiness
Just a step closer to the bottom
Who forced me to kiss
The ground under her feet. Across sand I would drag a stone alone
And forget about hunger
And thirsty, I'd then swallow flames
But look at me now. Like a book on a single page
My fate is an empty palm
In all the others I seek another her
The best I know. Chorus.. Without you I am nothing
Just a face in a crowd
Same as everyone
Half a man, without love. Chorus",https://lyricstranslate.com/en/tlo-pod-njenim-nogama-ground-under-her-feet.html,['Tony Cetinski'],2005 - Budi uz mene,2011 - The best of,https://diskografija.com/pjesma/tlo-pod-njenim-nogama-7669.htm,Tlo pod njenim nogama,['Ante Pecotić'],['Ante Pecotić'],['Ante Pecotić'],,,
82,rLIJvpNx_1_82,Tony Cetinski,Tony Cetinski,To ljubav je,26764,"Daje ti vise a prima manje
to ljubav je
oprasta greske sitne i teske
to ljubav je
prijete joj mnogi al' stoji k'o stijena
najjaca sila za sva vremena
to ljubav je
 
Cim sretnes pravu sve ti je jasno
to ljubav je
vina sva gorka postanu slatka
to ljubav je
lazu je mnogi al' sve ona vidi
kada je imas ti se ne stidi
i reci joj

Ref.
Da ti je svemir da ti je nebo
da ti je raj i sve sto si treb'o
da sa njom si jaci i sve da ti znaci
na svijetu tom reci joj

Da jedan prsten nije velik
da dva su tvrdja nego celik
da sa njom si jaci i sve da ti znaci
na svijetu tom

Ona je jedna a kopija ima na tisuce
to ljubav je
prodje ljepota dokaz je ruza sto uvene
al' ljubav ne
lazu je mnogi al' sve ona vidi
kada je imas ti se ne stidi
i reci joj

Ref. 2x","https://tekstovi.net/2,135,35256.html","Inconnu Compositeur Auteur, Miro Buljan",To ljubav je,That's love,,"Daje ti više a prima manje
1
To ljubav je
Oprašta greške sitne i teške
To ljubav je
Prijete joj mnogi al stoji ko stijena
Najjača sila za sva vremena
To ljubav je. Čim sretneš pravu sve ti je jasno
To ljubav je
Vino sva gorka postanu slatka
To ljubav je
Lažu je mnogi al sve ona vidi
Kada je imaš ti se ne stidi
I reci joj. Da ti je svemir da ti je nebo
Da ti je raj i sve što si trebo
Da sa njom si jači i sve da ti znači
Na svijetu tom reci joj. Da jedan prsten nije velik
Da dva su tvrđa nego čelik
Da sa njom si jači i sve da ti znači
Na svijetu tom. Ona je jedna a kopija ima na tisuće
To ljubav je
Prođe ljepota dokaz je ruža što uvene
Al ljubav ne
Lažu je mnogi al sve ona vidi
Kada je imaš ti se ne stidi
I reci joj","She gives you more and receives less
That's love
She forgives your mistakes, little and big ones
That's love
Threatened by many of them, but she stands strong as a rock
The most powerful force of all times
That's love. As soon as you meet the one, everything is clear to you
That's love
All the bitter wines become sweet
That's love
Many lie to her but she sees everything
When you have her, don't be ashamed
And tell her. that she's your universe, your sky
That she's your heaven and everything you need
That with her you are stronger and she means everything to you in this world
Tell her.... That one ring isn't big
that two of them are harder than the steel
That with her you are stronger and she means everything to
you in this world.. She is the one among thousands of copies
That's love
One withering rose proves that beauty passes
but love doesn't
Many lie to her but she sees everything
When you have her, don't be ashamed
And tell her...",https://lyricstranslate.com/en/ljubav-je-thats-love.html,['Tony Cetinski'],,,https://diskografija.com/pjesma/to-ljubav-je-16105.htm,To ljubav je,['Miro Buljan'],['Miro Buljan'],['Nikša Bratoš'],,,
83,rLIJvpNx_1_83,Tony Cetinski,Tony Cetinski,Trazim te (duet Sonja Bakic),16043,"Koliko samo secanja
u sebi nosi ova postelja 
i ova jutra prazna
dok budim se sama

Jos cujem sapat s' tvojih usana
jos budim se od tvojih mirisa
ali te ovdje nema, to je samo san
 
Dok hladna kisa pocinje
jos uvek sanjam tvoje dodire
vetar mi nosi tvoj glas
mislim tu si za nas

Kako se sve tako promjenilo
ja ovo nikad nisam zelio
daljina je usla u nas
i sad cujem tvoj glas

Ref.
Trazim te i nosim te u sebi kao okove
 zovem te jer samo tebe zelim
da li cujes me 
i sad da za nas ljubav nije dovoljna to znam
al' ipak zelim da si tu kraj mene
bar jos jedan dan

Osecam da lagano gubim se
bez tebe ne mogu da udahnem
sve mi je tezi svaki novi dan
svaki novi dan

Sad noc se vraca ponovo
ja mislim da je gotovo
sve gubi smisao, ostajem sam

Ref.

Samo jedan dan
bar jos jedan dan

Ref.

Da si tu kraj mene, trazim te
samo tebe zelim
 trazim te, trazim te
nosim te u sebi","https://tekstovi.net/2,135,34842.html",,Trazim te,I'm searching thee,,"TRAZIM TE LYRICS
Koliko samo sećanja
U sebi nosi ova postelja
I ova jutra prazna
Dok budim se sama. Još čujem šapat s tvojih usana
Još budim se od tvojih mirisa
Ali te ovdje nema
To je samo san. Dok hladna kiša počinje
Još uvek sanjam tvoje dodire
A vetar mi nosi tvoj glas, mislim tu si za nas. Kako se sve tako promijenilo
Ja ovo nikad nisam želio
Daljina je ušla u nas i sad čujem tvoj glas. Ref:
Tražim te
i nosim te u sebi kao okove
Zovem te
Jer samo tebe želim
Da li čujes me. I sad
Da za nas ljubav nije dovoljna
to znam
Al’ ipak želim
Da si tu kraj mene
Bar jos jedan dan. Osećam da lagano gubim se
Bez tebe ne mogu da udahnem
sve mi je teži svaki novi dan (svaki novi dan). Sad noć se vraća ponovo
Ja mislim da je gotovo
Sve gubi smisao, ostajem sam. Bar još jedan dan
Samo jedan dan","How many memories
Carries this bed
And this morning empty
While I wake up alone. I still hear a whisper from your lips
I wake up more of your smell
But u are not here
It's only a dream. While the cold rain begins
I still dream of your touch
And we wind carries your voice, I think there're for us. How does all that changed
I never wanted this
Distance is entered in us. and now I hear your voice. Ref:
I'm searching thee
And I wear these chains, as in an
I'm calling you
Because i want u
Do you hear me. And now
For us that love is not enough
I know
But I want
To u behere beside me
At least one day. I feel like I'm losing it easy
Without you I can not breathe
Everything is more difficult every day (every day). Now night returns again
I think it's over
All pointless, I remain. At least one day
Just one day",https://lyricstranslate.com/en/trazim-te-im-searching-thee.html,,,,,,,,,,,
84,rLIJvpNx_1_84,Tony Cetinski,Tony Cetinski,Tugo moja (feat. Jacques Houdek),5621,"Znao sam nema ljubavi
dok litru krvi ne pustim
tudja je, a ja ne mogu
jos sebi to oprostiti

I nikog stol da postavi
ni ranu da mi posoli
znao sam da ce otici
bas kad je srce zavoli
 
Ref.
O tugo moja
za kim zvone zvona
ako nije ona

Tugo moja
tko je sada voli
nek' sve moje boli ga
k'o proljece u kostima

Ref. 2x","https://tekstovi.net/2,135,51602.html",,Tugo moja,My sorrow,,"Znao sam nema ljubavi
dok litru krvi ne pustim
tuđa jem a ja ne mogu
još sebi to oprostiti. I nikog stol da postavi
ni ranu da mi posoli
znao sam da će otići
baš kad je srce zavoli. Oooo tugo moja
za kim zvone zvona
ako nije ona
Tugo moja
tko je sada voli
nek sve moje boli ga
ko proljeće u kostima. I nikog stol da postavi
ni ranu da mi posoli
znao sam da će otići
baš kad je srce zavoli. Oooo tugo moja
za kim zvone zvona
ako nije ona
Tugo moja
tko je sada voli
nek sve moje boli ga
ko proljeće u kostima. Tugo moja
za kim zvone zvona
ako nije ona
Tugo moja
tko je sada voli
nek sve moje boli ga
ko proljeće u kostima. Znao sam nema ljubavi
dok litru krvi ne pustim
tudja je a ja ne mogu
još sebi to oprostiti","I knew; There is no love
until I don't let off a liter of blood
she belongs to somebody else and I still
can't forgive myself that. No one is here to set the table
and to put some salt on my wound
I knew she would leave
just then when the heart fell in love with her. Ooo my sorrow
for whom tonight the bell jingles
if it isn't her?
Ooo my sorrow
the one who loves her now,
may my everything hurts him
like spring in the bones. and to put some salt on my wound
I knew she would leave
just then when the heart fell in love with her. Ooo my sorrow
for whom tonight the bell jingles
if it isn't her?
Ooo my sorrow
the one who loves her now,
may my everything hurts him
like spring in the bones. My sorrow
for whom tonight the bell jingles
if it isn't her?
Ooo my sorrow
the one who loves her now,
may my everything hurts him
like spring in the bones. I knew; There is no love
until I don't let off a liter of blood
she belongs to somebody else and I still
can't forgive myself that",https://lyricstranslate.com/en/tugo-moja-my-sorrow.html-0,,,,,,,,,,,
85,rLIJvpNx_1_85,Tony Cetinski,Tony Cetinski,Tvoje tijelo,59997,"Ja nocas trebam tvoje tijelo
jos nikad nisam bio tako sam
moje bi tijelo tvoje tijelo
ja imam tako mnogo da ti dam

I kad bi barem ovdje bila ti
mi bi se cijele noci igrali
o kad bi ovdje bila ti
mi ne bi cijele noci zaspali
 
Ref. 2x
Mogli bi bilo gdje
moze samo daj mi sve
ova noc luda je
stvorena za dodire
bejbe, bejbe
o da si barem malo
tu kraj mene ti

Ja nocas trebam tvoje tijelo
jos nikad nisam bio tako sam
moje bi tijelo tvoje tijelo
ja imam tako mnogo da ti dam

I kad bi barem ovdje bila ti
mi bi se cijele noci igrali
o kad bi ovdje bila ti
mi nebi cijele noci zaspali

Budi kraj mene ti
kraj mene ti
budi kraj mene ti
uvijek, uvijek

Kraj mene ti
kraj mene ti
uvijek, o da si tu kraj mene ti
(o da si barem malo tu kraj mene ti)","https://tekstovi.net/2,135,13162.html",,,,,,,,['Tony Cetinski'],1995 - Ljubav i bol,2011 - The best of - uživo,https://diskografija.com/pjesma/tvoje-tijelo-4212.htm,Tvoje tijelo,,,,,,
86,rLIJvpNx_1_86,Tony Cetinski,Tony Cetinski,Umirem sto puta dnevno,229266,"Mjesec dana, duso, ne mislim na tebe
ne volim te vise ili lazem sebe
al' zasto opet prodjem kao lopov kradom
ulicom tvojom u ponocni sat

Mjesec dana punih k'o da svijet se rusi
k'o da neko baca kamenje po dusi
jos mi nije jasno i pitam se glasno
ma sto sam to htio, znam nisam smio
 
Ref.
Umirem sto puta dnevno
a tebi je sasvim svejedno
znam da sam kriv i znaju to svi
znam da je kasno, al' trebas mi ti

Umirem i opet se budim
i tako sve dok ne poludim
znam da sam kriv i znaju to svi
znam da je kasno, al' trebas mi ti

Mjesec dana soba mirise na tebe
ili mi se cini ili lazem sebe
pod jastukom zima, tu nesto cudno ima
ma prokleta ljubav, jos lud sam za tobom

Ref.

Ref.","https://tekstovi.net/2,135,26025.html",,Umirem sto puta dnevno,I die a hundred times a day,,"Mjesec dana, dušo, ne mislim na tebe
1
ne volim te više ili lažem sebe
al' zašto opet prođem kao lopov kradom
ulicom tvojom u ponoćni sat. Mjesec dana punih k'o da svijet se ruši
k'o da neko baca kamenje po duši
još mi nije jasno i pitam se glasno
ma što sam to htio, znam nisam smio. Pripjev:
Umirem sto puta dnevno
a tebi je sasvim svejedno
znam da sam kriv i znaju to svi
znam da je kasno, al' trebaš mi ti. Umirem i opet se budim
i tako sve dok ne poludim
znam da sam kriv i znaju to svi
znam da je kasno, al' trebaš mi ti. Mjesec dana soba miriše na tebe
ili mi se čini ili lažem sebe
pod jastukom zima, tu nešto čudno ima
ma prokleta ljubav, još lud sam za tobom. Pripjev:
Umirem sto puta dnevno
a tebi je sasvim svejedno
znam da sam kriv i znaju to svi
znam da je kasno, al' trebaš mi ti. Pripjev:
Umirem sto puta dnevno
a tebi je sasvim svejedno
znam da sam kriv i znaju to svi
znam da je kasno, al' trebaš mi ti","For a month now my love, I haven’t been thinking of you
Do I love you no more, or am I lying to myself?
Yet why have I wandered, like a thief in stealth,
in your street at midnight hours?. For a full month now, as if the world was crashing down
As if someone was throwing stones at my soul
I still don't understand and ask myself aloud
why did I want that, knowing I wasn't supposed to?. Ref:
I die a hundred times a day
and you just don't care
I know it's my fault, as everybody does
I know it's late, but I am in need of you. So I die and rise again
And it goes on until I go crazy
I know it's my fault, as everybody does
I know it's late, but I am in need of you. For a month now the room has held your fragrance
Is it just an impression or am I lying to myself?
Winter reigns under the bed, there’s something strange in here
What an accursed love, I am still crazy about you. Ref:
I die a hundred times a day
and you just don't care
I know it's my fault, as everybody does
I know it's late, but I am in need of you. Ref:
I die a hundred times a day
and you just don't care
I know it's my fault, as everybody does
I know it's late, but I am in need of you",https://lyricstranslate.com/en/umirem-sto-puta-dnevno-i-die-hundred-times-day.html,,,,,,,,,,,
87,rLIJvpNx_1_87,Tony Cetinski,Tony Cetinski,Usne ledene,26023,"Svejedno mi
na koji dodjes dan
ja slavit cu ko lud
to bit ce nase ljubavi rodjendan

Svejedno mi
da l' nosis secer, sol
ponesi sve sto znas
samo nemoj nosit bol
 
Ja borim se
protiv samog sebe znam
trebam zrno njeznosti
nekog ko me voli
ovakvog kakav sam

I nisam jak
moja slabost to si ti
ako zivim bez tebe
ja ne zelim zivjeti

Ref.
Usne ledene i na srcu mi snjezi
poljubaca sto, a svaki tebi bjezi
dodji sad kad svi idu nekom svome
dodji ne daj da samoce jos jednom mene slome

Kad nisi tu
ja u trenu ostarim
i po tko zna koji put
zivot svoj ja samom Bogu zamjerim

Ref.

Kako cu ja
kako ces ti
i kako cemo jedno
 mi bez drugog zivjeti

Ref.","https://tekstovi.net/2,135,35357.html","Miro Buljan, Sonja Buljan",Usne Ledene,Cold lips,,"Svejedno mi
1
Na koji dođeš dan
Ja slavit ću k'o lud
To bit će naše ljubavi rođendan
Svejedno mi
Dal' nosiš šećer, sol
Ponesi sve što znaš
Samo nemoj nosit bol. Ja borim se
Protiv samog sebe, znam
Trebam zrno nježnosti
Nekog 'ko me voli
Ovakvog kakav sam
I nisam jak
Moja slabost to si ti
Ako živim bez tebe
Ja ne želim živjeti. Usne ledene na srcu mi snježi
Poljubaca sto a svaki tebi bježi
Dođi sad kad svi idu nekom svome
Dođi ne daj da samoće još jednom mene slome. Kad nisi tu
Ja u trenu ostarim
I po tko zna koji put
život svoj ja samom Bogu zamjerim
Jer nisam jak
Moja slabost to si ti
Ako živim bez tebe
Ja ne želim živjeti. Usne ledene na srcu mi snježi
Poljubaca sto a svaki tebi bježi
Dođi sad kad svi idu nekom svome
Dođi ne daj da samoće još jednom mene slome
Kako ću ja
Kako ćeš ti
I kako ćemo jedno mi bez drugog živjeti","It makes no difference
in what day you'll come
I'll celebrate like crazy
It will be our love's birthday
It makes no difference
If you're bringing sugar or salt
Bring all you want
Except of the pain. I'm fighting
Against myself, I know
I need just a bit of tenderness
Someone to love me
For who I am
And I'm not strong
You are my weakness
If I need to live without you
I don't want to live. Cold lips, it's snowing on my heart
Hundreds of kisses and all of them are running to you
Come now, when everyone is going to their beloved ones
Come, don't let the solitude break me one more time. When you're not here
I get old in a moment
And who knows how many times
I complain to God about my life
Because I'm not strong
You are my weakness
If I need to live without you
I don't want to live. Cold lips, it's snowing on my heart
Hundreds of kisses and all of them are running to you
Come now, when everyone is going to their beloved ones
Come, don't let the solitude break me one more time
How will I be able
How will you be able
How we will be able to live without each other?",https://lyricstranslate.com/en/usne-ledene-cold-lips.html,['Tony Cetinski'],,,https://diskografija.com/pjesma/usne-ledene-16107.htm,Usne ledene,['Miro Buljan'],['Sonja Buljan'],"['Miro Buljan', 'Igor Ivanović']",,,
88,rLIJvpNx_1_88,Tony Cetinski,Tony Cetinski,Vjera nevjera,3330,"Niti predaha, nit uzdaha
niti napred niti nazad ja
goli smo al maske na nama
slatka ljubavi

Ljubim te al ko da ne ljubim
led i vatra u meni
pricamo ali tisine se
samo cuje glas
 
Igra je
ova bez pocetka kraja
stalno sam
negdje ispred vrata raja

Spasavam
ono sto se spasit moze
i ne dam razumu
da mi zavlada

Zauvijek si ti
sve sto imam
sve sto nemam

I pristajem na sve
jer te vise od zivota trebam

Stisnem zube ja
jer me ova ljubav tjera
da zaboravim da si moja
vjera i moja nevjera

Ovo medju nama kocka je
bjezim joj al zove me
pomislim da sam dobio
al duplo izgubim

Sta ces Boze tako je
nema srce reklamacije
tesko mi je s tobom
al  bez tebe teze je

Igra je
ova bez pocetka , kraja
stalno sam
negdje ispred vrata raja

Spasavam
ono sto se spasti moze
i ne dam razumu
da mi zavlada

Zauvijek si ti
sve sto imam
sve sto nemam

I pristajem na sve
jer te vise od zivota trebam

Stisnem zube ja
jer me ova ljubav tjera
da zaboravim da si moja
vjera i moja nevjera
i moja nevjera

Zauvijek si ti
sve sto imam
sve sto nemam

I pristajem na sve
jer te vise od zivota trebam

Stisnem zube ja
jer me ova ljubav tjera
da zaboravim da si moja
vjera i moja nevjera

Zauvijek si ti
sve sto imam
sve sto nemam

I pristajem na sve
jer te vise od zivota trebam

Stisnem zube ja
jer me ova ljubav tjera
da zaboravim da si moja
vjera i moja nevjera
i moja nevjera

Zauvijek si ti
sve sto imam
sve sto nemam","https://tekstovi.net/2,135,51594.html",,Vjera nevjera,Faith - infidelity,,"Niti predaha , niti uzdaha
1
niti naprijed niti nazad ja
goli smo, al' maske na nama,
slatka ljubavi. Ljubim te, a ko' da ne ljubim
led i vatra u meni
pricamo, al tišine se
samo čuje glas. Igra je
ova bez početka, kraja
I stalno sam
negdje ispred vrata raja. Spašavam
ono što se spasit može
i ne dam razumu
da mi zavlada. Zauvijek si ti
sve što imam
sve što nemam. I pristajem na sve
jer te više od života trebam. Stisnem zube ja
jer me ova ljubav tjera
da zaboravim da si moja
vjera i moja nevjera. Ovo među nama kocka je
bježim joj, al' zove me
pomislim da sam dobio
al' duplo izgubim. Što ćeš, Bože, tako je
nema srce reklamacije
teško mi je s tobom
ali bez tebe teže je. Igra je
ova bez početka, kraja
I stalno sam
negdje ispred vrata raja. Spašavam
ono što se spasit može
i ne dam razumu
da mi zavlada. Zauvijek si ti
sve što imam
sve što nemam. I pristajem na sve
jer te više od života trebam. Stisnem zube ja
jer me ova ljubav tjera
da zaboravim da si moja
vjera i moja nevjera
i moja nevjera. Zauvijek si ti
sve što imam
sve što nemam. I pristajem na sve
jer te više od života trebam. Stisnem zube ja
jer me ova ljubav tjera
da zaboravim da si moja
vjera i moja nevjera
i moja nevjera. Zauvijek si ti
sve što imam
sve što nemam. I pristajem na sve
jer te više od života trebam. Stisnem zube ja
jer me ova ljubav tjera
da zaboravim da si moja
vjera i moja nevjera
i moja nevjera. Zauvijek si ti
sve što imam
sve što nemam","Neither respite, nor sigh
neither forward nor back I go
we are naked but has masks on us
sweet love. I kiss you but as I don't kiss
ice and fire inside of me
we are talking but the voice of silence
is just been heard. This game is
without beginning, (without) end
I am always kept
somewhere in front of the gates of Heaven. I rescue
what can be saved
and do not let my mind
to rule over me. Forever you are
all that I have
all that I don't have. I agree to all
because I need you more than life. I grit my teeth
because this love makes me
forget that you are my
faith and my infidelity. This between us is a gambling
I try to escape but it calls me
I think I've got
but I lose double. What can you do, God, that's the way it is
the is no complaints for the heart
It is difficult with you
but it is harder without you. This game is
without beginning, (without) end
I am always kept
somewhere in front of the gates of Heaven. I rescue
what can be saved
and do not let my mind
to rule over me. Forever you are
all that I have
all that I don't have. I agree to all
because I need you more than life. I grit my teeth
because this love makes me
forget that you are my
faith and my infidelity. Forever you are
all that I have
all that I don't have. I agree to all
because you more than life need. I grit my teeth
because this love makes me
forget that you are my
faith and my infidelity. Forever you are
all that I have
all that I don't have. I agree to all
because you more than life need. I grit my teeth
because this love makes me
forget that you are my
faith and my infidelity. Forever you are
all that I have
all that I don't have",https://lyricstranslate.com/en/vjera-nevjera-faith-infidelity.html,['Tony Cetinski'],,,https://diskografija.com/pjesma/vjera-nevjera-25634.htm,Vjera nevjera,,,,,,
