,Song_ID,Artist,Artist_diskografija,Song_tekstovinet,Views_tekstovinet,Lyrics_tekstovinet,Url_tekstovinet,Writer_lyricstranslate,Song_lyricstranslate,EngTitle_lyricstranslate,Album_lyricstranslate,Lyrics_lyricstranslate,EngLyrics_lyricstranslate,Url_lyricstranslate,Izvedba_diskografija,Url_diskografija,Song_diskografija,Skladba_diskografija,Stihovi_diskografija,Aranžman_diskografija,Album_1_diskografija,Album_2_diskografija,Album_3_diskografija,Album_4_diskografija,Album_5_diskografija,Album_6_diskografija,Album_7_diskografija
47,6QUk9BaE_1_47,Goran Karan,Goran Karan,Ne salji ladje,29491,"Prvo se otvori nebo
pa krene padati kisa
onda se pojavi sunce 
od zivih boja slap

Dugo sam cekao tugu 
i nisam trazio drugu
htio sam probat' jos jednom 
sa tvoga tijela vode kap
sad kasno je, ne zovi
 
Ref.
Ne salji ladje od tuge ka meni
ne trebam kajanje
ne salji ladje jer ja vise nisam
putnik za stajanje

Skupo sam placao noci
te spomenike samoci
o tebi cuo sam svasta 
nije dolazio san

Ti bi sad gradila gnjezdo
moja zalutala zvijezdo
ja nemam snage za opet
trazim put u novi dan
sad kasno je, ne zovi

Ref.","https://tekstovi.net/2,238,9096.html",,Ne šalji lađe,Don't send the boats,,"Prvo se otvori nebo,
pa krene padati kiša
onda se pojavi sunce
od živih boja sva.. Dugo sam čekao tugu,
a nisam tražio drugu
htio sam probati još jednom
sa tvoga tijela vode kap. Sad kasno je
Ne zovi. Ne šalji lađe od tuge ka meni
Ne trebam kajanje
Ne šalji lađe ,jer ja više nisam
Putnik za stajanje. Skupo sam plačao noći
bez po muke i samoće
o tebi čuo sam svašta
nije dolazio san.. Ti bi sagradila gnijezdo
moja zalutala zvijezdo
ja nemam snage za opet tražit
put u novi dan. Sad kasno je
Ne zovi","First the sky opens,
Then it starts to rain
Then the sun appears
A waterfall of vivid colours. I've waited for sorrow a long time,
And I hadn't looked for another
I wanted to try once more
A drop of water from your body. Now, it is late
Don't call. Don't send boats of sorrow to me
I don't need regret
Don't send the boats, because I'm no more
A traveller for making stops. I've payed high cost for the nights
Without much effort and lonliness
I've heard a lot of things about you
Sleep wouldn't come.. You would've built a nest
My stray star
I have no strength to look again for the
Way into the new day. Now, it is late
Don't call",https://lyricstranslate.com/en/ne-%C5%A1alji-la%C4%91e-dont-send-boats.html,['Goran Karan'],https://diskografija.com/pjesma/ne-salji-lade-4417.htm,Ne šalji lađe,['Dino Šaran'],['Dino Šaran'],['Nikša Bratoš'],2005 - Hrvatski Radijski Festival 2005,2005 - Hrvatski Radijski Festival 2005 - 24 najbolja,2005 - Od srca do usana,2005 - Hitomanija 2,,,
48,6QUk9BaE_1_48,Goran Karan,Goran Karan,Ne zaboravi me ti,12814,"Daleko svitli luna i viri priko svita
cekas li na me virno, to srce moje pita
daleko svitli luna i dvi nam duse spaja
sica me tvojih rici i lipog naseg kraja

Ref.
Siti se, lipo je bilo kad smo se jubili mi
cutin te duson i tilon, ne zaboravi
ne zaboravi, ne zaboravi, me ti
 
Daleko svitli luna za sve ca ludo jube
furba s tin okon miga i misli tira grube
daleko svitli luna i zeju mi otkriva
tebe san usni jube di tilom me pokrivas

Ref. 2x

Jubin te duson i tilon, ne zaboravi
ne zaboravi, ne zaboravi, ne zaboravi me ti","https://tekstovi.net/2,238,20688.html",,,,,,,,['Goran Karan'],https://diskografija.com/pjesma/ne-zaboravi-me-ti-482.htm,Ne zaboravi me ti,['Zdenko Runjić'],"['Goran Karan', 'J. Tudor']",,,,,,,,
49,6QUk9BaE_1_49,Goran Karan,Goran Karan,Nevera,3935,"Nevista bit ces u bilom
ma srce stat ce ti tad
jer moja si dusom i tilon
i onda i sad

I drugi ce jubit to lice
a tajnu znat cemo mi
kome su dvoje se dice obecali
 
Ref.
Nevera, s mora ide nevera
nevera, jaca nego moja molitva
Boze pazi na nju 
i u dobru i u zlu

Samo jedno me straj
da ce plakat u snu
kad ja ne budem tu
onda snage joj daj
nevera, nevera

A suze ce krenit u ponoc kad
postelju podilis s njim
i nista nam ne more pomoc
ni nebo ni svi

Ref.","https://tekstovi.net/2,238,44193.html",,,,,,,https://lyricstranslate.com/en/language/english-artists,['Goran Karan'],https://diskografija.com/pjesma/nevera-14547.htm,Nevera,['Goran Karan'],['Goran Karan'],"['Goran Karan', 'Remo Cartagine']",2010 - Split 2010,2013 - Čovik tvoj,,,,,
50,6QUk9BaE_1_50,Goran Karan,Goran Karan,Nije nam se dalo,12538,"Medju nam' grube rici
a i mi priko voje
mozda bolje je ovako
u miru sve nek' prodje

Izblidili su davno
nasi sritni dani
sada podji drugom
sricu za se kradi
i ne brini za mene
nije nam se dalo
 
Nemoj nikom da me falis
ne dam nikom da me zali
pusti me na miru
imaj svoju miru

Nemoj nikom da me falis
ne dam nikom da me zali
pusti me na miru
s drugom da se smirim
i ne brini za mene
nije nam se dalo

Sad gura sve po starom
tesko niko vrime
sam ja setam gradom
ritko se i smijem

Izblidili su davno
nasi sritni dani
sada podi drugom
sricu za se kradi
i ne brini za mene
nije nam se dalo
","https://tekstovi.net/2,238,11900.html",,,,,,,,['Goran Karan'],https://diskografija.com/pjesma/nije-nam-se-dalo-5744.htm,Nije nam se dalo,,,,,,,,,,
51,6QUk9BaE_1_51,Goran Karan,Goran Karan,Nima vrimena,8083,"Svit je luda balota 
izvanka i iznutra
okrice ka juzina 
vaja, tuce, izbija
i za dobit' uvik fali 
jos punat, dva
 
Zamantana druzina 
ma sve je sporka kuzina
pegula im sudbina 
covik ka i bestija
u se, na se i poda se
ka iz dispeta

Ma nima vrimena 
srce nije makinja
i da brze zakuca 
fali tvoga spirita

I sve bi k'vragu a 
zadnju uru do kraja
da me nisi jubila 
sve mi zvizde uzgala

Svit je luda balota 
me svit je luda ka i ja
sva san mora proguca 
mrva soli ostala
samo nam je jubav potriba
","https://tekstovi.net/2,238,11899.html",,Nima vrimena,,Od srca do usana,"Svit je luda balota, zvanka i iznutra
Okriće ka južina, vaja, tuče, izbija
I za dobit uvik fali još punat, dva. Zamantana družina, ma sve je šporka kužina
Pegula in sudbina čovik ka i beštija
U se, na se i podase, ka iz dišpeta. Ma...
---Refren---
Nima vrimena, srce nije makinja
I da brže zakuca fali tvoga špirita
I sve bi kvragu da, zadnju uru do kraja
Da me nisi jubila sve bi zvizde užgala
na na na.... Svit je luda balota, ma svit je luda ka i ja
Sva san mora proguta, mrva soli ostala
Samo nan je jubav potriba. Jer...
---Refren---",,https://lyricstranslate.com/en/goran-karan-nima-vrimena-lyrics.html,['Goran Karan'],https://diskografija.com/pjesma/nima-vrimena-1646.htm,Nima vrimena,,,,2004 - Dalmatinska Šansona 2004,2005 - Od srca do usana,,,,,
52,6QUk9BaE_1_52,Goran Karan,Goran Karan,Nisam te vrijedan,16110,"Sa grijehom na dusi
sa srcem sred blata
bez ikoga svoga
kucam ti na vrata

A vrijeme sto bacih 
u vjetar ni za sta
sad molim pred tvojom 
rukom koja prasta
 
Ref.
Znam nisam te vrijedan
suze sam ti dao
al' tebi se vracam
sada kad' sam pao

Znam nisam te vrijedan
al' za ljubav molim
k'o prosijak se vracam
tebi koju volim

Ja samo sam covjek
sto na mene slici
i odem li sada
nigdje necu stici

Ref.
","https://tekstovi.net/2,238,11917.html",,,,,,,,['Goran Karan'],https://diskografija.com/pjesma/nisam-te-vrijedan-2395.htm,Nisam te vrijedan,['Zdenko Runjić'],['Nenad Ninčević'],['Remi Kazinoti'],1999 - Kao da te ne volim,1999 - Dora 1999,2005 - Zlatna kolekcija,,,,
53,6QUk9BaE_1_53,Goran Karan,Goran Karan,Nisan ti sve reka,11429,"Nekad privari me vrime
pa ne vidim litu kraj
i zaboravim na cime
kojin nebo drzi kraj

Nekad pobigne mi vrime
pa se lazen, iman kad
ma se puti stalno dile
samo nebo zna im trag
 
Znan, nisi mi sve reka
rano Bog te sebi zva
znan, nisi mi sve reka
jer jos nisan slusat zna
vrime, vrime, vrime

Kad se pari do neba
most se davno srusija
cutin da ce iza duge
tebe ova pisma nac

Znan, nisan ti sve reka
sve si iz mog oka zna
znan, nisan ti sve reka
s tobon nisan zapiva

Znan, nisi mi sve reka
rano Bog te sebi zva
znan, nisi mi sve reka
ma si jubav cilu da
vrime, vrime, vrime
","https://tekstovi.net/2,238,12059.html",,Nisan ti sve reka,I haven't told you everything,Od Srca do usana,"Nekad privari me vrime
pa ne vidim litu kraj
i zaboravim na cime
kojin nebo drži kraj. Nekad pobigne mi vrime
pa se lažen, iman kad
ma se puti stalno dile
samo nebo zna im trag. Znan, nisi mi sve reka
rano Bog te sebi zva
znan, nisi mi sve reka
jer još nisan slušat zna
vrime, vrime, vrime. Kad se pari do neba
most se davno srušija
ćutin da će iza duge
tebe ova pisma nać'. Znan, nisan ti sve reka
sve si iz mog oka zna
znan, nisan ti sve reka
s tobon nisan zapiva. Znan, nisi mi sve reka
rano Bog te sebi zva
znan, nisi mi sve reka
ma si jubav cilu da
vrime, vrime, vrime","Sometimes I get fooled by time
so I do not see the end of summer
and i forget about the ropes
whose ends are held by the sky.. Sometimes the time runs away
so I fool my self, i have time for that
but the ways are always splitting
only the sky knows the trails.. I know, you haven't told me everything
the God has called you early
'cause then I didn't know how to listen to
the time, the time, the time. When it seems to the sky
the bridge was broken long ago
I feel ,behind the rainbow
this song will find you.. I know, I haven't told you everything
you knew it from my eyes
I know, I haven't told you everything
with you, I didn't sing.. I know, you haven't told me everything
the God has called you early
but you gave me all the love
time, time, time",https://lyricstranslate.com/en/nisan-ti-sve-reka-i-havent-told-you-everything.html,['Goran Karan'],https://diskografija.com/pjesma/nisan-ti-sve-reka-5741.htm,Nisan ti sve reka,,,,,,,,,,
54,6QUk9BaE_1_54,Goran Karan,Goran Karan,Novi dan,8969,"Svice zora, rada se dan
na tvom licu pociva san
dok se budim 
znam da sam tvoj
jer te ljubim, zivote moj

Dan je sve, srce zna
cutim dah prolica
sunce sja
 
Ref.
Novi dan
Bog mi je da
da tebi jubav dam

Novi dan
Bog ti je da
da sricu meni das
novi dan
Bog nam je da

Svice zora, rada se dan
na tvom licu pociva san
dok se budis 
znam da sam tvoj
jer me ljubis zivote moj

Dan je sve srce zna
cutim dah prolica
sunce sja

Ref. 2x
","https://tekstovi.net/2,238,11916.html",,,,,,,,['Goran Karan'],https://diskografija.com/pjesma/novi-dan-464.htm,Novi dan,['Zdenko Runjić'],"['Zdenko Runjić', 'Goran Karan']",['Remi Kazinoti'],2000 - Vagabundo,2005 - Zlatna kolekcija,2007 - Da te mogu pismom zvati - Libar VII,,,,
55,6QUk9BaE_1_55,Goran Karan,Goran Karan,Od srca do usana,14492,"Ja jos ne znam kamo vodi prica
kojoj lica bas smo ti i ja
i bez daha magija
od srca do usana
kad me tvojim okom 
nebo ugleda
 
Lazu nam da nije vrijedno bola
i da ljubav zna za zaborav
jer je osmijeh izdaja
od srca do usana
kad te mojim okom 
nebo pogleda

Jedno mi smo oduvijek
sto god rekao nam svijet
lako nas pamet ostavlja
od srca pa do usana
od srca sve do usana

Ja jos ne znam kamo vodi prica
kojoj lica sad smo ti i ja
samo tajna u nama
sto te ljubi pjesmama
od srca sve do usana

","https://tekstovi.net/2,238,11915.html",,,,,,,https://lyricstranslate.com/en/language/english-artists,['Goran Karan'],https://diskografija.com/pjesma/od-srca-do-usana-5746.htm,Od srca do usana,,,,,,,,,,
56,6QUk9BaE_1_56,Goran Karan,Goran Karan,Oprostila si,7300,"Oprostila si jednom
iznad nas je nebo cisto
oduvijek me vuce 
hladno i vruce
sve je ovdje isto

Oprostila si dvaput
ispred nas je more bistro
nisu vise za me
kuce pune tame
sve je ovdje isto
 
Sanjani vrhunci i cesti padovi
ne moze me nista smesti
zemlje, gradovi
drugima sam cudo
i kriv bez dokaza
krov bez vjetrokaza

Oprostit ces mi uvijek
jer me nakon svega ljubis
ponovno me vuce ono nemoguce
uzalud me ucis

Sanjani vrhunci i cesti padovi
ne moze me nista smesti
zemlje, gradovi
drugima sam cudo
i kriv bez dokaza
krov bez vjetrokaza
put bez putokaza","https://tekstovi.net/2,238,26335.html",,,,,,,,['Goran Karan'],https://diskografija.com/pjesma/oprostila-si-13785.htm,Oprostila si,,,,,,,,,,
57,6QUk9BaE_1_57,Goran Karan,Goran Karan,Ovo nije kraj (ft. Split Stars),15708,"Iza duge srest cu te ja 
jer nebo vidi, nebo sve zna 
cuva mjesto za bolje od svih
da l' sam i ja jedan od njih

Iza suza jos sunce sja 
svijetlo dijeli dobro od zla
sto oluja, pobjeda sto 
da l' sam i ja rodjen za to 
 
Kroz sve moje dane i godine 
samo srce imam da vodi me
i u mraku sam, vjerujem i znam

Ref.
Ovo nije kraj, gore pogledaj
tamo pise drugo ime hrabrosti
ovo nije kraj, zadnji zagrljaj
sve dok za vas gore svijece ljubavi 

Sva je tuga svijeta u meni 
a ja ne dam da me pobjedi","https://tekstovi.net/2,238,26564.html",,,,,,,,,,,,,,,,,,,,
58,6QUk9BaE_1_58,Goran Karan,Goran Karan,Ovo srce,13555,"Ovo srce najbolje zna
drugo su lazi, a ti si ta
kad je tesko nadjes moj mir
poslije kisa ostajes ti

Zelim samo da traje
lako je zivjet' za to
uz tu ljubav koju dajes
nestaje bol
 
Ovo srce u grudima
kuca za tebe, i tu je kraj
nista drugo ne postoji
dusa i more meni si ti

Zelim samo da traje
lako je zivjet' za to
uz tu ljubav koju dajes
nestaje bol

U sred oluje vjetar lomi, razbija
nekad zadnja nada ostavlja
ti si tu, bez straha boris se za nas

Ovo srce ne otvara kljuc
jer dane s tobom sve cuvam tu
vrijeme ide i ide i ide, broji po svom
ono sto vrijedi u oku je tvom

Uz tu ljubav koju mi dajes
nestaje bol
ovo srce najbolje zna
drugo su lazi, a ti si ta","https://tekstovi.net/2,238,20727.html",,,,,,,,['Goran Karan'],https://diskografija.com/pjesma/ovo-srce-9173.htm,Ovo srce,['Goran Karan'],['Branko Ružić'],['Nenad Šiškov'],2006 - Hrvatski Radijski Festival 2006,2006 - Hrvatski Radijski Festival 2006 - 24 najbolja,2008 - Dite jubavi,,,,
59,6QUk9BaE_1_59,Goran Karan,Goran Karan,Pali s oblaka,8275,"U tvojim ocima umirem
k'o da ne ostaje nista poslije nas
ti i ja nikada preko mosta od sna
sto se spusta s oblaka

Nijema je muzika bez tebe
k'o svelo lisce note padaju
ti i ja nekada kao andjela dva
al' smo pali s oblaka
 
Ref.
Letim srca slomljena sam kroz noc
preko neba olujna jos moram proc
nosim kriz od ljubavi jer jos sam tvoj
zivote moj

Moj put je ostati sam
mrtvo more, zadnji brod

U tvojim ocima umirem
k'o da ne ostaje nista poslije nas
ti i ja nekada kao andjela dva
al' smo pali s oblaka","https://tekstovi.net/2,238,25779.html",,,,,,,,['Goran Karan'],https://diskografija.com/pjesma/pali-s-oblaka-13781.htm,Pali s oblaka,,,,,,,,,,
60,6QUk9BaE_1_60,Goran Karan,Goran Karan,"Partenca (ay, ay, ay)",8151,"Ay ay ay ay ay ay ay
ay ay ay ay ay ay ay

Dok se s krajen vapor dili
zadnji pozdrav sajem ti
ispod neba Split se bili
zbogon ostaj jubavi
 
Sve tvoje molitve samnom ce bit
u srcu nosin te u dalek svit

Ref.
Ay ay ay ay ay ay ay
i plakat ce u noci
ay ay ay ay ay ay ay
te /lipe/tvoje/ crne oci

Kako san te ludo jubi
nikad ne zaboravi
u daljini Split se gubi
zbogon ostaj jubavi

Sve moje molitve s tobon ce bit
u srcu nosin te u dalek svit

Ref.

Jubavi jedina cuva te Bog
 dusa je s tobon, al' tilu je poc
najlipse godine zivota mog 
zasto mi bez tebe moraju proc

Ay ay ay ay ay ay ay
ay ay ay ay ay ay ay

Ref. 2x","https://tekstovi.net/2,238,35285.html",,,,,,,,['Goran Karan'],https://diskografija.com/pjesma/partenca-467.htm,Partenca,['Zdenko Runjić'],['Zdenko Runjić'],['Nikša Bratoš'],2001 - Dalmatinske suze,2001 - Neizrecivo dobro izdanje,2002 - Ahoj ! - remix,2005 - Zlatna kolekcija,2006 - Da te mogu pismom zvati - Libar VI,,
61,6QUk9BaE_1_61,Goran Karan,Goran Karan,Prijatelju (feat. Tomislav Bralic),851,"Prijatelju, koliko je proslo
brze nan je pola vika proslo
svake skole dilila se klupa
zlo i dobro provali smo skupa

Prijatelju, to su dani bili
sve smo mogli, stogod da smo 'tili
vedro nebo, litu nikad kraja
zlatno vrime vina, zagrljaja
 
Ref.
I, godine se nocas brisu
ka i onda srca disu
iza ovih grubih lica
jos se smiju ista dica
prijatelju, za tebe san uvik tu

Prijatelju, vara me je sva'ko
progorcalo sto je bilo slatko
samo jedno cilo je i cisto
prijateljstvo ostalo je isto

Prijatelju, sve san guste kusa
ma, jos uvik zeljna mi je dusa
da nan pisma nikada ne staje
bar jos nocas neka mladost traje

Ref.

Prijatelju, ni soldi, ni zene
nisu mogli dugo pokraj mene
ma se mislin, ostalo je srice
dokle nas je, svega drugog bit ce

Jer, godine se nocas brisu
ka i onda srca disu
iza ovih grubih lica
jos se smiju ista dica
prijatelju, prijatelju
za tebe san uvik tu

I, godine se nocas brisu
ka i onda srca disu
iza ovih grubih lica
jos se smiju ista dica
prijatelju, prijatelju
za tebe san uvik tu","https://tekstovi.net/2,238,62444.html",,,,,,,,"['Goran Karan', 'Tomislav Bralić']",https://diskografija.com/pjesma/prijatelju-16222.htm,Prijatelju,['Goran Karan'],['Goran Karan'],['Nikša Bratoš'],,,,,,,
62,6QUk9BaE_1_62,Goran Karan,Goran Karan,Pristajem na sve,13712,"Nemam vise razloga da ti oprostim
al' ni snage nemam da zaboravim

Jos uvijek sanjam noc i tvoje korake
sto dusu moju kao vjetri raznose
i sanjam onaj san iako znam sta ceka me
kao kisnu kap sto zemlji putuje
 
Ref.
A ti uvijek odlazis i nikad ne pitas
samo uzimas, lazi ostavljas
a ja, luda obicna, skrivam svoje sne
gutam lazi te i pristajem na sve

Glavu ne okrecem, ne slusam ti glas
previse je nacina na koji ubijas

Ipak sanjam noc i tvoje korake
sto dusu moju kao vjetri raznose
i sanjam onaj san iako znam sta ceka me
kao kisnu kap sto zemlji putuje

Ref.","https://tekstovi.net/2,238,20854.html",,Pristajem na sve,I Go Along With Everything,,"Nemam više razloga da ti oprostim
al' ni snage nemam da zaboravim.
Još uvijek sanjam noć i tvoje korake
što dušu moju kao vjetri raznose
i sanjam onaj san iako znam što čeka me
kao kišnu kap što zemlji putuje.. A ti uvijek odlaziš
I nikad ne pitaš, samo uzimaš, laži ostavljaš.
A ja, luda obična,
skrivam svoje sne, gutam laži te i pristajem na sve,
i pristajem na sve.. Glavu ne okrećem, ne slušam ti glas
previše je načina na koji ubijaš.
Ipak sanjam noć i tvoje korake
što dušu moju kao vjetri raznose
i sanjam onaj san iako znam što čeka me
kao kišnu kap, što zemlji putuje.. A ti uvijek odlaziš
I nikad ne pitaš, samo uzimaš, laži ostavljaš.
A ja, luda obična,
skrivam svoje sne, gutam laži te i pristajem na sve,
i pristajem na sve.","I have no more reasons to forgive you
But I also have no strength to forget
I still dream of the night and your steps
Which spread my soul like winds
And I dream that dream although I know what awaits me
As if I were a raindrop on its way to ground. And you always go away
And you never ask, you just take, leaving the lies
And me, a plain fool
I hide my dreams, I swallow those lies and I go along with everything
I go along with everything. I don't turn my head, I don't listen to your voice
There to many ways in which you kill
Still I dream the night and your steps
Which spread my soul like winds
And I dream that dream although I know what awaits me
As if I were a raindrop on its way to ground. And you always go away
And you never ask, you just take, leaving the lies
And me, a plain fool
I hide my dreams, I swallow those lies and I go along with everything
I go along with everything",https://lyricstranslate.com/en/pristajem-na-sve-i-go-along-everything.html,['Goran Karan'],https://diskografija.com/pjesma/pristajem-na-sve-2260.htm,Pristajem na sve,['Darijo Marunčić'],['Darijo Marunčić'],"['Goran Karan', 'Nenad Šiškov']",2004 - Split 2004,2005 - Zlatna kolekcija,,,,,
63,6QUk9BaE_1_63,Goran Karan,Goran Karan,Probudi me u svitanje,11204,"Probudi me u svitanje
probudi me da pitam te
kako mogu od nevjere
da te pustim kraj sebe
zar su sune te cekale
da ti ljube ljubljene
 
Probudi me kad vratis se
probudi me da pitam te
kako mogu od nevjere
da te pustim kraj sebe
zar su usne te cekale
da ti ljube ljubljene

Probudi me, moj andjele
probudi me da pitam te
kako mogu od nevjere
da te pustim kraj sebe
zar su usne te cekale
da ti ljube ljubljene","https://tekstovi.net/2,238,21832.html",,,,,,,,,,,,,,,,,,,,
64,6QUk9BaE_1_64,Goran Karan,Goran Karan,Prozor kraj djardina,20140,"Dok kasna nocna ura bati s kampanela
u prsi tisno, jedva se dise
ja opet vidin jedno dite srid tinela
od srca kida i pismu pise

Jedna zvizda ca je pala
dusu cistu mu je takla
on ce slipo da je slidi
sve do raja il' do pakla
 
Ref.
I svitli, svitli 
jedan prozor kraj djardina
a iza skura jos korde zvone
i jeca, jeca ona ista mandolina
kasna je ura, mater ga zove

I svitli, svitli
jedan prozor moga grada
dok od lipote srce se cipa
i neka leti nebu ova serenada
adio moja mladosti lipa

Dok kasna nocna ura bati s kampanela
pijana luna s neba se smije
ja opet vidin jedno dite srid tinela
a nista nije, nije ka prije

Jedna zvizda ca je pala
dusu cistu mu je takla
on ce slipo da je slidi
od te noci iza cakla

Ref.

I svitli, svitli
jedan prozor kraj djardina","https://tekstovi.net/2,238,20827.html",,Prozor kraj đardina,Window next to the garden,,"Dok kasna noćna ura bati s kampanela
pijana luna
s neba se smije
ja opet vidin jedno dite srid tinela
od srca kida i pismu piše
jedna zvizda ča je pala
dušu čistu mu je takla
on će slipo da je slidi
sve do raja i do pakla. I svitli svitli jedan prozor kraj đardina
a iza škura još korde zvone
i jeca jeca ona ista mandolina
kasna je ura
mater ga zove
I svitli svitli jedan prozor moga grada
dok od lipote srce se cipa
i neka leti nebu ova serenada
Adio moja mladosti lipa. Dok kasna noćna ura bati s kampanela
u prsi tisno
jedva se diše
ja opet vidin jedno dite srid tinela
a ništa nije
nije ka' prije
jedna zvizda ča je pala
dušu čistu mu je takla
on će slipo da je slidi
od te noći iza cakla","While the night's late hours are beating from the belfry
Drunken moon
Is laughting from the sky
I see again a child in the middle of the living room
Heartbreaking and writes a song
A star has fallen
Has touched his pure soul
He will follow blindly
Till to the paradise or even to the hell. A window next to the garden is shining
And behind the corner you can hear the strings
And the same old mandoline is booming
The hour is late
His mother is calling him
A window is shining in my city
Whilst of beauty the heart is torn
Let this serenade fly to the sky
Goodbye my wonderful youth. While the night's late hours are beating from the belfry
The chest is tight
You nearly can breathe
And again I see a child in the living room
There's nothing
It's not like it was
A star has fallen
Has touched his pure soul
He will follow her blindly
From this night...",https://lyricstranslate.com/en/prozor-kraj-djardina-window-next-garden.html,['Goran Karan'],https://diskografija.com/pjesma/prozor-kraj-dardina-459.htm,Prozor kraj đardina,['Zdenko Runjić'],['Zdenko Runjić'],['Zdenko Runjić'],1999 - Melodije Jadrana 1999,1999 - Split 1999,2000 - Vagabundo,2001 - Dalmatinske suze,2005 - Turky party - prvih 10 godina 1,2005 - Zlatna kolekcija,2008 - 10 Godina Melodija Hrvatskog Jadrana
65,6QUk9BaE_1_65,Goran Karan,Goran Karan,Putujen tamo,13596,"Nocas lipi san usnija san
putujen tamo
nocas idem di svakoga znam
putujen tamo

Nocas idem di moji su svi
putujen tamo
tamo idem di cekas me ti
cekaj me samo
 
Vodi, vodi me
da mi svira gitara
vodi, vodi me
srce da smirim

Jubavi su sve
ali jedna je stara
pismo moja probudi je
di god da ona sniva
pismo moja ponesi sve
ca ova dusa skriva

Nocas idem di doma sam ja
putujen tamo
svaka kala i korak mi zna
putujen tamo

Nocas idem di mirise sol
putujen tamo
na tom putu da ostavim bol
cekaj me samo","https://tekstovi.net/2,238,11898.html",,Putujen tamo,,,"Noćas lipi san usnija san
putujen tamo
noćas idem di svakoga znam
putujen tamo. Noćas idem di moji su svi
putujen tamo
tamo idem di čekaš me ti
čekaj me samo. Vodi, vodi me
da mi svira gitara
vodi, vodi me
srce da smirim. Jubavi su sve
ali jedna je stara
pismo moja probudi je
di god da ona sniva
pismo moja ponesi sve
ča ova duša skriva. Noćas idem di doma sam ja
putujen tamo
svaka kala i korak mi zna
putujen tamo. Noćas idem di miriše sol
putujen tamo
na tom putu da ostavim bol
čekaj me samo",,https://lyricstranslate.com/en/goran-karan-putujen-tamo-lyrics.html,['Goran Karan'],https://diskografija.com/pjesma/putujen-tamo-456.htm,Putujen tamo,,,,,,,,,,
66,6QUk9BaE_1_66,Goran Karan,Goran Karan,Ruzo moja bila,24411,"Bila si jos dite, prvi cvit
ja san posa u daleki svit
tvoje su me oci pratile zauvik

Vidija san svasta, viruj mi
sad se vracan doma, osta bi
a straj me sta si, di si ti, ljubavi
more veliko, ti pomozi
more duboko, more
 
Ref.
Ruzo moja bila, lipi andjele
nima te na svitu, nima do tebe
ruzo moja bila, sve san falija
sad je srica blizu, sad smo ti i ja
ruzo moja bila, jube jedina

Otisa san, ni sam ne znan kud
ja san uvik bija malo lud
al' sva su blaga svita 
bez tebe
uzalud","https://tekstovi.net/2,238,10795.html",,Ruzo moja bila,Ružo moja bijela,,"Bila si još dite, prvi cvit
1
ja san poš u daleki svit
tvoje su me oči pratile zauvik. Vidija san svašta, viruj mi
sad se vraćan doma, osta bi
a straj me šta si, di si ti, ljubavi
more veliko, ti pomozi
more duboko, more. Ref.
Ružo moja bila, lipi anđele
nima te na svitu, nima do tebe
ružo moja bila, sve san falija
sad je srića blizu, sad smo ti i ja
ružo moja bila, jube jedina. Otiša san, ni sam ne znan kud
ja san uvik bija malo lud
al' sva su blaga svita
bez tebe
uzalud","Bila si još dijete, prvi cvijet
ja sam pošao u daleki svijet
tvoje su me oči pratili zauvijek. Vidio sam svašta, vjeruj me
sad se vraćam doma, ostao bi
a straj me šta si, gdje si ti, ljubavi
more veliko, ti pomozi
more duboko, more. Ref.
Ružo moja bijela, lijepi anđele
nema te na svijetu, nema do tebe
ružo moja bijela, sve sam falio
sad je sreća blizu, sad smo ti i ja
ružo moja bijela, ljube jedina. Otišao sam, ni sam ne znam kud
ja sam uvijek bio malo lud
al' sva su blaga svijeta
bez tebe
uzalud",https://lyricstranslate.com/en/ruzo-moja-bila-ru%C5%BEo-moja-bijela.html,['Goran Karan'],https://diskografija.com/pjesma/ruzo-moja-bila-5738.htm,Ružo moja bila,['Zrinko Tutić'],['Zrinko Tutić'],['Nenad Šiškov'],2005 - Od srca do usana,2005 - Split 2005,2005 - Zlatna kolekcija,2007 - Pjesme moru vol. 1,,,
67,6QUk9BaE_1_67,Goran Karan,Goran Karan,Samo za tebe,16193,"Lutam sasvim sam
puste ceste vode me
samo sjenke proslosti
prate moje tragove

Znam da dugo vec ti nisi moja
znam da vrijeme lijeci rane sve
a ja i nocas cujem glas
slutim tvoje korake
kroz snove moje dolazis
 
Ref.
Ja i nocas zelim te
sanjam da si kraj mene
sva u bijelom slusas pjesmu
koju pjevam ja za tebe

Obecanja zvone jos
gradim dvorce pjescane
sto ih more nemirno
uvijek uzme od mene","https://tekstovi.net/2,238,15856.html",,,,,,,,,,,,,,,,,,,,
68,6QUk9BaE_1_68,Goran Karan,Goran Karan,Splitski tango,11734,"Nad Marjanon kad jutro se zabili
i zlatnog Sunca probode me trak
najdrazi grade vrime nam se dilit
lipote tvoje pijen zadnju kap

Ref.
Adio, adio Splite moj
adio zivote moj
adio i znaj da tesko je
umrit bez ljubavi u krilu tvom
 
Moj Sveti Duje rane mi zacili
za zadnji vijadj blagoslov mi daj
a dusa s tilon kad se bude dilit
da skoncan u lipoti ni me straj

Ref. 2x

Adio
adio Splite moj
adio, adio, adio
zivote moj","https://tekstovi.net/2,238,20822.html",,,,,,,,,,,,,,,,,,,,
