Artist,Artist_discogs,Song_discogs,Song_duration_discogs,Written-By_discogs,Album_title_discogs,Lyrics By_discogs,Music By_discogs,Album_year_discogs,Written By_discogs,Flute_discogs,Translated By_discogs,Arranged By_discogs,Conductor_discogs,Orchestra_discogs,Adapted By_discogs,Adapted By (Text)_discogs,Translated By [Uncredited]_discogs,Adapted By (Text) [Uncredited]_discogs,Written-By [Original Lyrics/Uncredited]_discogs,Adapted By (Text) [Adapt.]_discogs,Choir_discogs,Backing Vocals_discogs,Lyrics By [A1]_discogs,Lyrics By [A2]_discogs,Lyrics By [A3]_discogs,Lyrics By [A4]_discogs,Lyrics By [A6]_discogs,Lyrics By [A7]_discogs,Music By [A1_discogs,A2_discogs,A3_discogs,A4_discogs,A6_discogs,A7]_discogs,Written-By [A5_discogs,A8]_discogs,Lyrics By [B1_discogs,B2_discogs,B5]_discogs,Lyrics By [B3]_discogs,Lyrics By [B4]_discogs,Lyrics By [B6]_discogs,Lyrics By [B7]_discogs,Music By [B1]_discogs,Music By [B2_discogs,Music By [B3_discogs,B6_discogs,B7]_discogs,Music By [B4]_discogs,Featuring_discogs,Written By [Lyrics]_discogs,Composed By_discogs,Soloist_discogs,Lyrics By [Original German]_discogs,Lyrics By [Original Italian]_discogs,Lyrics By [Original English]_discogs,Performer_discogs,Songwriter_discogs,Album_year_title_discogs,All_albums_discogs
Tereza Kesovija,Tereza Kesovija,Neka Idu Lađe,,,Split 73 (XIII Internacionalni Festival Zabavne Muzike),Dragutin Britvić,Alfi Kabiljo,1973.0,,,,Alfi Kabiljo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1973.0-Split 73 (XIII Internacionalni Festival Zabavne Muzike),1973.0-Split 73 (XIII Internacionalni Festival Zabavne Muzike)/nan-Moja Splitska Ljeta
Tereza Kesovija,Tereza Kesovija,Tebe Volim Ja,,Đorđe Novković,Split 73 (XIII Internacionalni Festival Zabavne Muzike),,,1973.0,,,,Đorđe Novković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1973.0-Split 73 (XIII Internacionalni Festival Zabavne Muzike),1973.0-Split 73 (XIII Internacionalni Festival Zabavne Muzike)
Tereza Kesovija,Tereza Kesovija,I Don't Wish Teling You Good-Bye,,,"Recital At The Festival ""The Golden Orpheus '73""",,,1973.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1973.0-Recital At The Festival ""The Golden Orpheus '73""","1973.0-Recital At The Festival ""The Golden Orpheus '73"""
Tereza Kesovija,Tereza Kesovija,"Nono, My Good Nono",,,"Recital At The Festival ""The Golden Orpheus '73""",,,1973.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1973.0-Recital At The Festival ""The Golden Orpheus '73""","1973.0-Recital At The Festival ""The Golden Orpheus '73"""
Tereza Kesovija,Tereza Kesovija,I Love Him,,,"Recital At The Festival ""The Golden Orpheus '73""",,,1973.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1973.0-Recital At The Festival ""The Golden Orpheus '73""","1973.0-Recital At The Festival ""The Golden Orpheus '73"""
Tereza Kesovija,Tereza Kesovija,Love Story,,,"Recital At The Festival ""The Golden Orpheus '73""",,,1973.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1973.0-Recital At The Festival ""The Golden Orpheus '73""","1973.0-Recital At The Festival ""The Golden Orpheus '73"""
Tereza Kesovija,Tereza Kesovija,My Life,,,"Recital At The Festival ""The Golden Orpheus '73""",,,1973.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1973.0-Recital At The Festival ""The Golden Orpheus '73""","1973.0-Recital At The Festival ""The Golden Orpheus '73"""
Tereza Kesovija,Tereza Kesovija,The Sun Is Shining On My Hands,,,"Recital At The Festival ""The Golden Orpheus '73""",,,1973.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1973.0-Recital At The Festival ""The Golden Orpheus '73""","1973.0-Recital At The Festival ""The Golden Orpheus '73"""
Tereza Kesovija,Tereza Kesovija,"Now, As Twenty Years Since [Vivencias]",,,"Recital At The Festival ""The Golden Orpheus '73""",,,1973.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1973.0-Recital At The Festival ""The Golden Orpheus '73""","1973.0-Recital At The Festival ""The Golden Orpheus '73"""
Tereza Kesovija,Tereza Kesovija,Like The Poplar Along The Road [Como El Alamo Al Camino],,,"Recital At The Festival ""The Golden Orpheus '73""",,,1973.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1973.0-Recital At The Festival ""The Golden Orpheus '73""","1973.0-Recital At The Festival ""The Golden Orpheus '73"""
Tereza Kesovija,Tereza Kesovija,Maiden [Chiquilla],,,"Recital At The Festival ""The Golden Orpheus '73""",,,1973.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1973.0-Recital At The Festival ""The Golden Orpheus '73""","1973.0-Recital At The Festival ""The Golden Orpheus '73"""
Tereza Kesovija,Tereza Kesovija,A Legend Relating To The Bird [Pájaro Chogüí],,,"Recital At The Festival ""The Golden Orpheus '73""",,,1973.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1973.0-Recital At The Festival ""The Golden Orpheus '73""","1973.0-Recital At The Festival ""The Golden Orpheus '73"""
Tereza Kesovija,Tereza Kesovija,La Paloma,,,"Recital At The Festival ""The Golden Orpheus '73""",,,1973.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1973.0-Recital At The Festival ""The Golden Orpheus '73""","1973.0-Recital At The Festival ""The Golden Orpheus '73"""
Tereza Kesovija,Tereza Kesovija,The Last Recollection From Your Tenderness [Rio Rebelde],,,"Recital At The Festival ""The Golden Orpheus '73""",,,1973.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1973.0-Recital At The Festival ""The Golden Orpheus '73""","1973.0-Recital At The Festival ""The Golden Orpheus '73"""
Tereza Kesovija,Tereza Kesovija,Ponovo Bi Ruke Htjele,,,Ponovo Bi Ruke Htjele / Slobodna Sam,Ivica Krajač,,1974.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1974.0-Ponovo Bi Ruke Htjele / Slobodna Sam,1974.0-Ponovo Bi Ruke Htjele / Slobodna Sam
Tereza Kesovija,Tereza Kesovija,Slobodna Sam,,,Ponovo Bi Ruke Htjele / Slobodna Sam,Željko Sabol,,1974.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1974.0-Ponovo Bi Ruke Htjele / Slobodna Sam,1974.0-Ponovo Bi Ruke Htjele / Slobodna Sam
Tereza Kesovija,Tereza Kesovija,Mili Moj,,,Opatija '74,Mišo Doležal,Nikica Kalogjera,1974.0,,,,Nikica Kalogjera,Nikica Kalogjera,Revijski Orkestar RTZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1974.0-Opatija '74,1974.0-Opatija '74
Tereza Kesovija,Tereza Kesovija,"Ne Ovo, Ne Ono (Les Beaux Jours)",,,Opatija '74,Ivica Krajač,Hans Bouwens,1974.0,,,,Nikica Kalogjera,Miljenko Prohaska,Plesni Orkestar RTV Zagreb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1974.0-Opatija '74,1974.0-Opatija '74
Tereza Kesovija,Tereza Kesovija,Sunčane Fontane,,,Sunčane Fontane / Otvori Prozore Sna,,,,,,,Stipica Kalogjera,Stipica Kalogjera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Sunčane Fontane / Otvori Prozore Sna,"nan-Sunčane Fontane / Otvori Prozore Sna/nan-Nježne Strune Mandoline/nan-Moja Splitska Ljeta/nan-Live A L'Olympia - Paris/nan-Gdje Ima Srca, Tu Sam I Ja/2000.0-Spomenar (Balade Mora I Ljubavi)/2005.0-Mojih 45 Skalina/2007.0-The Platinum Collection/2008.0-A L'Olympia/2015.0-50 Originalnih Pjesama/2018.0-Moja Splitska Ljeta"
Tereza Kesovija,Tereza Kesovija,Otvori Prozore Sna,,,Sunčane Fontane / Otvori Prozore Sna,,,,,,,Nikica Kalogjera,Nikica Kalogjera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Sunčane Fontane / Otvori Prozore Sna,nan-Sunčane Fontane / Otvori Prozore Sna/nan-Nježne Strune Mandoline
Tereza Kesovija,Tereza Kesovija,Stani,,,Tereza,Dragutin Britvić,Alfons Vučer,,,,,Nikica Kalogjera,,Zabavni Orkestar RTB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Tereza,nan-Tereza/2000.0-Spomenar (Balade Mora I Ljubavi)
Tereza Kesovija,Tereza Kesovija,Chitarra Romana,,,Tereza,Olivera Živković,Eldo Di Lazzaro,,,,,Tomica Simović,,Ansambl Tomice Simovića,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Tereza,nan-Tereza/2009.0-Ja Sam Pjesma
Tereza Kesovija,Tereza Kesovija,Monte Carlo,,,Tereza,Ivica Krajač,Pino Calvi,,,,,Tomica Simović,,Ansambl Tomice Simovića,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Tereza,nan-Tereza
Tereza Kesovija,Tereza Kesovija,"Stani, Stani",,Kornelije Kovač,Tereza,,,,,,,Kornelije Kovač,,Revijski Orkestar RTB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Tereza,nan-Tereza
Tereza Kesovija,Tereza Kesovija,Poruka Mora,,Mario Nardelli,Tereza,,,,,,,Mario Nardelli,,Zabavni Orkestar RTV Sarajevo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Tereza,nan-Tereza/2000.0-Spomenar (Balade Mora I Ljubavi)/2009.0-Ja Sam Pjesma
Tereza Kesovija,Tereza Kesovija,Sviđaš Mi Se,,,Tereza,Blanka Chudoba,Ivo Korbler,,,,,,,Gudački Ansambl PGP RTB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Tereza,nan-Tereza
Tereza Kesovija,Tereza Kesovija,Pomrčina,,,Tereza,Igor Krimov,Giovanni Fusco,,,,,Tomica Simović,,Ansambl Tomice Simovića,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Tereza,nan-Tereza
Tereza Kesovija,Tereza Kesovija,Baka Magdalena,,,Tereza,Ivica Krajač,Vito Pallavicini,,,,,Tomica Simović,,Ansambl Tomice Simovića,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Tereza,nan-Tereza
Tereza Kesovija,Tereza Kesovija,Tebe Majka Čeka,,,Tebe Majka Čeka / Kad Porasteš Sine,,,1975.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1975.0-Tebe Majka Čeka / Kad Porasteš Sine,1975.0-Tebe Majka Čeka / Kad Porasteš Sine
Tereza Kesovija,Tereza Kesovija,Kad Porasteš Sine,,,Tebe Majka Čeka / Kad Porasteš Sine,,,1975.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1975.0-Tebe Majka Čeka / Kad Porasteš Sine,"1975.0-Tebe Majka Čeka / Kad Porasteš Sine/1982.0-Kad Porasteš Sine / Porastao Sam, Majko"
Tereza Kesovija,Tereza Kesovija,Nježne Strune Mandoline,,,"Nježne Strune Mandoline / Bez Tebe, Bez Ljubavi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"nan-Nježne Strune Mandoline / Bez Tebe, Bez Ljubavi","nan-Nježne Strune Mandoline / Bez Tebe, Bez Ljubavi/nan-Nježne Strune Mandoline/nan-Moja Splitska Ljeta/nan-Gdje Ima Srca, Tu Sam I Ja/2000.0-Ja Sam Pjesma (Najljepše Mediteranske Melodije)/2007.0-The Platinum Collection/2012.0-Najljepše Ljubavne Pjesme/2015.0-50 Originalnih Pjesama/2018.0-Moja Splitska Ljeta"
Tereza Kesovija,Tereza Kesovija,"Bez Tebe, Bez Ljubavi",,,"Nježne Strune Mandoline / Bez Tebe, Bez Ljubavi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"nan-Nježne Strune Mandoline / Bez Tebe, Bez Ljubavi","nan-Nježne Strune Mandoline / Bez Tebe, Bez Ljubavi/nan-Nježne Strune Mandoline"
Tereza Kesovija,Tereza Kesovija,San Julske Noći,,,Nježne Strune Mandoline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Nježne Strune Mandoline,nan-Nježne Strune Mandoline/nan-San Julske Noći / Natanijel
Tereza Kesovija,Tereza Kesovija,Zabranjena Ljubav,,,Nježne Strune Mandoline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Nježne Strune Mandoline,nan-Nježne Strune Mandoline
Tereza Kesovija,Tereza Kesovija,Mi U Cvijeću,,,Nježne Strune Mandoline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Nježne Strune Mandoline,nan-Nježne Strune Mandoline
Tereza Kesovija,Tereza Kesovija,Natanijel,,,Nježne Strune Mandoline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Nježne Strune Mandoline,nan-Nježne Strune Mandoline/nan-San Julske Noći / Natanijel
Tereza Kesovija,Tereza Kesovija,Dah Djetinjstva,,,Nježne Strune Mandoline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Nježne Strune Mandoline,nan-Nježne Strune Mandoline
Tereza Kesovija,Tereza Kesovija,Obećan Grad,,,Nježne Strune Mandoline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Nježne Strune Mandoline,nan-Nježne Strune Mandoline
Tereza Kesovija,Tereza Kesovija,Zaboravi Ako Možeš,,,Zaboravi Ako Možeš ,Svetislav Vuković,,,,,,Stipica Kalogjera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Zaboravi Ako Možeš ,nan-Zaboravi Ako Možeš /nan-Tereza/2005.0-Mojih 45 Skalina/2007.0-The Platinum Collection/2015.0-50 Originalnih Pjesama
Tereza Kesovija,Tereza Kesovija,Da Sam Te Prije Srela,,,Zaboravi Ako Možeš ,Arsen Dedić,,,,,,Đelo Jusić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Zaboravi Ako Možeš ,nan-Zaboravi Ako Možeš /nan-Stare Ljubavi/1982.0-Prijatelji Stari Gdje Ste
Tereza Kesovija,Tereza Kesovija,Stare Ljubavi,,,Stare Ljubavi,,,1976.0,,,,Stipica Kalogjera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1976.0-Stare Ljubavi,1976.0-Stare Ljubavi/nan-Stare Ljubavi/1982.0-Prijatelji Stari Gdje Ste/2005.0-Mojih 45 Skalina/2007.0-The Platinum Collection/2008.0-A L'Olympia/2012.0-Najljepše Ljubavne Pjesme/2015.0-50 Originalnih Pjesama/2018.0-The Best Of Collection
Tereza Kesovija,Tereza Kesovija,Zar Ljubav Ti Ne Znači Ništa,,,Stare Ljubavi,,,1976.0,,,,Đelo Jusić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1976.0-Stare Ljubavi,1976.0-Stare Ljubavi/nan-Stare Ljubavi/1982.0-Prijatelji Stari Gdje Ste
Tereza Kesovija,Tereza Kesovija,"Anđele Moj, Moj Anđele",,,"Anđele Moj, Moj Anđele",,,1976.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1976.0-Anđele Moj, Moj Anđele","1976.0-Anđele Moj, Moj Anđele"
Tereza Kesovija,Tereza Kesovija,Nitko Na Svijetu Tom,,,"Anđele Moj, Moj Anđele",,,1976.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1976.0-Anđele Moj, Moj Anđele","1976.0-Anđele Moj, Moj Anđele"
Tereza Kesovija,Tereza Kesovija,"Sviraj Mi, Sviraj",,,"Sviraj Mi, Sviraj / Život Moj... Život Tvoj...",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"nan-Sviraj Mi, Sviraj / Život Moj... Život Tvoj...","nan-Sviraj Mi, Sviraj / Život Moj... Život Tvoj.../nan-Moja Splitska Ljeta/nan-Gdje Ima Srca, Tu Sam I Ja/2000.0-Ja Sam Pjesma (Najljepše Mediteranske Melodije)/2008.0-A L'Olympia/2015.0-50 Originalnih Pjesama/2018.0-Moja Splitska Ljeta"
Tereza Kesovija,Tereza Kesovija,Život Moj... Život Tvoj...,,,"Sviraj Mi, Sviraj / Život Moj... Život Tvoj...",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"nan-Sviraj Mi, Sviraj / Život Moj... Život Tvoj...","nan-Sviraj Mi, Sviraj / Život Moj... Život Tvoj..."
Tereza Kesovija,Tereza Kesovija,To Može Samo Žena Koja Ljubi,,,Stare Ljubavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Stare Ljubavi,nan-Stare Ljubavi
Tereza Kesovija,Tereza Kesovija,Ne Plači Materino Čedo,,,Stare Ljubavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Stare Ljubavi,nan-Stare Ljubavi
Tereza Kesovija,Tereza Kesovija,Voljela Sam Sve Što I On Voli,,,Stare Ljubavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Stare Ljubavi,nan-Stare Ljubavi
Tereza Kesovija,Tereza Kesovija,Proći Će Jednom Ovi Dani,,,Stare Ljubavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Stare Ljubavi,nan-Stare Ljubavi/1982.0-Prijatelji Stari Gdje Ste/2012.0-Najljepše Ljubavne Pjesme
Tereza Kesovija,Tereza Kesovija,Slušam Samo More,,,Stare Ljubavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Stare Ljubavi,nan-Stare Ljubavi/2012.0-Najljepše Ljubavne Pjesme
Tereza Kesovija,Tereza Kesovija,Zašto Sklapaš Oči Kad Te Ljubim,,,Stare Ljubavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Stare Ljubavi,nan-Stare Ljubavi
Tereza Kesovija,Tereza Kesovija,Još Jedan Dan,,,Stare Ljubavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Stare Ljubavi,"nan-Stare Ljubavi/1977.0-Sve Se Vraća, Sve Se Plaća / Još Jedan Dan"
Tereza Kesovija,Tereza Kesovija,Strepnja,,,Stare Ljubavi,Desanka Maksimović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Stare Ljubavi,nan-Stare Ljubavi
Tereza Kesovija,Tereza Kesovija,In Memoriam,,,Stare Ljubavi,Stjepan Benzon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Stare Ljubavi,nan-Stare Ljubavi
Tereza Kesovija,Tereza Kesovija,Poljubi Me S Obje Bande,,,Poljubi Me S Obje Bande/ Ispijmo Čašu Sve Do Dna,Željko Sabol,Đelo Jusić,1977.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1977.0-Poljubi Me S Obje Bande/ Ispijmo Čašu Sve Do Dna,1977.0-Poljubi Me S Obje Bande/ Ispijmo Čašu Sve Do Dna/nan-Moja Splitska Ljeta/nan-Tereza/2015.0-50 Originalnih Pjesama/2018.0-Moja Splitska Ljeta
Tereza Kesovija,Tereza Kesovija,Ispijmo Čašu Sve Do Dna,,,Poljubi Me S Obje Bande/ Ispijmo Čašu Sve Do Dna,Teo Trumbić,Enco Lesić,1977.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1977.0-Poljubi Me S Obje Bande/ Ispijmo Čašu Sve Do Dna,1977.0-Poljubi Me S Obje Bande/ Ispijmo Čašu Sve Do Dna/nan-Moja Splitska Ljeta/2018.0-Moja Splitska Ljeta
Tereza Kesovija,Tereza Kesovija,"Sve Se Vraća, Sve Se Plaća",,,"Sve Se Vraća, Sve Se Plaća / Još Jedan Dan",Željko Sabol,,1977.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1977.0-Sve Se Vraća, Sve Se Plaća / Još Jedan Dan","1977.0-Sve Se Vraća, Sve Se Plaća / Još Jedan Dan/nan-Tereza/2005.0-Mojih 45 Skalina/2007.0-The Platinum Collection/2015.0-50 Originalnih Pjesama"
Tereza Kesovija,Tereza Kesovija,Forca Maestro,,,"Forca Maestro / Voljela Sam Sve, Što I On Voli",Baldo Čupić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"nan-Forca Maestro / Voljela Sam Sve, Što I On Voli","nan-Forca Maestro / Voljela Sam Sve, Što I On Voli/nan-Tereza/2005.0-Mojih 45 Skalina/2007.0-The Platinum Collection/2015.0-50 Originalnih Pjesama"
Tereza Kesovija,Tereza Kesovija,"Voljela Sam Sve, Što I On Voli",,,"Forca Maestro / Voljela Sam Sve, Što I On Voli",Željko Sabol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"nan-Forca Maestro / Voljela Sam Sve, Što I On Voli","nan-Forca Maestro / Voljela Sam Sve, Što I On Voli"
Tereza Kesovija,Tereza Kesovija,Moja Te Ruka Traži,,,Moja Te Ruka Traži / Ne Skrivaj Od Mene Svoje Lice,,,1978.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978.0-Moja Te Ruka Traži / Ne Skrivaj Od Mene Svoje Lice,1978.0-Moja Te Ruka Traži / Ne Skrivaj Od Mene Svoje Lice/nan-Tereza/1982.0-Prijatelji Stari Gdje Ste/2015.0-50 Originalnih Pjesama
Tereza Kesovija,Tereza Kesovija,Ne Skrivaj Od Mene Svoje Lice,,,Moja Te Ruka Traži / Ne Skrivaj Od Mene Svoje Lice,,,1978.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978.0-Moja Te Ruka Traži / Ne Skrivaj Od Mene Svoje Lice,1978.0-Moja Te Ruka Traži / Ne Skrivaj Od Mene Svoje Lice/nan-Tereza
Tereza Kesovija,Tereza Kesovija,Le Nil Et Le Jourdain,3:20,,Le Nil Et Le Jourdain,,,1978.0,Theodoros Stephanidis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978.0-Le Nil Et Le Jourdain,1978.0-Le Nil Et Le Jourdain
Tereza Kesovija,Tereza Kesovija,C' Est Encore Un Jour D' Amour (Back In The World Again),3:20,,Le Nil Et Le Jourdain,,,1978.0,Roger Greenaway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978.0-Le Nil Et Le Jourdain,1978.0-Le Nil Et Le Jourdain
Tereza Kesovija,Tereza Kesovija,"Ulicama Moga Grada - Moja Ane Broji Dane - Jedan Dan - Pusti Da Ti Leut Svira - Oj Djevojko, Dušo Moja - La Musica Di Notte - Linđo - Dalmatinski Lero",,,Disco '79,,,,,,,,,,,,,,,,,,Ivo Brešković,Stjepan Benzon,Stjepo Stražičić,Dragutin Britvić,Stijepo Mijović Kočan,Traditional,Đelo Jusić,Đelo Jusić,Đelo Jusić,Đelo Jusić,Đelo Jusić,Đelo Jusić,Đelo Jusić,Đelo Jusić,,,,,,,,,,,,,,,,,,,,,,,nan-Disco '79,nan-Disco '79
Tereza Kesovija,Tereza Kesovija,"Larina Pjesma - Nono, Moj Dobri Nono - Sve Se Vraća, Sve Se Plaća - Sunčane Fontane - Sviraj Mi, Sviraj - Sreću Čine Stvari Male - Forza Maestro",,,Disco '79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ivica Krajač,Ivica Krajač,Nikica Kalogjera,Željko Sabol,Tomislav Zuppa,Zdenko Jelčić,Baldo Čupić,Maurice Jarre,Nikica Kalogjera,Đelo Jusić,Đelo Jusić,Đelo Jusić,Zdenko Runjić,,,,,,,,,,nan-Disco '79,nan-Disco '79
Tereza Kesovija,Tereza Kesovija,Je Suis Née Ce Jour La (Sabato Pomeriggio),5:00,Claudio Baglioni,Je Suis Née Ce Jour La,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Je Suis Née Ce Jour La,nan-Je Suis Née Ce Jour La
Tereza Kesovija,Tereza Kesovija,Dizzy My Love,3:50,Michel Gouty,Je Suis Née Ce Jour La,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Je Suis Née Ce Jour La,nan-Je Suis Née Ce Jour La/2020.0-Anthologie 1965-1978
Tereza Kesovija,Tereza Kesovija,Što Je Ostalo Od Ljubavi (Zagreb '78),,,Što Je Ostalo Od Ljubavi / Miholjice,Željko Sabol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Što Je Ostalo Od Ljubavi / Miholjice,nan-Što Je Ostalo Od Ljubavi / Miholjice
Tereza Kesovija,Tereza Kesovija,Miholjice,,,Što Je Ostalo Od Ljubavi / Miholjice,Ivo Vojnović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Što Je Ostalo Od Ljubavi / Miholjice,nan-Što Je Ostalo Od Ljubavi / Miholjice/1982.0-Prijatelji Stari Gdje Ste
Tereza Kesovija,Tereza Kesovija,Sva Su Proljeća U Meni,,,Sva Su Proljeća U Meni / Nisam Znala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Sva Su Proljeća U Meni / Nisam Znala,nan-Sva Su Proljeća U Meni / Nisam Znala
