,Song_ID,Artist,Artist_diskografija,Song_tekstovinet,Views_tekstovinet,Lyrics_tekstovinet,Url_tekstovinet,Writer_lyricstranslate,Song_lyricstranslate,EngTitle_lyricstranslate,Album_lyricstranslate,Lyrics_lyricstranslate,EngLyrics_lyricstranslate,Url_lyricstranslate,Skladba_diskografija,Stihovi_diskografija,Izvedba_diskografija,Album_1_diskografija,Album_2_diskografija,Album_3_diskografija,Album_4_diskografija,Album_5_diskografija,Album_6_diskografija,Url_diskografija,Song_diskografija,Aranžman_diskografija
67,d/vUPGnO_1_67,Bijelo Dugme,Bijelo Dugme,Pristao sam bicu sve sto hoce,83174,"Pristao sam bicu sve sto hoce 
evo prodajem dusu vragu svome 
i ostacu samo crna tacka 
poslije ove igre kad me slome 
kad me mirno slome 
pristao sam bicu sve sto hoce 
la la la la la la la la la la 
 
Mislio sam da se zvijeri boje 
ove vatre koja trag mi prati 
i to sam mislio 
a sad nosim kako mi ga skroje 
po meni se nista nece zvati 
po meni se nista nece zvati 

Zablude sam, evo, prestao da brojim 
nemam kome da se vratim kuci 
dokle pjevam dotle i postojim 
prijatelji bivsi, prijatelji buduci 
pamtite me po pjesmama mojim 
pamtite me po pjesmama mojim","https://tekstovi.net/2,33,525.html",,Pristao sam biću sve što hoće,I've Acquiesced to be Everything They Want Me to be,Doživjeti stotu - 1980,"Pristao sam biću sve što hoće
Evo prodajem dušu vragu svome
I ostaću samo crna tačka
Poslije ove igre kad me slome
Kad me mirno slome
Pristao sam biću sve što hoće
La la la la la la la la la la. Mislio sam da se zvijeri boje
Ove vatre koja trag mi prati
I to sam mislio
A sad nosim kako mi ga skroje
Po meni se ništa neće zvati
Po meni se ništa neće zvati. Zablude sam, evo, prestao da brojim
Nemam kome da se vratim kući
Dokle pjevam dotle i postojim
Prijatelji bivši, prijatelji budući
Pamtite me po pjesmama mojim
Pamtite me po pjesmama mojim","I've acquiesced to be everything they want me to be
Here I am selling my soul to my demon
A black dot is all that will remain of me
after this game when they break me...
When they quietly break me...
I've acquiesced to be everything they want me to be
La la la la la la la la la la. I thought that monsters were afraid
of this fire that follows in my trail
That is what I thought...
But now I wear what they tell me to wear
Nothing will bear by name
Nothing will bear by name. Illusions, I have stopped counting them
I have no one to come home to
As long as I sing, so long I exist
Former friends, future friends
Remember me by my songs
Remember me by my songs",https://lyricstranslate.com/en/pristao-sam-bi%C4%87u-sve-%C5%A1to-ho%C4%87e-ive-acquiesced-be-everything-they-want-me-be.html,,['Duško Trifunović'],['Bijelo Dugme'],1980 - Doživjeti stotu,1982 - Singl ploče 1974-1980,2005 - Mramor kamen i željezo - uživo,2006 - Vještina 2 - Massimo,,,https://diskografija.com/pjesma/pristao-sam-bicu-sve-sto-hoce-5143.htm,Pristao sam biću sve što hoće,
68,d/vUPGnO_1_68,Bijelo Dugme,Bijelo Dugme,Ruzica si bila,244408,"Ruzica si bila
jedna u mom srcu
ruzica si bila moja
al' nije za tebe
divlja kupina
ni covjek kao ja
 
Bog mi daje
Bog mi odnosi
ruzica si bila
sada vise nisi

Ref.
S' vremena na vrijeme
kao da cujem stope
k'o da ides preko mog praga

S' vremena na vrijeme
a znam da nemam prava
ti nisi vise moja draga

Letjele su nocas
iznad moga krova
letjele su ptice selice
a ja sam sanjao
tvoja koljena
i tvoje poljupce

Bog mi daje
Bog mi odnosi
ruzica si bila
sada vise nisi

Ref. 2x","https://tekstovi.net/2,33,526.html",Bregovic Goran,Ružica Si Bila,You were a rose,Pljuni i zapjevaj moja Jugoslavijo - 1986,"Ružica si bila,
1
Jedna u mom srcu.
Ružica si bila,
Moja!
Al nije za tebe
Divlja kupina,
Ni čovek kao ja.. Bog mi daje,
Bog mi odnosi,
Ružica si bila,
Sada više nisi.
S' vremena na vrijeme,
Kao da čujem stope,
K'o da ideš preko mog praga.
S' vremena na vrijeme,
A znam da nemam prava,
Ti nisi više moja draga.. Letjele su noćas,
Iznad moga krova,
Letjele su ptice,
Selice!
A ja sam sanjao
Tvoja koljena
I tvoje poljpće.. Bog mi daje,
Bog mi odnosi,
Ružica si bila,
Sada više nisi.
S' vremena na vrijeme,
Kao da čujem stope,
K'o da ideš preko mog praga.
S' vremena na vrijeme,
A znam da nemam prava,
Ti nisi više moja draga.","You were a rose in my heart
You were my rose
But a wild blackberry isn't good enough for you
Nor a man like me. God gives me
God takes from me
You were a rose
But now you're not anymore. Ref.
From time to time
It's like I hear your footsteps
It's like your crossing my threshold
From time to time
But I know I have no right
You're not my darling anymore. Tonight above my roof they flew
Migratory birds flew
But I was dreaming
About your knees and your kisses. God gives me
God takes from me
You were a rose
But now you're not anymore. Ref.",https://lyricstranslate.com/en/ruzica-si-bila-you-were-rose.html-0,['Goran Bregović'],['Goran Bregović'],['Bijelo Dugme'],1986 - Pljuni i zapjevaj moja Jugoslavijo,2003 - 4 Asa - 4 asa,2003 - Live Zagreb - uživo - 4 asa,,,,https://diskografija.com/pjesma/ruzica-si-bila-sada-vise-nisi-5152.htm,Ružica si bila sada više nisi,
69,d/vUPGnO_1_69,Bijelo Dugme,Bijelo Dugme,Sanjao sam nocas da te nemam,119610,"Ref.
Sanjao sam nocas da te nemam
da lezim budan na postelji od snijega
i tiho, tiho neka druga zena
moje ime doziva kroz noc ruzan san

Vidio sam u snu ljiljan bijeli
crne konje i svatove bez pjesme
i tiho bez glasa odlaze nekud
neki dragi ljudi gdje, a gdje ruzan san
 
Hej noci stani
zora nek' svane
(2x)

Ref.

Hej noci stani
zora nek' svane
(2x)

Vidio sam u snu ljiljan bijeli
crne konje i svatove bez pjesme
i tiho bez glasa odlaze nekud
neki dragi ljudi gdje, a gdje ruzan san

Hej noci stani
zora nek' svane
neka zora svane

Hej noci stani
zora nek' svane
neka zora svane
(4x)","https://tekstovi.net/2,33,527.html",Bregovic Goran,Sanjao sam nocas da te nemam,Tonight I dreamt that I don't have you,Eto! Baš hoću! - 1976,"Sanjao sam noćas da te nemam,
1
Da ležim budan na postelji od snijega
I tiho, tiho,
Neka druga žena
Moje ime doziva kroz noć,
Ružan san. Vidio sam u snu ljiljan bijeli
Crne konje i svatove bez pjesme
i tiho bez glasa
Odlaze nekud
Neki dragi ljudi
Gdje a gdje
Ružan san. Hej noći stani
zora nek svane
(neka zora svane)","Tonight I dreamt that I don't have you
that I'm lying awake on beds of snow
and quietly, quietly
some other woman
calls out my name trough the night
bad dream. In my dreams I saw a white lily
back horses and celebrations without song
and quietly without sound
they go away somewhere
some dear people
Where, oh where
bad dream. Hey, night stop
let the dawn break
(let the dawn break)",https://lyricstranslate.com/en/sanjao-sam-nocas-da-te-nemam-tonight-i-dreamt-i-dont-have-you.html,['Goran Bregović'],['Goran Bregović'],['Bijelo Dugme'],1976 - Eto! baš hoću!,2004 - Najljepše ljubavne pjesme,2005 - Mramor kamen i željezo - uživo,,,,https://diskografija.com/pjesma/sanjao-sam-nocas-da-te-nemam-5428.htm,Sanjao sam noćas da te nemam,['Goran Bregović']
70,d/vUPGnO_1_70,Bijelo Dugme,Bijelo Dugme,Selma,59206,"Selma, putuje na fakultet
ona putuje
ja kofer nosim
molim
tezak je, al' posto njen je licno
ja i taj kofer volim 
 
Selma, na ulasku u voz ti htjedoh rec'
nesto njezno
nesto sto izaziva pozor
al' rekoh samo
zdravo Selma
i molim te, ne naginji se kroz prozor 

Ref. 2x
Selma, Selma, zdravo Selma
putuj, Selma i molim te
ne naginji se kroz prozor","https://tekstovi.net/2,33,528.html",Bregovic Goran,Selma,Selma,Kad bi bio bijelo dugme (1974),"Selma
1
Putuje na fakultet
Ona putuje, ja kofer nosim
Molim
Težak je al' pošto njen je lično
Ja i taj kofer volim. Selma, Selma,
Zdravo, Selma
Putuj, Selma
I molim te, ne naginji se kroz prozor. Selma
Na ulasku u voz ti htjedoh reć'
Nesto nježno, sto izaziva
Pozor
Al’ rekoh samo zdravo, Selma
I molim te ne naginji se kroz prozor. Selma, Selma,
Zdravo, Selma
Putuj, Selma
I molim te, ne naginji se kroz prozor","Selma
is travelling to the college
she is travelling and I'm carrying the coffer
Please
It's heavy but since it's hers
I love that coffer also. Selma, Selma
Hello Selma
Travel Selma
And please, don't lean through the window. Selma
Entering the train I wanted to tell you
Something tender, that cause
attention
But I said only hello, Selma
And please, don't lean through the window. Selma, Selma
Hello Selma
Travel Selma
And please, don't lean through the window",https://lyricstranslate.com/en/SELMA-Selma.html,,,['Bijelo Dugme'],1974 - Kad bi bio bijelo dugme,1982 - Singl ploče 1974-1980,1995 - Iz sve snage,2005 - Mramor kamen i željezo - uživo,,,https://diskografija.com/pjesma/selma-5139.htm,Selma,
71,d/vUPGnO_1_71,Bijelo Dugme,Bijelo Dugme,Slatko li je ljubit tajno,45405,"Slatko li je 
curu ljubit tajno  
bolan slatko je 

U torbirbici 
nosis moju sliku diko 
da ne vidi niko 
 
Jer je slatko 
lele sto je slatko 
slatko je slatko 
u sto je slatko 
ljubit tajno 

Sakrit ce nas 4 sume 
4 marka crna 
sakrit ce nas ludi mjesec 
zora rujna 

Nikad nece saznat duso 
moja majka i tvoja 
da te ljubim ja 

Nece odat ni oblaci 
ni ptice ni cvijece 
mogu pitat i postare 
odat nece 

Nikad nece saznat duso 
moja majka i tvoja 
da te ljubim ja 

Doci cu ti pod prozore 
dok ti majka spava 
pobjeci cu prije zore 
jer to ne smije niko znati 
samo ja i ti, ja i ti","https://tekstovi.net/2,33,529.html",Bregovic Goran,Slatko li je ljubit tajno,It's sweet to kiss secretly,Eto! Baš hoću! - 1976,"Slatko li je curu ljubit tajno (2)
1
bolan, slatko je. U torbirgirgici
nosiš moju sliku diko (2)
da ne vidi niko. Jer je slatko,
lele, što je slatko
slatko je slatko
u što je slatko
ljubit tajno. Sakrit će nas 4 šume
4 mraka crna
sakrit će nas ludi mjesec
zora rujna
nikad neće saznat, dušo
moja majka i tvoja
da te ljubim ja. Neće odat ni oblaci
ni ptice ni cvijeće
mogu pitat i postare
odat neće
nikad neće saznat, dušo
moja majka i tvoja
da te ljubim ja. Doći ću ti pod prozore
dok ti majka spava
pobjeći ću prije zore
jer to ne smije niko znati
samo ja i ti
ja i ti","It's sweet to kiss a girl secretly
man, it's sweet. In your purse
you keep my photo, darling
so no one can see it. Because it's sweet
oh, oh, how sweet it is
sweet, it's sweet
uuh how sweet it is
to kiss secretly. Four woods will hide us
four kinds of darkness
the crazy moon will hide us
the red dawn
my mother and your mother
will ever find out, my dear
that I'm kissing you. The clouds won't sell us out either
nor the birds, nor the flowers
I can also ask the mailman
he won't sell us out
my mother and your mother
will ever find out, my dear
that I'm kissing you. I'll come by your window
while your mother is sleeping
I'll vanish before the dawn
because no one can know
just you and I
you and I",https://lyricstranslate.com/en/slatko-li-je-ljubit-tajno-its-sweet-kiss-secretly.html,['Goran Bregović'],['Goran Bregović'],['Bijelo Dugme'],,,,,,,https://diskografija.com/pjesma/slatko-li-je-ljubit-tajno-5425.htm,Slatko li je ljubit' tajno,
72,d/vUPGnO_1_72,Bijelo Dugme,Bijelo Dugme,Sta bi dao da si na mom mjestu,46484,"Sta bi dao da si na mom mjestu 
da te mrze, a da ti se dive 
sta bi dao 

Sta bi dao za veliku gestu 
mjesto svoga da tvoj zivot zive 
sta bi dao 
 
Ti budi srecan sad 
sto si preko puta 
ti sto nas strasni let 
nad provalijom dijeli 
jer ovo je mojih pet minuta 
a pred tobom stoji zivot cijeli 

Sta bi dao da mozes ovako 
dici ruke a puk da te slijedi 
sta bi dao 

Da l' bi i ti u svom srcu plako 
kao sto se moje srce ledi 
da l' bi i ti","https://tekstovi.net/2,33,530.html",Bregovic Goran,Šta bi dao da si na mom mjestu,What would I give for you to be me,Šta bi dao da si na mom mjestu - 1975,"Šta bi dao da si na mom mjestu?
1
Da te mrze, a da ti se dive
Šta bi dao?
Šta bi dao za veliku gestu,
Mjesto svoga da tvoj život žive?
Šta bi dao?. Ti, budi srećan sad što si preko puta
I što nas strašni lijet nad provalijom dijeli,
Jer ovo je mojih pet minuta,
A pred tobom stoji – život cijeli.. Šta bi dao da možeš ovako
Dići ruke, a puk da te slijedi?
Šta bi dao?
Da l’ bi i ti u svom srcu plak’o,
Kao što se moje srce ledi?
Da l’ bi i ti?. Ti, budi srećan sad što si preko puta
I što nas strašni lijet nad provalijom dijeli,
Jer ovo je mojih pet minuta,
A pred tobom stoji – život cijeli.. Ti, budi srećan sad što si preko puta
I što nas strašni lijet nad provalijom dijeli,
Jer ovo je mojih pet minuta,
A pred tobom stoji, o, život cijeli…","What would I give for you to be me?
Everybody to hate you, but to admire you
What would I give?
What would I give for a big gest,
Instead of mine to live your life?
What would I give?. You, better be happy now that you're on the other side
And that the terrible cast over the precipice divides us,
Cause this is my five minutes,
And in front of you stans - a whole life. What would you give to do this
Put your hands up while the regiment follows you?
What would you give?
Would you, inside of your heart cry
Like my heart freezes?
Would yours too?. You, better be happy now that you're on the other side
And that the terrible cast over the precipice divides us,
Cause this is my five minutes,
And in front of you stans - a whole life. You, better be happy now that you're on the other side
And that the terrible cast over the precipice divides us,
Cause this is my five minutes,
And in front of you stans - a whole life",https://lyricstranslate.com/en/sta-bi-dao-da-si-na-mom-mjestu-what-would-i-give-you.html,['Goran Bregović'],['Duško Trifunović'],['Bijelo Dugme'],,,,,,,https://diskografija.com/pjesma/sta-bi-dao-da-si-na-mom-mjestu-5420.htm,Šta bi dao da si na mom mjestu,
73,d/vUPGnO_1_73,Bijelo Dugme,Bijelo Dugme,Sta ima novo,39924,"Meni je uvijek trebao
neko da te samo zaboravim
pozlata na sivilu
poljupci k'o u bunilu
pored mene zene marsiraju
korak il' dva, i brzo nestaju
a cipele me stare zuljaju
 
Meni je uvijek trebao
neko da te samo zaboravim
idem, ali ne odmicem
letim, ali ne polijecem
pokusavam, al' uvijek isto je
biram zene sto lice na tebe
prolaze dani, idu godine

Ref.
E-e-e, sta ima novo kod tebe
jedno te isto kod mene
i uvijek je bilo
o-o-o, isto ludilo","https://tekstovi.net/2,33,531.html",,Šta Ima Novo,What's New,Ćiribiribela - 1988,"Meni je uvijek trebao
Neko da te samo zaboravim
Pozlata na sivilu
Poljupci k’o u bunilu
Pored mene žene marširaju
Korak il’ dva
I brzo nestaju
A cipele me stare žuljaju. Meni je uvijek trebao
Neko da te samo zaboravi
Idem ali ne odmičem
Letim ali ne polijećem
Pokušavam al’ uvijek isto je
Biram žene
Što liče na tebe
Prolaze dani, idu godine. Ej šta ima novo kod tebe
Jedno te isto kod mene
I uvijek je bilo
Isto ludilo
Isto ludilo","I've always needed
Someone to just forget you
A gilt on the greyness
Delirious kisses
Women march before me
A pace or two
And quickly disappear
But I've got blisters from these old shoes. I've always needed
Someone to just forget you
I go but I won't leave
I fly but I don't take off
I try but it's always the same
I choose women
Who look like you
Days pass, years go by. Hey, what's new with you?
It's the same as ever with me
And it's always been
The same madness
The same madness",https://lyricstranslate.com/en/sta-ima-novo-whats-new.html,['Goran Bregović'],['Goran Bregović'],['Bijelo Dugme'],,,,,,,https://diskografija.com/pjesma/sta-ima-novo-5161.htm,Šta ima novo,
74,d/vUPGnO_1_74,Bijelo Dugme,Bijelo Dugme,Sta je tu je,23642,"Mislio sam, mislio sam
mislio sam sve ce stati
kad se moja pjesma cuje
svi ce samnom zapjevati

Ref.
Sta je
a sad sta je tu je
sta je, sta je
a sad sta je tu je
 
Sta se moze, sta se moze
ostavio nisam traga
skratilo mi vrijeme, tu je
izdala me bila snaga

Ref.

Nista vise, nista vise
nista vise nije cudno
protiv vjetra i oluje
pjevati je uzaludno

Ref. 4x","https://tekstovi.net/2,33,11359.html",,Šta je tu je,It Is What It Is*,,"Mislio sam, mislio sam
1
mislio sam sve će stati
kad se moja pjesma čuje
svi će sa mnom zapjevati. REF.
Šta je
a sad šta je tu je
šta je, sta je
a sad šta je tu je. Šta se može, šta se može
ostavio nisam traga
skratilo mi vrijeme, tu je
izvana je divlja snaga. Ref.. Ništa više, ništa više
nista više nije čudno
protiv vjetra i oluje
pjevati je uzaludno. Ref. 4x","I had thought, I had thought
I had thought everything would stop
when my song was heard
everyone would sing along with me. Ref.
It is
but now it is what it is
It is, it is
but now it is what it is. What can you do, what can you do
I left no traces
my time was shortened, it's here,
a wild force is outside. Ref.. Nothing more, nothing more,
nothing is strange anymore
against wind and storm
singing is futile. Ref. 4x",https://lyricstranslate.com/en/sta-je-tu-je-it-what-it.html,,,['Bijelo Dugme'],,,,,,,https://diskografija.com/pjesma/sta-je-tu-je-9575.htm,"Šta je, tu je",
75,d/vUPGnO_1_75,Bijelo Dugme,Bijelo Dugme,"Sve ce to mila moja prekriti ruzmarin, snjegovi i sas",272615,"Sve ce to o, mila moja
prekriti ruzmarin, snjegovi i sas
i dvije ce pokisle ptice
sa tvoga oka prhnuti na jug

Nijedna suza, nimalo volje
nijedna slutnja ni glas
a moglo je bolje
 
Reci ces, malo je tuzno
a on je bio kopile i jad
i stacemo goli i sami
pred ovo ledeno nebo i mrak

Mirise pelin, pusto polje
ocvale ruze i med
a moglo je bolje

Ref.
Gdje, pokazi mi
gdje, kad tuzne sudba ne voli
i cime od svijeta da se branis
kao ruza sa dva smijesna trna, ili snom
uzalud, uzalud, sve je protiv nas","https://tekstovi.net/2,33,532.html",,"Sve će to mila moja prekriti ružmarin, snjegovi i šaš","All of this , oh my darling, will get covered by rosemary , snow and sedge",Bitanga i princeza - 1979,"Sve će to, o mila moja,
1
prekriti ružmarin, snjegovi i šaš
i dvije će pokisle ptice
sa tvoga oka prahnuti na jug
nijedna suza nimalo volje
nijedna slutnja ni glas a moglo je bolje. Reći ćeš malo je tužno
a on je bio kopile i jad
i stat ćemo goli i sami
pred ovo ledeno nebo u mrak
miriše pelin pusto polje
ocvale ruže i med a moglo je bolje
REF
Gdje, pokaži mi gdje
kad tužne sudba ne voli
i čime od svijeta da se braniš
kao ruža sa dva smiješna trna ili snom
uzalud, uzalud, sve je protiv nas. Sve će to, o mila moja,
prekriti ružmarin, snjegovi i šaš
i dvije će pokisle ptice
sa tvoga oka prahnuti na jug
nijedna suza nimalo volje
nijedna slutnja ni glas a moglo je bolje","All of this , oh my darling,
will get covered by rosemary , snow and sedge
and two sodden birds
will fly to the south from your eye
no tear, no will
no omen, no voice , and it could have been better. you will say its a little sad
and he was a bastard and misery
and we will stand ,naked and alone
in front of this ice sky in the dark
wormwood smells, empty field
faded roses and honey , and it could have been better
Refren
where, show me where
when destiny doesn´t love the sad ones
and how will you protect yourself from the world
like a rose with two funny torns or a dream
in vain, in vain, everything is against us. All of this , oh my darling,
will get covered by rosemary , snow and sedge
and two sodden birds
will fly to the south from your eye
no tear, no will
no omen, no voice , and it could have been better",https://lyricstranslate.com/en/sve-ce-mila-moja-prekriti-ruzmarin-snjegovi-i-sas-sve-ce-mila-moja-prekriti-ruzmarin-snjegovi-i-sas.html,,['Goran Bregović'],['Bijelo Dugme'],1979 - Bitanga i princeza,2005 - Mramor kamen i željezo - uživo,2006 - Vještina 2 - Massimo,2011 - Zar više nema nas - Klapa Cambi,,,https://diskografija.com/pjesma/sve-ce-to-mila-moja-prekriti-ruzmarin-snjegovi-i-sas-5137.htm,"Sve će to mila moja prekriti ružmarin, snjegovi i šaš",
76,d/vUPGnO_1_76,Bijelo Dugme,Bijelo Dugme,Sve cu da ti dam samo da zaigram,19417,"Sviraj jedna zena zna  
zasto nemam sna 
igram sam 
dat cu zadnji gros  
samo da igram jos 

Sviraj krv mi nocas vri 
vinom bojim svijet 
gorim sav 
dat cu zadnji gros  
samo da igram jos 
 
Sviraj cijelu noc 
sviraj cijelu noc 

Kucu da ti dam 
dusu da ti dam 
konja da prodam 
sve cu da ti dam 
samo da zaigram","https://tekstovi.net/2,33,533.html",Bregovic Goran,Sve ću da ti dam samo da zaigram,I'll give anything just to dance,Kad bi bio bijelo dugme - 1974,"Sviraj, jedna žena zna
1
zašto nemam sna
Igram sam,
dat ću zadnji groš
samo da igram još. Sviraj, krv mi noćas vri
vinom bojim svijet
gorim sav
Dat ću zadnji groš
samo da igram još. Sviraj cijelu noć
sviraj cijelu noć. Kuću da ti dam
dušu da ti dam
konja da prodam
sve ću da ti dam
samo da zaigram","Play, one woman knows
why I can't sleep
I dance alone
I'll give my last penny
just to dance some more. Play, my blood is boiling tonight
I'm colouring the world with wine
I'm burning completely
I'll give my last penny
just to dance some more. Play it all night
play it all night. I'll give you my house
I'll give you my soul
I'll sell my horse
I'll give you anything
just do I can dance",https://lyricstranslate.com/en/sve-cu-da-ti-dam-samo-da-zaigram-ill-give-anything-just-dance.html,,,['Bijelo Dugme'],1974 - Kad bi bio bijelo dugme,1982 - Singl ploče 1974-1980,1995 - Iz sve snage,,,,https://diskografija.com/pjesma/sve-cu-da-ti-dam-samo-da-zaigram-5172.htm,Sve ću da ti dam samo da zaigram,
77,d/vUPGnO_1_77,Bijelo Dugme,Bijelo Dugme,Svi mars na ples,29661,"Moje je ime Sef 
tamne strane mjeseca
gospodar muha, ljubavnik 
kurvi i kraljica

Na mojoj vatri pohuju ratove
pikantne jeze za boje i krstove
uz ples i sve uz ples
 
U mojoj kadi plesu krstarice
marinci pjevaju ruske pjesmice
veselje svud

Ha ha ha ha ha

Ref. 4x
Svi mars na ples

Bas nesto gledam 
apsolutno bezvezno
nesto je trulo u drzavi Danskoj 
i bolesno

U mom tv-u kaplari lumpuju
hljeba i igara gladni zijevaju
na ples i sve uz ples

Ponekad na uho sapnem papama
Bog il' je s vama ili je s nama
veselje svud

Ref. 4x

Subi dubi dubi daj
haj jaj jaj
subi dubi dubi daj
haj jaj jaj
subi dubi dubi dubi","https://tekstovi.net/2,33,4403.html",Bregovic Goran,"Ha, ha, ha","Ha, Ha, Ha",Doživjeti stotu - 1980,"Moje je ime šef
1
Tamne strane Mjeseca
Gospodar muha,
Ljubavnik kurvi i kraljica. Na mojoj vatri pohuju
Ratove, pikantne
Jeze za boje i krstove
Uz ples, i sve uz ples. U mojoj kadi plešu krstarice
Marinci pjevaju ruske pjesmice
Veselje svud
Ha, ha, ha, hahaha. Baš nešto gledam
Apsolutno bezvezno
Nešto je trulo u državi
Danskoj i bolesno. U mom TV-u kaplari
Lumpuju, hljeba
Igara gladni zevaju
Uz ples, i sve uz ples. Ponekad na uho šapnem papama
Bog il' je s vama ili je sa nama
Veselje svud
Ha, ha, ha, hahaha. Svi marš na ples
Svi marš na ples
Svi marš na ples
Svi marš na ples","I'm the boss of
The moon's dark side
I'm a fly master
A whore and queens lover. On my stove
Wars are being fried in breadcrumbs
Piquant shivers for battles and crucifixes. While dancing, and everything while dancing
In my bathtub cruisers are dancing
The marines are singing Russian songs
Celebration everywhere
Ha, ha, ha, hahaha. I'm looking at
Something totally stupid
Something is rotten and sick
In Denmark. On my tv screen
Corporals are drunk
The hungry are staring at bread and dances
While dancing, and everything while dancing. Sometimes I whisper to the popes
Either God is with you or He's with us
Celebration everywhere
Ha, ha, ha, hahaha. Everybody dance!
Everybody dance!
Everybody dance!
Everybody dance!",https://lyricstranslate.com/en/ha-ha-ha-ha-ha-ha.html-0,['Goran Bregović'],['Goran Bregović'],['Bijelo Dugme'],1980 - Doživjeti stotu,2002 - Zvuk osamdesetih Pop i Rock 1980 - 1981,,,,,https://diskografija.com/pjesma/ha-ha-ha-9567.htm,"Ha, ha, ha",['Goran Bregović']
78,d/vUPGnO_1_78,Bijelo Dugme,Bijelo Dugme,"Tako ti je mala moja, kad ljubi Bosanac",111767,"Jesi l' mala ljubila do sada
jesi, jesi al' Bosanca nisi

Lijepo cu se ocesljati
dotjerati, opeglati
mirisat' cu kao ruza
volices me ti, to znam
 
Kupicu ti nanulice
od bisera ogrlice
i kolace i bombone
za poljubac sve cu da ti dam

I na kraju
kad ti kazem volim te
ne vjeruj mi, lazem te
tako ti je mala moja
kad ljubi Bosanac

Obecat' cu, prevarit' cu
doletit' cu, poludit' cu
ljubit' cu te, necu stati
dok ne kazes glasno, ti si moj

Opit' cu se, nek' cu se
s' jaranima potuc' cu se
zbog tebe cu glavu gubit'
al' cu biti tvoj, bicu tvoj

Ref.
Hej, stani
hej, stani lane moje
hej, stani","https://tekstovi.net/2,33,534.html",Bregovic Goran,"Tako ti je mala moja, kad ljubi Bosanac",That is how a Bosnian man loves,Šta bi dao da si na mom mjestu - 1975,"Jesi mala ljubila do sada?
1
Jesi, jesi, al' bosanca nisi.... Lijepo ću se dotjerati, očešljati, popeglati
Mirisaću kao ruža
Voljet ćeš me ti, to znam.. Kupiću ti nanulice, od bisera ogrlice
I kolače i bombone
Za poljubac sve ću da ti dam.. I na kraju, kad ti kažem volim te
Ne vjeruj mi, lažem te
Tako ti je mala moja, kad ljubi Bosanac.. Obećaću, prevariću, poletiću, poludiću
Ljubiću te, neću stati
Dok ne kažeš glasno, ti si moj.. Opiću se, nek' ću se, s jaranima potuću se
Zbog tebe ću glavu gubit
Al' ću biti tvoj, biću tvoj.. I na kraju, kad ti kažem volim te
Ne vjeruj mi, lažem te
Tako ti je mala moja, kad ljubi Bosanac.. Hej stani, hej stani, lane moje
Hej stani...","Have you ever loved, my little one?
You have, you have, but not a Bosnian man. I will comb well, dress up, hammer out
I will smell like a rose
you will love me, I know that.. I will buy you necklace of pearls
sweets and candies
for a kiss, I will give you everything. And at the end when I tell you I love you
don't trust me, I'm lying to you
that is how a Bosnian man loves, my little one. I will promise, I will trick, I will fly, I will go crazy
I will kiss you, I won't stop
until you say out loud- you are mine. I will get drunk, I will fight with my friends
for you I will loose my head
but I'll be yours, I'll be yours. And at the end when I tell you I love you
don't trust me, I'm lying to you
that is how loves a Bosnian man, my little one. Hey, stop for a while
Hey stop my fawn
hey, stop for a while",https://lyricstranslate.com/en/tako-ti-je-mala-moja-kad-ljubi-bosanac-how-bosnian-man-loves.html-0,['Goran Bregović'],['Goran Bregović'],['Bijelo Dugme'],1975 - Šta bi dao da si na mom mjestu,1975 - Šta bi dao da si na mom mjestu - uživo,1982 - Singl ploče 1974-1980,1995 - Iz sve snage,2005 - Mramor kamen i željezo - uživo,,https://diskografija.com/pjesma/tako-ti-je-mala-moja-kad-ljubi-bosanac-5140.htm,Tako ti je mala moja kad ljubi Bosanac,
