Song_ID,Artist,Artist_diskografija,Song_tekstovinet,Views_tekstovinet,Lyrics_tekstovinet,Url_tekstovinet,Writer_lyricstranslate,Song_lyricstranslate,EngTitle_lyricstranslate,Album_lyricstranslate,Lyrics_lyricstranslate,EngLyrics_lyricstranslate,Url_lyricstranslate,Skladba_diskografija,Stihovi_diskografija,Izvedba_diskografija,Album_1_diskografija,Album_2_diskografija,Url_diskografija,Song_diskografija,Aranžman_diskografija,Album_3_diskografija
YdU8F5rG_1_34,Jelena Rozga,Jelena Rozga,Prsti zapleteni (duet Klapa Rispet),80261,"Ljubav ima lipe rici
da bar zna sam jednu rec
lipa ric da te izlici
ne bi mogla ti utec

Da si samo tija cuti
sto ti sapce srca glas
ti me nikad ne bi pusti
i jos imali bi nas
 
Ref.
Kad te sretnem jos te gledam
da ne vidis ispod oka
jos je rana uvik friska
jos je rana preduboka

Kad te vidim jos te gledam
jos te ima svud u meni
jos te drugom nikom ne dam
jos su prsti zapleteni


Ljubav ima lipe rici
da bar zna si jednu rec
lipa ric da me izlici
ne bi mogla ja utec

Da sam samo tija cuti
sto ti sapce srca glas
ja te nikad ne bi pusti
i jos imali bi nas

Ref.","https://tekstovi.net/2,1156,42697.html",Pero Kozomara,Prsti Zapleteni (+Jelena Rozga),Fingers intertwined,,"Ljubav ima lipi riči
1
da bar zna san jednu reć
lipa rič da te izliči
ne bi mogla ti uteć,
da si samo tija čuti
šta ti šapće srca glas
ti me nikad ne bi pusti
i još imali bi nas…. Kad te sretnem još te gledam
da ne vidiš ispod oka
još je rana uvik friška
još je rana preduboka,
kad te vidim još te gledam
još te ima svud u meni
još te drugom nikom ne dam
još su prsti zapleteni. Ljubav ima lipi riči
da bar zna si jednu reć
lipa rič da me izliči
ne bi mogla ja uteć,
da sam samo tija čuti
što ti šapće srca glas
ja te nikad ne bi pusti
i još imali bi nas…","Love has beautiful words
I wish I had known how to say one
A beautiful word to cure you
It couldn't have gotten away from you,
If you only wanted to hear
What the voice of the heart whispers to you
You would have never let me go
And we would still have us.... When I come across you, I still look at you
Secretly, so you wouldn't notice
The wound is still fresh
The wound is still too deep
You are still present everywhere inside me
I still won't give you to anybody else
Still - the fingers are intertwined. Love has beautiful words
I wish you had known how to say one
A beatiful word to cure me
I wouldn't have been able to get away from you
If I only wanted to hear
What the voice of your heart whispers
I would have never let you go
And we would still have us...",https://lyricstranslate.com/en/prsti-zapleteni-jelena-rozga-fingers-intertwined.html,,,,,,,,,
YdU8F5rG_1_35,Jelena Rozga,Jelena Rozga,Razmazena,195213,"Ja nisam negativka nikako
a kradljivica srece slucajno

Nemam ni zelju ni dar
u dnevniku datum si star
pise, rubrika za bivse
 
Sve u rukavicama, obzirno
nesto cu tebi reci ubrzo

Nista ne slutis, to znam
smijes mi se ocima
kako reci ti polako
idem trenutak samo
popravit' sminku malo

Ref.
Sedam minuta sama
ja stojim zakljucana
i biram rijeci kako cu ti reci
da nije krivac netko treci

Da sam ti samo teret
da nisam za pozeljet
da necu zavjet, papir niti vezu
i da sam takva od malena
jedina, jedna do neba razmazena

Ref. 2x","https://tekstovi.net/2,1156,30144.html",,Razmažena,Spoiled,Bižuterija (2011),"Ja nisam negativka nikako,
1
a kradljivica sreće slučajno.
Nemam ni želju ni dar,
u dnevniku datum si star
piše - rubrika za bivše. Sve u rukavicama obzirno
nešto ću tebi reći ubrzo.
Ništa ne slutiš, to znam
smiješ mi se očima
kako - reci ti polako.. Idem trenutak samo
popravit šminku malo. REF.
Sedam minuta sama
ja stojim zaključana
i biram riječi
kako ću ti reći
da nije krivac netko treći. Da sam ti samo teret
da nisam za poželjet
da neću zavjet, papir niti vezu
i da sam takva od malena,
jedina jedna, do neba razmažena. Sve u rukavicama obzirno
nešto ću tebi reći ubrzo.
Al' ništa ne slutiš, to znam
smiješ mi se očima
kako - reci ti polako.. Idem trenutak samo
popravit šminku malo. REF.. REF.","I'm not a villain at all
But I'm accidentally a happiness stealer
I didn't want it and I wasn't talented for it
You are an old date in my diary
It's written - ex-boyfriends column. Everything in gloves, considerately,
I'm gonna tell it to you soon
You have no idea about it, I know it
you are laughing at me with your eyes
How? Tell me slowly. I'm going away just for a moment
I have to fix my make-up a little bit. Chorus:
For seven minutes
I've been standing locked alone
choosing words
which I'm gonna tell you
tell you this isn't someone else's fault. Tell you that I'm just a burden to you
That I'm not a girl who you want
That I don't want any vows, papers or relationships
And that I've been that way since I was little
One and only, totally spoiled. Everything in gloves, considerately,
I'm gonna tell it to you soon
You have no idea about it, I know it
you are laughing at me with your eyes
How? Tell me slowly. I'm going away just for a moment
I have to fix my make-up a little bit. Chorus. Chorus",https://lyricstranslate.com/en/razmazena-spoiled.html,,,['Jelena Rozga'],,,https://diskografija.com/pjesma/razmazena-21359.htm,Razmažena,,
YdU8F5rG_1_36,Jelena Rozga,Jelena Rozga,Roba sa greskom,89924,"Nocas je hladno, k'o smak da je svijeta
svi slave zastitnika ovoga grada
necija tudja prisutnost mi smeta
zasto sam sebi to dozvolila ja

Jesam li luda il' nisam budna
i sto mi je sad
casa sampanjca i ruke neznanca
ma to nisam ja
 
Ref.
Krojaci sudbine moje
sa njim me spojite da slicim na nesto
moje je srce nepopravljiva stvar
roba sa greskom, roba sa greskom

Krojaci sudbine moje
razbijte tanjur fini od porculana
vratite taj otucen sa svih strana
jer ova je ljubav ko jeftina hrana
 loseg restorana

Lijep kao grijeh on zeli to sve
zagrlim jastuk i odmicem se
dal' to me grije svijetlo iz geta
il' tijelo njega sto uvjerava me

Da sam mu draga i cemu se nada
al' ja nisam ta
casa sampanjca i ruke neznanca
ma to nisam ja

Ref. 2x","https://tekstovi.net/2,1156,20231.html",,Roba sa greškom,Merchandise With A Mistake,Oprosti mala,"Noćas je hladno, k'o smak da je svijeta
1
svi slave zaštitnika ovoga grada
nečija tuđa prisutnost mi smeta
zašto sam sebi to dozvolila ja. Jesam li luda il' nisam budna
i što mi je sad
čaša šampanjca i ruke neznanca
ma to nisam ja. REF
Krojači sudbine moje
sa njim me spojite da sličim na nešto
moje je srce nepopravljiva stvar
roba sa greškom, roba sa greškom
-
Krojači sudbine moje
razbijte tanjur fini od porculana
vratite taj otučen sa svih strana
ova je ljubav k'o jeftina hrana, lošeg restorana. Lijep kao grijeh al' želi to sve
zagrlim jastuk i odmičem se
dal' to me grije svijetlo iz geta
il' tijelo njega što uvjerava me. Da sam mu draga i čemu se nada
al' ja nisam ta
čaša šampanjca i ruke neznanca
ma to nisam ja. Ref. x2","Tonight is cold like the end of the world
Everybody's celebrating a protector of this town
Somebody else's presence is bothering me
Why have I allowed myself that. Am I crazy or not awake
And what's with me now
Glass of champagne and the hands of a stranger
But that's not me. Chorus:
Makers of my destiny
Pair him with me so I look like something
My heart is an irreparable thing
Merchandise with a mistake, merchandise with a mistake
-
Makers of my destiny
Brake the fine porcelain plate
Bring it back damaged
This love is like a cheap food from a bad restaurant. Beautiful like a sin but he wants it all
I hug a pillow and am moving away
Is that the light from Get that is heating me
Or the body that's assuring me. That he likes me and what is he expecting
But I'm not that one
Glass of champagne and the hands of a stranger
But that's not me. Chorus x2",https://lyricstranslate.com/en/roba-sa-gre%C5%A1kom-merchandise-mistake.html,,,,,,,,,
YdU8F5rG_1_37,Jelena Rozga,Jelena Rozga,Rodit' cu ti 'cer i sina,134757,"Ej ti, kad god mi dodjes
nikad' neces poljubiti zid
znas li, oduvijek ti si prvi
a iza tebe su svi
i pravo vrijeme je da me zaprosis

Kuc, kuc, pokucaj kad god hoces
u moju sobu i svijet
i tu, i tu, kao kod svoje kuce
odspavaj, budi mi lijep
jer ljubav dolazi kao vatromet
 
Ref.
Od rodjenja, od davnina
mom si srcu boja vina
rodit' cu ti 'cer i sina
zivjet cemo sto godina

Od pocetka, pa do kraja
ima nesto sto nas spaja
jer je zivot samo igra
lumpujmo i bas nas briga","https://tekstovi.net/2,1156,27536.html",,Rodit ću ti ćer i sina,I'll give birth to your son and daughter,Bižuterija (2011),"Ej ti, kad god mi dođeš,
1
nikad' nećeš poljubiti zid
znaš li, oduvijek ti si prvi,
a iza tebe su svi
i pravo vrijeme je da me zaprosiš. Kuc, kuc, pokucaj kad god hoćeš
u moju sobu i svijet
i tu, i tu, kao kod svoje kuće
odspavaj, budi mi lijep
jer ljubav dolazi kao vatromet. Ref.
Od rođenja, od davnina
mom si srcu boja vina
rodit' ću ti 'ćer i sina
živjet ćemo sto godina. Od početka, pa do kraja
ima nešto što nas spaja
jer je život samo igra
lumpujmo i baš nas briga","Hey, you, whenever you come to me,
you'll never kiss the wall
Do you know that you have always been the first
all the others are behind you
and it's time for you to propose me. Knock, knock, knock whenever you want,
in my room and my world
and here and here, like you're at your place
take a nap, stay beautiful
because love is coming like a firework. Chorus:
Since my birth, since ages
you are the color of wine for my heart
I'll give birth to your son and daughter
we'll live a hundred years. From the start to the end
there is something which connects us
because the life is just a game
Let's party and don't care!",https://lyricstranslate.com/en/rodit-cu-ti-cer-i-sina-ill-give-birth-your-son-and-daughter.html,,,['Jelena Rozga'],,,https://diskografija.com/pjesma/rodit-cu-ti-cer-i-sina-14701.htm,Rodit' ću ti 'ćer i sina,,
YdU8F5rG_1_38,Jelena Rozga,Jelena Rozga,Roza boja,38552,"Lani, lani, bili su mi dani
svi u roza boji obasjani
sreca, sreca, ko je se jos sjeca
nestala je k'o na vjetru svijeca
jer do tebe ne smijem
da te suzom umijem
 
Ref. 2x
Roza, roza vise ne postoji
roza, roza vise mi ne stoji
samo sivo u zivotu mom
jer si opet ti sa njom

Nece, nece da mi krene
ovo vrijeme sad je protiv mene
jer do tebe ne smijem
da te suzom umijem

Ref. 2x

Roza, roza vise ne postoji
Rozga, Rozga vise ti ne stoji
samo sivo u zivotu mom
jer si opet ti sa njom","https://tekstovi.net/2,1156,19370.html",,Roza boja,Pink color,Oprosti mala,"Lani, lani, bili su mi dani
1
svi u roza boji obasjani
sreca, sreca, ko je se jos sjeca
nestala je k'o na vjetru svijeca
jer do tebe ne smijem
da te suzom umijem. Ref. 2x
Roza, roza vise ne postoji
roza, roza vise mi ne stoji
samo sivo u zivotu mom
jer si opet ti sa njom. Nece, nece da mi krene
ovo vrijeme sad je protiv mene
jer do tebe ne smijem
da te suzom umijem. Ref. 2x. Roza, roza vise ne postoji
Rozga, Rozga vise ti ne stoji
samo sivo u zivotu mom
jer si opet ti sa njom","Last year, last year my days were
all iluminated with pink color
the happiness, the happiness, who still remember it
it disappeared like candle on the wind
because I can´t reach you
to wash you with my tear. Chorus:
Pink, pink doesn´t exist anymore
pink, pink doesn´t fit me anymore
just gray in my life
because you´re again with her. It would´t be, it wouldn´t be better
this time is now against me
because I can´t reach you
to wash you with my tear. Chorus:. Pink, pink doesn´t exist anymore
Rozga, Rozga doesn´t fit you anymore
just gray in my life
because you´re again with her",https://lyricstranslate.com/en/roza-boja-pink-color.html,['Đorđe Novković'],['Željko Pavičić'],['Jelena Rozga'],,,https://diskografija.com/pjesma/roza-boja-9890.htm,Roza boja,['Remi Kazinoti'],
YdU8F5rG_1_39,Jelena Rozga,Jelena Rozga,Sad il' nikad,39789,"Evo ovdje stanujem
doprati me molim te
skuhat cu ti kavu, caj, hajde
nesto slatko uvijek se nadje

Kazes ne bi kasno je, ustajem rano 
rano, drugi puta bit ce sjajno
 
Ref.
Ja iz tvojih usta ne, ne zelim cut
ne znam je l' nam prvi ili zadnji put
sad il' nikad, poslije pitanje je
da l' ce ikad bit' ovakve prilike za tebe

Ti bi bio prvi sto me odbija
poslije cu ti duso postat fobija
sad il' nikad, poslije pitanje je
da l' ce ikad bit ovakve prilike za tebe

Hajde pokisnut ces tu
vrijeme je od prehlade
a kod mene toplo je, hajde
mozda neki dobar film se nadje

Kazes ne bi kasno je, ustajem rano 
rano, drugi puta bit ce sjajno

Ref. 2x","https://tekstovi.net/2,1156,30017.html",,Sad il' nikad,Now or never,Bižuterija (2011),"Evo ovdje stanujem,
1
doprati me molim te
Skuhat cu ti kavu, čaj, hajde,
nešto slatko uvijek se nađe. Kažes, ne bi kasno je,
ustajem rano, rano
Drugi puta bit će sjajno. REF.
Ja iz tvojih usta
„NE!“ ne želim čut
Ne znam jel nam prvi
ili zadnji put.
Sad il’ nikad,
poslije pitanje je
Dal će ikad bit ovakve prilikee,
za tebe.. Ti bi bio prvi
što me odbija
Posli ću ti dušo
postat fobija
Sad il’ nikad
poslje pitanje je
Dal će ikad bit ovakve prilikee,
za tebe.. Hajde pokisnut ćes tu,
vrijeme je od prehlade,
A kod mene toplo je, hajde,
možda neki dobar film se nađe
Kazes, ne bi kasno je,
ustajem rano, rano
Drugi puta bit će sjajno.. REF.","I live here,
walk with me to my door, please,
I'll cook you some tea or coffee, c'mon,
there's always something sweet in the house. You're saying: ""No, thanks, it's late,
I get up very early,
but it would be great next time."". Chorus:
I don't want to hear: ""NO!""
from your mouth
I don't know if this is the first
or the last time for us
Now or never,
later is doubtful
if you're ever going to get chance like this
again. You would be the first guy
to reject me
Later I might become
your phobia, darling
Now or never,
later is doubtful
if you're ever going to get chance like this
again. C'mon, you're going to get wet out there
it's pretty cold weather
And it's warm at my place
Maybe I could find some good movie
You're saying: ""No, thanks, it's late,
I get up very early,
but it would be great next time."". Chorus",https://lyricstranslate.com/en/sad-il039-nikad-now-or-never.html,,,['Jelena Rozga'],2011 - Bižuterija,2011 - Bižuterija - remix,https://diskografija.com/pjesma/sad-il-nikad-14698.htm,Sad il' nikad,,
YdU8F5rG_1_40,Jelena Rozga,Jelena Rozga,Solo igracica,54321,"Zivot moj, zivot tvoj
ima vise oblika
nekom kraj, nekom raj
nekom crna kronika

A ja u nasljedstvo
dobila sjecanje na tebe
to me razdire
 
Ja sam sa njim, mi smo tim
koji gubi sigurno
gleda me, cuva me
kao nesto posebno

Pa cinim prekrsaj
stalno te zamisljam
 ne diram nikoga
 bezazlen pokusaj, izmisljotina

Ref.
Kada sa njim spavam
mislim da si ti
ukradem tu malu
dozu ljubavi

Kazem sebi luda si
ali opet bih
bar u masti s tobom
to se dogodi

Kada sa njim spavam
mislim ti
i taj luksuz mali
sebi dopustim

Jer od svih muskaraca
nikad oslonca
oduvijek sam bila
i ostacu ja, solo igracica

Ref. 2x","https://tekstovi.net/2,1156,34229.html",,Solo Igračica,Solo Player,,"Život moj, život tvoj
1
Ima više oblika
Nekom kraj, nekom raj
Nekom crna kronika. A ja u nasljedstvo
Dobila sjećanje na tebe
To me razdire. Ja sam sa njim, mi smo tim
Koji gubi sigurno
Gleda me, čuva me
Kao nešto posebno. Pa činim prekršaj
Stalno te zamišljam
Ne diram nikoga
Bezazlen pokušaj, izmišljotina. Kada sa njim spavam
Mislim da si ti
Ukradem tu malu
Dozu ljubavi. Kažem sebi luda si
Ali opet bih
Bar u mašti s tobom
To se dogodi. Kada sa njim spavam
Mislim da si ti
I taj luksuz mali
Sebi dopustim. Jer od svih muškaraca
Nikad oslonca
Oduvijek sam bila
I ostat ću ja, solo igračica","My life, your life
Has more forms
Someone's end, someone's heaven
Someone's black chronicle. And in my heritage
I received memories of you
That tears me apart. I'm with him, we're a team
That loses for sure
He watches over me, he protects me
Like I'm something special. So I foul,
I keep imagining you,
I don't mess with anyone,
harmless attempt, fabrication. When I sleep with him
I think that it's you
I'm stealing that
Small dosage of love. I tell myself that I'm crazy
But at least again
I want it to happen again
In a daydream with you. When I sleep with him
I think that it's you
And I'm allowing myself
That small luxury. 'Cause out of all the men (I was with)
I could never rely on them
I was always
And will remain to be, a solo player",https://lyricstranslate.com/en/solo-igra%C4%8Dica-solo-player.html,['Tonči Huljić'],['Vjekoslava Huljić'],['Jelena Rozga'],,,https://diskografija.com/pjesma/solo-igracica-16230.htm,Solo igračica,['Remi Kazinoti'],
YdU8F5rG_1_41,Jelena Rozga,Jelena Rozga,Suze od kristala,42157,"Uzimas mi skoro sve
mislis samo na sebe
gdje cu sada, grad je pust
rijeci teku na izust

Da mi zbrojis rane sve
sto naredale su se
trebale bi godine
jedan zivot najmanje
 
Ref. 2x
Zar da samo sutim i da ne placem
nisu suze od kristala
kada teku da se svaka razbije
svaka sto je za te pala

Sve su rane, sve je bol
koliko je vrijedilo
zar je sutra sudjeno
da je drugom nudjeno

Ref. 2x

Ref.","https://tekstovi.net/2,1156,19971.html",,Suze od kristala,Crystal Tears,Oprosti mala (2006),"Uzimaš mi skoro sve
1
misliš samo na sebe
gdje ću sada, grad je pust
riječi teku na izust. Da mi zbrojiš rane sve
što naredale su se
trebale bi godine
jedan život najmanje. Ref.
Zar da samo šutim i da ne plačem
nisu suze od kristala
kada teku da se svaka razbije
svaka što je za te pala. Sve su rane, sve je bol
koliko je vrijedilo
zar je sutra suđeno
da je drugom nuđeno. Ref. 2x. ","You take almost everything from me
You think only of yourself.
Where am I to go now? The city is empty
Words come from the top of the head. If you were to add up all the wounds
That lined up,
It would take you years,
At least a lifetime.. (Chorus)
Am I just supposed to keep quiet and not to cry?
Tears aren't made of crystal
So each would break when they shed,
Each one that fell because of you.. Everything is wounds, eveything is pain
What was it worth?
Is tomorrow meant to be
Offered to another one?. (Chorus)",https://lyricstranslate.com/en/suze-od-kristala-crystal-tears.html,['Tonči Huljić'],['Vjekoslava Huljić'],['Jelena Rozga'],,,https://diskografija.com/pjesma/suze-od-kristala-9895.htm,Suze od kristala,['Remi Kazinoti'],
YdU8F5rG_1_42,Jelena Rozga,Jelena Rozga,Sve mi tvoje oci govore,54151,"Ulazis k'o da me nema
opet taj miris parfema
a nije tvoj, ni moj
Boze ciji je

Skidas se, umorno sjedas
sutis u oci me ne gledas
ti nisi svoj, ni moj
Boze ciji si
 
Ref.
Da l' da pitam sto se dogadja
da mi kaze sto me pogadja
il' da sutim i zaboravim te
jer sve mi tvoje oci govore

Da l' da pitam sto je sa nama
da mi sunce sjenom zaklanja
il' da sutim i zaboravim te
jer sve mi tvoje oci govore

Vise tu nicega nema
poneka dosadna tema
to nije spas, za nas
Boze sto je to

Ref.","https://tekstovi.net/2,1156,19968.html",,Sve mi tvoje oči govore,Your Eyes Tell Me Everything,Oprosti mala (2006),"Ulaziš k'o da me nema
1
opet taj miris parfema
a nije tvoj, ni moj
Bože čiji je. Skidaš se, umorno sjedaš
sutiš u oči me ne gledaš
ti nisi svoj, ni moj
Bože čiji si. Ref.
Da l' da pitam što se događa
da mi kaže što me pogađa
il' da sutim i zaboravim te
jer sve mi tvoje oči govore. Da l' da pitam što je sa nama
da mi sunce sjenom zaklanja
il' da sutim i zaboravim te
jer sve mi tvoje oči govore. Više tu ničega nema
poneka dosadna tema
to nije spas, za naš
Bože što je to. Ref.. ","You enter like I'm not here
That smell of perfume again
And it isn't yours, nor mine
God, whose is it?. You're taking off your clothes, sit down tiredly
You're silent, you don't look me in the eyes
You're not yours nor mine
God, whose are you?. CHORUS
Should I ask what's going on?
So he can tell me what's affecting me
Or should I keep silent and forget you
Because your eyes tell me everything. Should I ask what's with us?
That the sun is blocking me with shadow
Or should I keep silent and forget you
Because your eyes tell me everything. There's nothing there anymore
Some boring topic
That isn't salvation, for us
God, what is that?. CHORUS x1",https://lyricstranslate.com/en/sve-mi-tvoje-o%C4%8Di-govore-your-eyes-tell-me-everything.html,['Đorđe Novković'],['Željko Pavičić'],['Jelena Rozga'],,,https://diskografija.com/pjesma/sve-mi-tvoje-oci-govore-9894.htm,Sve mi tvoje oči govore,['Remi Kazinoti'],
YdU8F5rG_1_43,Jelena Rozga,Jelena Rozga,Sve se meni cini,53286,"Jos si uvijek ljubav moja
sreca moja jedina
sto po srcu i u ponoc
i u podne isto udara

Ref.
Sve se meni cini da
volim te bez razloga
al' ne mogu protiv sebe ja
nada umre posljednja
 
Sve se meni cini da
volim te bez razloga
al' jos uvijek sebe tjesim
da to nije istina

Na tebi se ne bi reklo
da su prosle godine
na meni se one vide
vidi ko me dobro poznaje

Ref.

Ref.","https://tekstovi.net/2,1156,19969.html",,Sve se meni čini,Everything seems to me,Oprosti mala,"Još si uvijek ljubav moja
1
Sreća moja jedina
Što po srcu i u ponoć
I u podne isto udara. Sve se meni čini da
volim te bez razloga
Al' ne mogu protiv sebe ja
Nada umre posljednja. Sve se meni čini da
Volim te bez razloga
Al' još uvijek sebe tješim
Da to nije istina. Na tebi se ne bi reklo
Da su prošle godine
Na meni se one vide
Vidi 'ko me dobro poznaje. Sve se meni čini da
volim te bez razloga
Al' ne mogu protiv sebe ja
Nada umre posljednja. Sve se meni čini da
Volim te bez razloga
Al' još uvijek sebe tješim
Da to nije istina. Nada umre posljednja ...","You're still my love
My only happiness
That's been hitting my heart
During the midnight and day. Everything seems to me that
I love you without a reason
But I can't go against myself
Hope dies last. Everything seems to me that
I love you without a reason
But I'm still trying to convince myself
That it's not true. No one would be able to tell
That you have aged
But you can see I have aged
Those who know me well can see. Everything seems to me that
I love you without a reason
But I can't go against myself
Hope dies last. Everything seems to me that
I love you without a reason
But I'm still trying to convince myself
That it's not true. Hope dies last...",https://lyricstranslate.com/en/sve-se-meni-%C4%8Dini-everything-seems-me.html,['Tonči Huljić'],['Vjekoslava Huljić'],['Jelena Rozga'],,,https://diskografija.com/pjesma/sve-se-meni-cini-9892.htm,Sve se meni čini,['Remi Kazinoti'],
YdU8F5rG_1_44,Jelena Rozga,Jelena Rozga,"Svega ima, al' bi jos",19759,"Dobro dos'o u moj stan
neces tako brzo van
a kad sreca meni da svoj glas
nece zaspat' nijedno od nas, od nas

Ponavljamo gradivo
do kraja pa nanovo
ubijamo se od ucenja
ma nema kave, nema predaha
 
Ref.
Ma tko mi zvoni
zvoni, zvoni cijeli dan
mene nema, ponavljam
jer na sedmom nebu sam

I svega ima, ima, ima
al' bi jos, i jos, i jos
pa da sutra ne kazem
da je zivot bio los","https://tekstovi.net/2,1156,31337.html",,"Svega ima, al' bi još",There's All Kinds of Things Here But I Want More,,"Dobro doš'o u moj stan
1
nećeš tako brzo van,
a kad sreća meni da svoj glas
neće zaspati ni jedno od nas,
od nas.... Ponavljamo gradivo
do kraja pa nanovo,
ubijamo se od učenja
ma nema kave nema predaha. Ma tko mi zvoni
zvoni, zvoni cijeli dan
mene nema ponavljam
jer na sedmom nebu sam,. I svega ima
ima, ima al' bi još i još i još,
pa da sutra ne kažem
da je život bio loš
da je život bio loš","Welcome to my apartment
you won't get out that easily,
and when I'm happy that my voice
won't make neither of us fall asleep
neither of us...
We're repeating the same material
till the end and all over again,
we're dying from learning
well, if there's no coffee, there's no respite
Well, who's ringing my door bell
ringing, ringing it for the whole day
and I'm not here again
'cause I'm on the 1seventh heaven
And there's all kinds of things here
there is, there is, but I want more and more and more,
so that tomorrow I won't say
that life was bad
that life was bad",https://lyricstranslate.com/en/svega-ima-al-bi-jo%C5%A1-theres-all-kinds-things-here-i-want-more.html,,,['Jelena Rozga'],,,https://diskografija.com/pjesma/svega-ima-al-bi-jos-14703.htm,"Svega ima, al' bi još",,
YdU8F5rG_1_45,Jelena Rozga,Jelena Rozga,Sveto pismo,6610,"Skoro smo naucili
 govor ljubavi
znali ga, pa ne znali
 i izgubili

Na vrh jezika bilo nam je
kako ostat', a isli dalje
tako smo se lako predali
nismo to, nismo to trebali
 
Ref.
Bila nam je ljubav Sveto pismo
bila nam je, ali vise nismo
ono sto smo bili 
sve pokvarili smo

Ova ljubav nam iz ruke jela
prvo dala onda oduzela
bez tebe ne mogu
 a s' tobom ne valja

Jer smo ti, jer smo ti, ti i ja
k'o bonaca i mecava

Na vrh jezika bilo nam je
kako ostat’, a isli dalje
tako smo se lako predali
nismo to, nismo to trebali

Sto ce meni sada netko treci
kad si dao ti ime sreci
tu je tocka, zatvara se krug
al' uzalud, luda ja i ti lud

Ref.","https://tekstovi.net/2,1156,59731.html",,Sveto pismo,Scripture,,"Skoro smo naučili, govor ljubavi
1
Znali ga, pa ne znali, i izgubili
Na vrh jezika bilo nam je
Kako ostat’, a išli dalje
Tako smo se lako predali,
Nismo to, nismo to trebali. Bila nam je ljubav Sveto pismo
Bila nam je, ali više nismo
Ono što smo bili sve pokvarili smo
Nismo to, nismo to, ti i ja. Ova ljubav nam iz ruke jela
Prvo dala onda oduzela
Bez tebe ne mogu, a s’ tobom ne valja
Jer smo ti, jer smo ti, ti i ja
K’o bonaca i mećava. Na vrh jezika bilo nam je
Kako ostat’, a išli dalje
Tako smo se lako predali,
Nismo to, nismo to trebali. Što će meni sada netko treći
Kad si dao ti ime sreći
Tu je točka zatvara se krug
Al’ uzalud, luda ja i ti lud. Bila nam je ljubav Sveto pismo
Bila nam je, ali više nismo
Ono što smo bili sve pokvarili smo
Nismo to, nismo to, ti i ja. Ova ljubav nam iz ruke jela
Prvo dala onda oduzela
Bez tebe ne mogu, a s’ tobom ne valja
Jer smo ti, jer smo ti, ti i ja
K’o bonaca i mećava. Bila nam je ljubav Sveto pismo
Bila nam je, ali više nismo
Ono što smo bili sve pokvarili smo
Nismo to, nismo to, ti i ja. Ova ljubav nam iz ruke jela
Prvo dala onda oduzela
Bez tebe ne mogu, a s’ tobom ne valja
Jer smo ti, jer smo ti, ti i ja
K’o bonaca i mećava","We almost learned, the speech of love
We knew him, so we didn't know, and we lost
It was on top of our tongues
How to stay, and we moved on
We gave up so easily
We didn't, we didn't need that. Love was Scripture for us
She was, but we are not anymore
What we were, we spoiled everything
We are not this, we are not this, you and me. This love ate from our hands
First she gave, then taken away
I can't without you, and it's wrong with you
Because you, because you, you and me are
Like calm and blizzard. It was on top of our tongues
How to stay, and we moved on
We gave up so easily
We didn't, we didn't need that. Why do I need someone else now?
When you named happiness
There is a point, the circle closes
But in vain, I am crazy and you are crazy. Love was Scripture for us
She was, but we are not anymore
What we were, we spoiled everything
We are not this, we are not this, you and me. This love ate from our hands
First she gave, then taken away
I can't without you, and it's wrong with you
Because you, because you, you and me are
Like calm and blizzard. Love was Scripture for us
She was, but we are not anymore
What we were, we spoiled everything
We are not this, we are not this, you and me. This love ate from our hands
First she gave, then taken away
I can't without you, and it's wrong with you
Because you, because you, you and me are
Like calm and blizzard",https://lyricstranslate.com/en/sveto-pismo-scripture.html,,,,,,,,,
